dgp,N,T,true_rank_vector,rate_denominator,attempted_replications,numerically_acceptable_spectral_pilots,pilot_acceptance_rate,exact_recovery,exact_recovery_rate,underselection_only,underselection_only_rate,overselection_only,overselection_only_rate,mixed_rank_errors,mixed_rank_error_rate,unresolved_selections,unresolved_rate,selection_at_reportable_cap,final_postrefit_attempted,final_postrefit_valid,selected_rank_0_0_0,selected_rank_1_1_1,selected_rank_2_1_1,selected_rank_1_0_2,other_selected_rank,modal_selected_rank,downstream_state,c_h,c_xi,target_h_share,achieved_h_share,target_r2,achieved_r2,intended_r2,r2_scale_identified,theoretical_max_abs_A,theoretical_max_abs_B,theoretical_max_abs_H,theoretical_coefficient_envelope,calibration_source
4,100,100,"(1,0,2)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.7301712917987002,1.0,0.30000000000000004,0.30000000000000004,,0.5265816679287206,0.65,False,0.85,0.0,3.794081326870647,3.794081326870647,frozen_ex_ante_table
4,100,100,"(1,1,1)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.6546536707079772,2.0062526677634063,0.30000000000000004,0.30000000000000004,0.65,0.65,0.65,True,0.85,1.71466333698683,6.8246300906509685,6.8246300906509685,frozen_ex_ante_table
4,100,100,"(2,1,1)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.6546536707079772,0.8572910716014376,0.30000000000000004,0.30000000000000004,0.65,0.6499999999952658,0.65,True,0.85,1.71466333698683,2.9162301128401773,2.9162301128401773,frozen_ex_ante_table
4,100,200,"(1,0,2)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.7301712917987002,1.0,0.30000000000000004,0.30000000000000004,,0.5144757759573667,0.65,False,0.85,0.0,3.794081326870647,3.794081326870647,frozen_ex_ante_table
4,100,200,"(1,1,1)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.6546536707079772,1.9880229420166664,0.30000000000000004,0.30000000000000004,0.65,0.65,0.65,True,0.85,1.71466333698683,6.762618392486244,6.762618392486244,frozen_ex_ante_table
4,100,200,"(2,1,1)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.6546536707079772,0.842478061357924,0.30000000000000004,0.30000000000000004,0.65,0.6499999999983262,0.65,True,0.85,1.71466333698683,2.8658409883468483,2.8658409883468483,frozen_ex_ante_table
4,200,100,"(1,0,2)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.7301712917987002,1.0,0.30000000000000004,0.30000000000000004,,0.5254654013075883,0.65,False,0.85,0.0,3.794081326870647,3.794081326870647,frozen_ex_ante_table
4,200,100,"(1,1,1)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.6546536707079772,2.028576201877698,0.30000000000000004,0.30000000000000004,0.65,0.6499999999999999,0.65,True,0.85,1.71466333698683,6.9005676159158735,6.9005676159158735,frozen_ex_ante_table
4,200,100,"(2,1,1)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.6546536707079772,0.8480699706888264,0.30000000000000004,0.30000000000000004,0.65,0.649999999996918,0.65,True,0.85,1.71466333698683,2.8848628759171775,2.8848628759171775,frozen_ex_ante_table
4,200,200,"(1,0,2)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.7301712917987002,1.0,0.30000000000000004,0.30000000000000004,,0.5210906542635242,0.65,False,0.85,0.0,3.794081326870647,3.794081326870647,frozen_ex_ante_table
4,200,200,"(1,1,1)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.6546536707079772,2.003037575694791,0.30000000000000004,0.30000000000000004,0.65,0.65,0.65,True,0.85,1.71466333698683,6.813693375436455,6.813693375436455,frozen_ex_ante_table
4,200,200,"(2,1,1)",attempted_replications,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,,not_reached_due_to_pilot_failure,0.6546536707079772,0.8502963674518154,0.30000000000000004,0.30000000000000004,0.65,0.6499999999969691,0.65,True,0.85,1.71466333698683,2.89243636583027,2.89243636583027,frozen_ex_ante_table
