semantic_replication_id,dgp,N,T,replication,true_rank_vector,status,exception_message,constrained_solver_status,pilot_start_count,stationarity_passing_starts,minimum_stationarity_residual,median_stationarity_residual,maximum_stationarity_residual,minimum_objective,maximum_objective,iteration_cap_starts,constrained_fallback_starts,boundary_active_starts,maximum_constraint_violation,pilot_fit_runtime_seconds,pilot_start_objectives,pilot_start_objective_spread,pilot_best_two_objective_gap,pilot_objective_stability_failure,pilot_feasibility_failure,pilot_stationarity_failure,pilot_nonfinite_failure,pilot_boundary_activity,cap_pilot_final_acceptance_basis
dgp2_N100_T100_r00002_truth1-0-2,2,100,100,2,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,8.87432150267714e-06,1.4280939108529372e-05,1.681228994321454e-05,0.2813387611090416,0.2820493939564558,3,0,0,0.0,37.05718960000377,"[0.28162735637235864, 0.28133876110904166, 0.2820493939564558]",0.0007106328474141277,,True,False,True,False,False,failure
dgp2_N100_T100_r00000_truth1-1-1,2,100,100,0,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,0.0002810195583631,0.0008639440592655,0.0037162290633512,0.9166489386674568,0.9223184858521394,3,3,3,0.0,2046.6403719000082,"[0.9223184858521394, 0.9202035824186656, 0.9166489386674568]",0.0056695471846825995,,True,False,True,False,True,failure
dgp2_N100_T100_r00001_truth1-1-1,2,100,100,1,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,7.935142620387864e-06,1.0516513424710116e-05,0.0023087926429274,0.977007460614234,0.9801201291611652,3,1,1,0.0,815.75649349999,"[0.9795407130246365, 0.9801201291611651, 0.9770074606142339]",0.003112668546931152,,True,False,True,False,True,failure
dgp2_N100_T100_r00002_truth1-1-1,2,100,100,2,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,1.2825370274066349e-06,1.5327901418323734e-05,2.14315172709334e-05,0.9106039285388422,0.9223880201672672,3,0,0,0.0,32.33586779999314,"[0.9119120397737425, 0.9223880201672672, 0.9106039285388422]",0.011784091628424975,,True,False,True,False,False,failure
dgp2_N100_T100_r00000_truth2-1-1,2,100,100,0,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,1.8537266773949944e-06,1.7393365838539652e-05,0.0012157626028796,0.1976551254864473,0.1994231167923364,3,1,1,0.0,497.7325353999914,"[0.19765512548644734, 0.19942311679233646, 0.19881077043140943]",0.0017679913058891161,,True,False,True,False,True,failure
dgp2_N100_T100_r00001_truth2-1-1,2,100,100,1,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,2.924543452727888e-06,8.046192684308007e-06,0.0011578763480754,0.1956190308619703,0.1957207005637213,3,1,0,0.0,535.3729235999926,"[0.19572070056372132, 0.19568120903221078, 0.19561903086197036]",0.00010166970175096157,,True,False,True,False,False,failure
dgp2_N100_T100_r00002_truth2-1-1,2,100,100,2,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,2.5498126548748043e-06,2.394534509655105e-05,2.984275146553065e-05,0.2047580564562697,0.2069077076920056,3,0,0,0.0,33.207357999970554,"[0.20690770769200562, 0.20502571995916155, 0.2047580564562697]",0.0021496512357359054,,True,False,True,False,False,failure
dgp2_N100_T200_r00000_truth1-0-2,2,100,200,0,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,2.579960565579839e-06,6.0613094659283776e-06,1.2181155270964767e-05,0.3447582139196576,0.3457151648031759,3,0,0,0.0,52.46501059998991,"[0.34475821391965766, 0.34569629203059904, 0.3457151648031759]",0.000956950883518215,,True,False,True,False,False,failure
dgp2_N100_T200_r00001_truth1-0-2,2,100,200,1,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,success,3,1,1.449785306209769e-05,9.332808244141892e-05,0.0004605585545333,0.3411156721810935,0.3426831224640171,2,2,2,1.7763568394002505e-15,1156.2573886000027,"[0.3411156721810935, 0.3426831224640171, 0.34237444123899224]",0.0015674502829235992,,True,False,True,False,True,failure
dgp2_N100_T200_r00002_truth1-0-2,2,100,200,2,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,2.517065358004387e-06,4.419475201605456e-06,2.087247994459208e-05,0.3373542146270181,0.3380207960775034,3,0,0,0.0,52.97469560000172,"[0.3375021924392415, 0.3373542146270181, 0.33802079607750346]",0.0006665814504853707,,True,False,True,False,False,failure
dgp2_N100_T200_r00000_truth1-1-1,2,100,200,0,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,success,3,1,2.396203884393552e-06,4.284217604487823e-05,0.0003997923350518,1.2043344799088052,1.2048152112147077,2,2,1,1.7763568394002505e-15,1577.5186345000036,"[1.2048152112147075, 1.2047442831222157, 1.2043344799088052]",0.0004807313059023155,,True,False,True,False,True,failure
dgp2_N100_T200_r00001_truth1-1-1,2,100,200,1,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,success,3,1,3.823328243394226e-06,1.3094884637931784e-05,4.250785486732291e-05,1.1548832309429695,1.159058217154309,3,1,1,0.0,881.5156429999988,"[1.1548832309429695, 1.158357543641247, 1.159058217154309]",0.004174986211339382,,True,False,True,False,True,failure
dgp2_N100_T200_r00002_truth1-1-1,2,100,200,2,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,success,3,1,6.174262126385865e-06,3.4215011604638634e-05,0.0001425329598865,1.1269334346391036,1.1335728535319565,2,2,2,0.0,1996.863334099995,"[1.1269334346391036, 1.1306652026087738, 1.1335728535319565]",0.006639418892852911,,True,False,True,False,True,failure
dgp2_N100_T200_r00000_truth2-1-1,2,100,200,0,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,1.5728592420823926e-06,1.0193873397203382e-05,1.6093744947076075e-05,0.228425456524042,0.2287206301011379,3,0,0,0.0,48.87114230002044,"[0.22842545652404206, 0.22872063010113794, 0.22856294737832192]",0.00029517357709588077,,True,False,True,False,False,failure
dgp2_N100_T200_r00001_truth2-1-1,2,100,200,1,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,2.8081491776918754e-06,8.383334984021605e-06,1.1838573218974156e-05,0.2324422652272913,0.2340914429254923,3,0,0,0.0,53.39215039998817,"[0.2324422652272913, 0.23409144292549236, 0.23355465983183585]",0.0016491776982010542,,True,False,True,False,False,failure
dgp2_N100_T200_r00002_truth2-1-1,2,100,200,2,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,1.7477884809193704e-06,4.4368890054197815e-06,8.78524165401769e-06,0.2158905745342447,0.216294975640481,3,0,0,0.0,49.557778100002906,"[0.21629497564048106, 0.21612307634864383, 0.21589057453424476]",0.0004044011062362962,,True,False,True,False,False,failure
dgp2_N200_T100_r00000_truth1-0-2,2,200,100,0,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,6.72034781383754e-06,8.102539255933591e-06,1.7314182953046746e-05,0.3470456045084957,0.3489328972340034,3,0,0,0.0,53.15516410002601,"[0.34704560450849575, 0.3489328972340034, 0.3476704226013163]",0.0018872927255076388,,True,False,True,False,False,failure
dgp2_N200_T100_r00001_truth1-0-2,2,200,100,1,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,5.8226790582602375e-06,1.2015882964342596e-05,1.3060326545440495e-05,0.3296649354844195,0.3299455003697833,3,0,0,0.0,44.80008840000664,"[0.3297923851751168, 0.32966493548441955, 0.3299455003697833]",0.00028056488536376545,,True,False,True,False,False,failure
dgp2_N200_T100_r00002_truth1-0-2,2,200,100,2,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,3.296729480074647e-06,4.958250654872113e-06,2.3443607963026645e-05,0.3490888876565023,0.3505012756243311,3,0,0,0.0,45.06266790001246,"[0.349617377975098, 0.34908888765650237, 0.35050127562433114]",0.0014123879678287765,,True,False,True,False,False,failure
dgp2_N200_T100_r00000_truth1-1-1,2,200,100,0,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,9.462626591069151e-06,0.0001770284552609,0.0013389705061935,1.2913248838056155,1.2948513322979065,3,2,0,0.0,2330.6868504000013,"[1.2948513322979065, 1.294060776856515, 1.2913248838056155]",0.003526448492291001,,True,False,True,False,False,failure
dgp2_N200_T100_r00001_truth1-1-1,2,200,100,1,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,7.518177105963062e-06,1.807551255746905e-05,0.0067596298394471,1.256731016723391,1.261265893951285,3,1,1,1.7763568394002505e-15,1121.7248390000022,"[1.256731016723391, 1.2595206267794459, 1.261265893951285]",0.004534877227894141,,True,False,True,False,False,failure
dgp2_N200_T100_r00002_truth1-1-1,2,200,100,2,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,success,3,1,4.406376920683096e-06,1.9324916278757515e-05,6.888632222454283e-05,1.227838023113888,1.2300313620443697,3,1,1,1.7763568394002505e-15,1029.4160470999996,"[1.2299618919887187, 1.2278380231138881, 1.2300313620443697]",0.00219333893048157,,True,False,True,False,True,failure
dgp2_N200_T100_r00000_truth2-1-1,2,200,100,0,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,5.350348334078757e-06,1.0662928277408388e-05,1.6061412816552315e-05,0.2268637388770458,0.2274818233123853,3,0,0,0.0,53.15690980000363,"[0.2274818233123853, 0.22686373887704586, 0.22727327907334074]",0.0006180844353394499,,True,False,True,False,False,failure
dgp2_N200_T100_r00001_truth2-1-1,2,200,100,1,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,2.09030734460396e-06,3.465264965368603e-06,3.929574585506596e-06,0.2358124271247102,0.236791452899315,3,0,0,0.0,53.24764769998728,"[0.23636126250900402, 0.23679145289931502, 0.2358124271247102]",0.0009790257746048192,,True,False,True,False,False,failure
dgp2_N200_T100_r00002_truth2-1-1,2,200,100,2,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,2.163965851620409e-06,7.154208394198784e-06,8.605607975438152e-06,0.2358845568721003,0.2364591753239507,3,0,0,0.0,54.14548760000616,"[0.23588455687210036, 0.2360991216643226, 0.23645917532395078]",0.0005746184518504172,,True,False,True,False,False,failure
dgp2_N200_T200_r00000_truth1-0-2,2,200,200,0,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,2.5783354347960995e-06,2.7011774495594508e-06,2.7609710650003607e-06,0.3896766432658224,0.3904698395130332,3,0,0,0.0,67.48878429998877,"[0.38978333867724857, 0.38967664326582246, 0.3904698395130332]",0.0007931962472107479,,True,False,True,False,False,failure
dgp2_N200_T200_r00001_truth1-0-2,2,200,200,1,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,1,8.695245259368423e-07,4.717331408479902e-06,6.1914338870620015e-06,0.3814678217339466,0.3826672761721004,3,0,0,0.0,67.82241369999247,"[0.38146782173394667, 0.3826672761721004, 0.38195666940093437]",0.0011994544381537242,,True,False,False,False,False,failure
dgp2_N200_T200_r00002_truth1-0-2,2,200,200,2,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,2.30117875705638e-06,2.4712182923762173e-06,2.8514320231636537e-06,0.3800915083294289,0.3802357047729666,3,0,0,0.0,74.52082289999817,"[0.3802357047729666, 0.3801996516396851, 0.3800915083294289]",0.0001441964435376919,,True,False,True,False,False,failure
dgp2_N200_T200_r00000_truth1-1-1,2,200,200,0,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,1,9.335263466790792e-07,4.8745224310453885e-06,0.0001465233051084,1.240779980406369,1.2417992704227985,3,1,0,0.0,1595.6364856,"[1.240779980406369, 1.2417992704227983, 1.240996949035957]",0.0010192900164291974,,True,False,False,False,False,failure
dgp2_N200_T200_r00001_truth1-1-1,2,200,200,1,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,1.3453734234465197e-06,1.6419820243804505e-06,1.989185053068233e-06,1.2691340225572578,1.270506121013966,3,0,0,0.0,76.89879889999429,"[1.2705061210139659, 1.2691406820316826, 1.2691340225572578]",0.0013720984567080485,,True,False,True,False,False,failure
dgp2_N200_T200_r00002_truth1-1-1,2,200,200,2,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,8.047629749794197e-06,9.87064241558774e-06,1.1816204435215738e-05,1.2653975154645356,1.2679298730458846,3,0,0,0.0,78.1975384000034,"[1.2679298730458846, 1.2653975154645356, 1.267097303423489]",0.002532357581348954,,True,False,True,False,False,failure
dgp2_N200_T200_r00000_truth2-1-1,2,200,200,0,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,1,9.659954039383944e-07,2.3928538264224738e-06,2.895302585573421e-06,0.2696965346713436,0.2698341377493057,3,0,0,0.0,70.30708669999149,"[0.2696965346713436, 0.26983413774930576, 0.2697919512185892]",0.0001376030779621784,,True,False,False,False,False,failure
dgp2_N200_T200_r00001_truth2-1-1,2,200,200,1,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,1,2.0350092607017608e-07,1.3289456262425392e-06,1.5089022099760523e-06,0.2730652971490601,0.2735841892425531,2,0,0,0.0,66.71945970000525,"[0.2735841892425531, 0.2734087308600213, 0.2730652971490601]",0.0005188920934930397,,True,False,False,False,False,failure
dgp2_N200_T200_r00002_truth2-1-1,2,200,200,2,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,1,4.188875841518801e-07,1.0026091951216938e-06,5.010527027221844e-06,0.26512098124179,0.2656157746701253,3,0,0,0.0,72.08532489997742,"[0.26528507410009816, 0.26512098124179, 0.26561577467012537]",0.0004947934283353606,,True,False,False,False,False,failure
dgp3_N50_T50_r00000_truth1-0-2,3,50,50,0,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,0.0011148443756042,0.0016561770525461,0.0016724170251457,0.1468730921534616,0.1516710346562294,3,3,3,1.7763568394002505e-15,770.5065604999982,"[0.14755528445426144, 0.15167103465622941, 0.14687309215346164]",0.004797942502767771,,True,False,True,False,True,failure
dgp3_N50_T50_r00001_truth1-0-2,3,50,50,1,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,0.0014357796854337,0.0014441426902164,0.0018347730048753,0.1367994260469422,0.1406125815607567,3,3,3,1.7763568394002505e-15,744.9214938999794,"[0.13679942604694226, 0.14061258156075673, 0.137227821614352]",0.0038131555138144757,,True,False,True,False,True,failure
dgp3_N50_T50_r00002_truth1-0-2,3,50,50,2,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,3.515734596508459e-05,0.0027577225369213,0.0029857892820847,0.1385272864084746,0.1487949220641692,3,2,2,1.7763568394002505e-15,588.7208407000144,"[0.14546486757971766, 0.13852728640847464, 0.1487949220641692]",0.010267635655694551,,True,False,True,False,True,failure
dgp3_N50_T50_r00000_truth1-1-1,3,50,50,0,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,0.0001467850922316,0.0030347524925687,0.0085878798805269,0.6196728608132507,0.6230284131166643,3,3,3,1.7763568394002505e-15,869.1999139999971,"[0.6230284131166643, 0.6223688555121779, 0.6196728608132507]",0.003355552303413667,,True,False,True,False,True,failure
dgp3_N50_T50_r00001_truth1-1-1,3,50,50,1,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,0.0004273804353797,0.0034746841085705,0.0050390517799288,0.5970988460582484,0.6101697345934727,3,3,3,3.552713678800501e-15,962.6787558000069,"[0.6101697345934727, 0.5985845792955392, 0.5970988460582484]",0.013070888535224312,,True,False,True,False,True,failure
dgp3_N50_T50_r00002_truth1-1-1,3,50,50,2,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,1,6.274787920383449e-05,0.0006152767397112,0.0026019585927134,0.555012327733156,0.5682526196888789,2,3,3,1.7763568394002505e-15,759.8498528000055,"[0.555012327733156, 0.5585322458917299, 0.5682526196888789]",0.01324029195572285,,True,False,True,False,True,failure
dgp3_N50_T50_r00000_truth2-1-1,3,50,50,0,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,2.47097812955215e-05,0.0002317389812706,0.0017333581050805,0.1024386517986876,0.1045596102278448,3,2,2,3.552713678800501e-15,498.4366144000087,"[0.10428511862030107, 0.10455961022784487, 0.10243865179868762]",0.0021209584291572436,,True,False,True,False,True,failure
dgp3_N50_T50_r00001_truth2-1-1,3,50,50,1,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,5.789915012353718e-05,0.001666462832142,0.0019496163955181,0.0929830355881104,0.0955430637272832,3,2,2,0.0,527.2132780000102,"[0.09298303558811048, 0.09554306372728327, 0.09320955902218633]",0.0025600281391727903,,True,False,True,False,True,failure
dgp3_N50_T50_r00002_truth2-1-1,3,50,50,2,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,6.91999971906306e-05,0.0011693837689187,0.0024238502095746,0.0986788227973747,0.1009835157172009,3,2,2,1.7763568394002505e-15,511.8389872000116,"[0.09867882279737475, 0.09986505295982728, 0.10098351571720092]",0.0023046929198261706,,True,False,True,False,True,failure
dgp3_N100_T100_r00000_truth1-0-2,3,100,100,0,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,5.881542808052624e-06,3.623825218193628e-05,0.0074932809773142,0.2935778819093665,0.2961413267298926,3,1,1,0.0,597.3741806000035,"[0.2935778819093665, 0.2961413267298926, 0.2938399847274581]",0.002563444820526062,,True,False,True,False,True,failure
dgp3_N100_T100_r00001_truth1-0-2,3,100,100,1,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,1,2.4876701096838125e-06,8.944549514733613e-05,0.00101301849532,0.278375143498077,0.2800438992621692,2,2,2,0.0,620.2021820000082,"[0.27837514349807707, 0.27940006535555706, 0.28004389926216927]",0.0016687557640922002,,True,False,True,False,True,failure
dgp3_N100_T100_r00002_truth1-0-2,3,100,100,2,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,1.1287483782475832e-05,3.0064868016245265e-05,0.0007545445095691,0.2903248231712975,0.2919822479143108,3,1,0,0.0,600.0074667000008,"[0.2919822479143108, 0.29032482317129754, 0.29041688463476856]",0.0016574247430132805,,True,False,True,False,False,failure
dgp3_N100_T100_r00000_truth1-1-1,3,100,100,0,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,0.0008991008756848,0.000925039282069,0.0035674015073663,1.3130689879199198,1.3215854714073283,3,3,2,1.7763568394002505e-15,2089.0064537,"[1.3215854714073285, 1.3176551366809366, 1.3130689879199198]",0.008516483487408744,,True,False,True,False,False,failure
dgp3_N100_T100_r00001_truth1-1-1,3,100,100,1,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,success,3,2,5.3461288708924e-05,5.365411428767645e-05,0.0014284097949892,1.3846609113449655,1.391274235989886,1,3,3,1.7763568394002505e-15,1400.8112886000017,"[1.391274235989886, 1.3886074761114622, 1.3846609113449657]",0.00661332464492026,0.004776132980092956,True,False,True,False,True,failure
dgp3_N100_T100_r00002_truth1-1-1,3,100,100,2,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,1,6.038980465343752e-05,0.0003372398801304,0.0006817981187328,1.3706981896155166,1.377638431057849,3,3,3,1.7763568394002505e-15,1916.4876403000017,"[1.3706981896155166, 1.3776384310578487, 1.3716249983189366]",0.0069402414423320735,,True,False,True,False,True,failure
dgp3_N100_T100_r00000_truth2-1-1,3,100,100,0,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,1,9.065557087310556e-07,1.1772418268515936e-05,1.4131945339040744e-05,0.2202314091797036,0.2228427904440603,3,0,0,0.0,33.39876429998549,"[0.22023140917970369, 0.22194034398529772, 0.22284279044406038]",0.002611381264356699,,True,False,False,False,False,failure
dgp3_N100_T100_r00001_truth2-1-1,3,100,100,1,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,success,3,1,8.05174702697388e-06,1.3298641645527726e-05,8.803753831657178e-05,0.2205668407933127,0.2214069408033112,2,1,1,0.0,254.38648529999776,"[0.22056684079331276, 0.22140694080331122, 0.22086855257952967]",0.0008401000099984568,,True,False,True,False,True,failure
dgp3_N100_T100_r00002_truth2-1-1,3,100,100,2,"(2,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,3.887974617252112e-06,1.0755134265690564e-05,0.0001542041412718,0.2248809944394218,0.2256366785686489,3,1,1,0.0,423.7268827999942,"[0.2256366785686489, 0.22488099443942183, 0.22543977068481336]",0.00075568412922708,,True,False,True,False,True,failure
dgp3_N100_T200_r00000_truth1-0-2,3,100,200,0,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,success,3,1,5.743281649559757e-06,1.2251161193125584e-05,7.721495877146348e-05,0.3003398275301537,0.3006815859098853,2,1,1,0.0,292.7259938999923,"[0.30068158590988536, 0.30033982753015376, 0.30054793261703716]",0.00034175837973160483,,True,False,True,False,True,failure
dgp3_N100_T200_r00001_truth1-0-2,3,100,200,1,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,2.951833487389109e-06,3.5618371821741444e-06,7.686373673954901e-06,0.336555961686735,0.3377426469134662,3,0,0,0.0,72.11868339998182,"[0.3377426469134662, 0.336555961686735, 0.337422964964206]",0.00118668522673121,,True,False,True,False,False,failure
dgp3_N100_T200_r00002_truth1-0-2,3,100,200,2,"(1,0,2)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,3.7600544860688257e-06,5.008167090770387e-06,1.4185599945726256e-05,0.3383900031449402,0.3395721099770807,3,0,0,0.0,59.04223550000461,"[0.3395721099770807, 0.3383900031449402, 0.3391574798371812]",0.0011821068321404837,,True,False,True,False,False,failure
dgp3_N100_T200_r00000_truth1-1-1,3,100,200,0,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,2.0957330821045907e-05,0.000155288162863,0.0006354762356226,1.3867633551375946,1.3882175770104357,3,2,1,1.7763568394002505e-15,2293.856565400005,"[1.3867633551375946, 1.3870314708716722, 1.3882175770104357]",0.001454221872841055,,True,False,True,False,True,failure
dgp3_N100_T200_r00001_truth1-1-1,3,100,200,1,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,not_needed_interior_fast_path,3,0,4.788025979969696e-06,9.168396775762656e-06,2.675661045642396e-05,1.4952259631980311,1.4974765944279036,3,0,0,0.0,50.29561380000814,"[1.4974765944279036, 1.4952259631980311, 1.496415625579012]",0.0022506312298724573,,True,False,True,False,False,failure
dgp3_N100_T200_r00002_truth1-1-1,3,100,200,2,"(1,1,1)",rank_selection_numerically_unresolved,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,constrained_optimality_failure,3,0,7.085747741096767e-06,7.135119622090649e-06,0.0002077562398984,1.5265892562834231,1.533091743442906,3,1,1,1.7763568394002505e-15,1033.7777231999935,"[1.5265892562834233, 1.5296520265478653, 1.5330917434429059]",0.0065024871594825395,,True,False,True,False,False,failure
