run_started,run_completed,wall_seconds_including_interruption_and_resume,wall_hours,sum_replication_runtime_seconds,median_replication_runtime_seconds,p95_replication_runtime_seconds,max_replication_runtime_seconds,attempts,tasks_per_wall_second,requested_n_jobs,effective_n_jobs,native_threads_per_worker,checkpointed_attempts_before_resume,attempts_completed_after_resume,checkpointed_attempts_rerun
2026-08-11T09:22:04.998490-04:00,2026-08-11T12:07:41.382180-04:00,9936.38369,2.7601065805555556,106270.2355176,485.34709529999964,2070.226603589998,3471.824657799996,180,0.018115242488185357,12,12,1,117,63,0
