replay_status,events_discovered,events_attempted,valid_constrained_fits,old_failures_reclassified,boundary_active_count,boundary_active_rate,note
BLOCKED_NO_UNIFORM_H_BOUND,not_enumerated,0,0,0,0,NA,"Mandatory theoretical-envelope gate failed before solver implementation or replay; no DGP draws were generated and no old semantic draw was rerun."

