semantic_draw_id,dgp,n,t,fit_path,old_status,old_unconstrained_objective,old_unconstrained_max_coefficient,constrained_objective,constrained_max_coefficient,boundary_active,max_constraint_violation,constrained_optimality_residual,constrained_convergence,constrained_runtime_seconds,replay_status

