dgp,N,method,target,target_group,true_value_mean,mean_estimate,bias,rmse,mc_sd,mean_se,coverage,mean_interval_length,point_retained,inference_retained,attempted,extreme_finite_estimate_count
1,50,fixed_rank,B_G1_time_average,broad,0.6089656762121881,0.5860379660082584,-0.022927710203929585,0.02991363558890471,0.026393011120302113,0.06855186583048838,1.0,0.2687183762015583,3,3,3,0
1,50,fixed_rank,B_G2_fixed_time,local_plugin,0.6742990538647763,0.5415207351695656,-0.1327783186952108,0.25092207390820076,0.42013060681845693,0.18922322609663636,0.6666666666666666,0.741741416375774,3,3,3,0
1,50,fixed_rank,B_G2_minus_G1_fixed_time,local_plugin,0.06686206873743905,0.12588488219102137,0.059022813453582325,0.08041385350967763,0.09933668428905283,0.06093453681420253,1.0,0.23885899514093403,3,3,3,0
1,50,fixed_rank,B_G2_minus_G1_time_average,broad,0.06061835918281936,0.17843722265367293,0.11781886347085357,0.12390592215676799,0.06278732092568752,0.09406207452036801,1.0,0.368716556742088,3,3,3,0
1,50,fixed_rank,B_G2_time_average,broad,0.6695840353950074,0.7644751886619314,0.09489115326692395,0.09714850746222385,0.03802940324292738,0.06941448379485422,1.0,0.272099776486707,3,3,3,0
1,50,fixed_rank,B_entry,local_plugin,0.47925524816534465,0.26079130025084574,-0.21846394791449888,0.2899860446212738,0.1760170592854185,0.1821646911718561,0.6666666666666666,0.714072467903399,3,3,3,0
1,50,fixed_rank,B_fixed_time_mean,local_plugin,0.6408680194960568,0.47857829407405483,-0.16228972542200196,0.24683254664298876,0.37056403612061684,0.16753083153747383,0.6666666666666666,0.6567087922269915,3,3,3,0
1,50,fixed_rank,B_full_mean,broad,0.6392748558035977,0.6752565773350953,0.035981721531497556,0.03644392489513215,0.009265600695499476,0.050474388112878334,1.0,0.19785596568587635,3,3,3,0
1,50,selected_rank,A_G1_fixed_time,local_plugin,0.46792257560602496,0.38060870995628243,-0.08731386564974258,0.09252721229589789,0.13125100685277058,0.12217670564469146,1.0,0.4789238856266936,3,3,3,0
1,50,selected_rank,A_G1_time_average,broad,0.5089416561924557,0.48259757578486395,-0.026344080407591747,0.03067861394904449,0.032428486172516674,0.028243014264821665,1.0,0.11071058154780293,3,3,3,0
1,50,selected_rank,A_G2_fixed_time,local_plugin,0.4689662987720496,0.38585498780623634,-0.08311131096581331,0.09331383168525008,0.16332454283585704,0.11954147753969006,1.0,0.4685939812729926,3,3,3,0
1,50,selected_rank,A_G2_minus_G1_fixed_time,local_plugin,0.0010437231660246175,0.005246277849953911,0.004202554683929293,0.01576901542076593,0.0337583801978929,0.02092350082095447,1.0,0.08201861607913002,3,3,3,0
1,50,selected_rank,A_G2_minus_G1_time_average,broad,-0.00161062634946985,0.006308681839897111,0.007919308189366961,0.026726762088421847,0.046815306306074764,0.03460871527824114,1.0,0.1356636709931075,3,3,3,1
1,50,selected_rank,A_G2_time_average,broad,0.507331029842986,0.488906257624761,-0.01842477221822486,0.03262829160838113,0.027923033919945342,0.02919287135630767,1.0,0.11443395292734798,3,3,3,0
1,50,selected_rank,A_entry,local_plugin,0.4901836137415067,0.3697541996927484,-0.1204294140487583,0.12200657495467895,0.12989808195648858,0.13882744387910914,1.0,0.5441935801376191,3,3,3,0
1,50,selected_rank,A_fixed_time_mean,local_plugin,0.46844443718903733,0.3832318488812594,-0.08521258830777796,0.09258624432215395,0.1471936122520522,0.12044795238977013,1.0,0.4721472973910892,3,3,3,0
1,50,selected_rank,A_full_mean,broad,0.5081363430177208,0.48575191670481255,-0.02238442631290823,0.02871082427631169,0.019176366789224197,0.022919637765605096,0.6666666666666666,0.08984332911858013,3,3,3,0
1,50,selected_rank,B_G1_fixed_time,local_plugin,0.6074369851273373,0.4148056606208148,-0.1926313245065225,0.25031637707208526,0.3219103435962728,0.14946909826990287,0.6666666666666666,0.5859080988213754,3,3,3,0
1,50,selected_rank,B_G1_time_average,broad,0.6089656762121881,0.5860143340821049,-0.02295134213008317,0.029794087536713275,0.025836119416642517,0.06854791018000353,1.0,0.26870287033658685,3,3,3,0
1,50,selected_rank,B_G2_fixed_time,local_plugin,0.6742990538647763,0.5404602142135578,-0.1338388396512185,0.2521437498007192,0.4211566746719168,0.18928216987720292,0.6666666666666666,0.7419724717498201,3,3,3,0
1,50,selected_rank,B_G2_minus_G1_fixed_time,local_plugin,0.06686206873743905,0.12565455359274294,0.058792484855303896,0.08032740733995473,0.09947399158572545,0.060937755034939145,1.0,0.23887161033441015,3,3,3,0
1,50,selected_rank,B_G2_minus_G1_time_average,broad,0.06061835918281936,0.17886168558150353,0.11824332639868416,0.12426938149861799,0.06209782607391357,0.09405696648659072,1.0,0.3686965336176174,3,3,3,0
1,50,selected_rank,B_G2_time_average,broad,0.6695840353950074,0.7648760196636082,0.09529198426860071,0.09755461123184452,0.03800838353468065,0.0694247438366861,1.0,0.27213999511164766,3,3,3,0
1,50,selected_rank,B_entry,local_plugin,0.47925524816534465,0.25891175045718406,-0.22034349770816056,0.291902545303739,0.17591621609385322,0.18194258355765344,0.6666666666666666,0.7132018220543404,3,3,3,0
1,50,selected_rank,B_fixed_time_mean,local_plugin,0.6408680194960568,0.4776329374171864,-0.16323508207887044,0.2480005171457134,0.3715182878634501,0.16757325053924607,0.6666666666666666,0.6568750716584589,3,3,3,0
1,50,selected_rank,B_full_mean,broad,0.6392748558035977,0.6754451768728565,0.036170321069258805,0.0366275185872395,0.009593546890419366,0.05048192876532328,1.0,0.19788552450030036,3,3,3,0
1,100,fixed_rank,A_G1_fixed_time,local_plugin,0.4416642740705305,0.40316552570003833,-0.0384987483704922,0.05022962886651489,0.043664200909210193,0.07495167101691548,1.0,0.2938051515484979,3,3,3,0
1,100,fixed_rank,A_G1_time_average,broad,0.49387785144016605,0.47968523251164025,-0.014192618928525802,0.015707934390707987,0.026423406567521297,0.012210284436235577,1.0,0.047863435472023375,3,3,3,0
1,100,fixed_rank,A_G2_fixed_time,local_plugin,0.4410827546239016,0.40041277833648214,-0.04066997628741942,0.05749713424069473,0.0371805929293928,0.07453379345536693,1.0,0.2921671016073328,3,3,3,0
