target,replication,semantic_replication_id,truth,estimate,error,standard_error,standardized_error
B_G2_minus_G1_fixed_time,639,dgp1_N100_T100_r00639_truth1-1-1,0.00867913424854006,9.983792812705374e-07,-0.00867813586925879,0.00015730578036799638,-55.16730439884295
B_entry,388,dgp1_N100_T100_r00388_truth1-1-1,0.4775110723470713,0.03171135332671967,-0.44579971902035165,0.05399324250964969,-8.256583570447324
