dgp,n,t,c_h,c_xi,target_h_share,achieved_h_share,target_r2,achieved_r2,mean_a,sd_a,mean_b,sd_b,min_a,max_a,min_b,max_b,mean_c_a,max_pre_scaling_abs_a,max_final_abs_a,var_u_tilde,var_h_raw,calibration_draws,minimum_grid_r2,large_c_xi_r2_floor,target_r2_feasible,bracket_lower,bracket_upper,requested_replications
1,20,20,0.5420758820402007,3.030633049033178,0.3,0.3,0.7,0.7,0.5422638150570008,0.106956983444502,0.6225038633124242,0.2967026819706979,0.3072652416119299,0.8079707174736828,0.0963294401753624,1.3617157935454192,1.0,0.8340068258237228,0.8340068258237228,0.866471785798561,1.263739237887481,1,0.6308536352788621,0.6307039824816549,True,2.6938893095901695,3.3035991201283395,1
