N,T,dgp,c_a,c_H,c_xi,pre_scaling_max_abs_a,final_max_abs_a,mean_a,mean_b,min_a,max_a,min_b,max_b,mu_lambda_a_1,mu_lambda_a_2,mu_lambda_b_1,mu_lambda_b_2,A_G1_fixed_time_true,A_G2_fixed_time_true,A_G2_minus_G1_fixed_time_true,A_G1_time_average_true,A_G2_time_average_true,A_G2_minus_G1_time_average_true,B_G1_fixed_time_true,B_G2_fixed_time_true,B_G2_minus_G1_fixed_time_true,B_G1_time_average_true,B_G2_time_average_true,B_G2_minus_G1_time_average_true,A_G2_minus_G1_fixed_time_raw_true,A_G2_minus_G1_time_average_raw_true
20,20,4,1.0,0.33019558635485036,4.007248196824159,0.8462029342474353,0.7866737301993316,0.47938574160555014,0.7361393390175296,0.2544905109667976,0.7866737301993316,0.15811406516571688,1.5189429131088166,0.8999999999999999,1.1,0.8,1.2,0.47869332776598056,0.5820905559198568,0.10339722815387625,0.43265882798929456,0.5261126552218057,0.09345382723251117,0.3040334131849937,0.43439037250689505,0.13035695932190133,0.6061856623741833,0.8660930156608759,0.2599073532866927,0.10339722815387625,0.09345382723251117
