DGP,semantic_replication_id,method,split_type,split_index,effective_N,effective_T,requested_rank,realized_numerical_rank,objective,iterations,convergence,iteration_cap_hit,stationarity_residual,stationarity_pass,coefficient_envelope,coefficient_envelope_ratio,coefficient_bound_hit,sigma_1,sigma_r,sigma_r_over_sigma_1,numerical_rank_loss,best_objective,second_best_objective,objective_stability_gap,objective_stability_pass,objective_stability_assessed,runtime_seconds,primary_numerical_cause,exact_invalidity_reason,A_sigma_1,A_sigma_r,A_sigma_r_over_sigma_1,A_rank_supported,B_sigma_1,B_sigma_r,B_sigma_r_over_sigma_1,B_rank_supported,H_sigma_1,H_sigma_r,H_sigma_r_over_sigma_1,H_rank_supported,full_coefficient_envelope,full_coefficient_envelope_ratio,full_stationarity_residual,full_sigma_r_over_sigma_1,full_objective_stability_gap,full_runtime_seconds
2,dgp2_N50_T50_r00004_truth1-1-1,selected_rank,time,0,50,25,"[1, 1, 1]","[1, 1, 1]",1.312259074745273,13,True,False,4.5799218527809244e-05,True,11.461100756245852,1.2734556395828724,True,16.947592008848382,16.947592008848382,1.0,False,,,,,False,0.07272310002008453,coefficient_bound_hit,coefficient_bound_hit,16.947592008848382,16.947592008848382,1.0,True,33.69300488157596,33.69300488157596,1.0,True,65.94550589021011,65.94550589021011,1.0,True,7.656132651797398,0.8506814057552664,2.694080174200732e-05,1.0,8.471497082476235e-06,0.044422199978725985
2,dgp2_N50_T50_r00004_truth1-1-1,selected_rank,time,1,50,25,"[1, 1, 1]","[1, 1, 1]",1.26217486872671,9,True,False,3.2928683874845574e-05,True,7.645663845321272,0.849518205035697,False,18.246306683834714,18.246306683834714,1.0,False,,,,,False,0.04503609999665059,valid,valid,18.246306683834714,18.246306683834714,1.0,True,34.053035823141244,34.053035823141244,1.0,True,46.529480093914266,46.529480093914266,1.0,True,7.656132651797398,0.8506814057552664,2.694080174200732e-05,1.0,8.471497082476235e-06,0.044422199978725985
2,dgp2_N50_T50_r00004_truth1-1-1,selected_rank,unit,0,26,50,"[1, 1, 1]","[1, 1, 1]",1.3228687790145615,12,True,False,5.4743093624555124e-05,True,12.065279359190118,1.3405865954655687,True,18.48985000812593,18.48985000812593,1.0,False,,,,,False,0.060626399994362146,coefficient_bound_hit,coefficient_bound_hit,18.48985000812593,18.48985000812593,1.0,True,34.12725378535859,34.12725378535859,1.0,True,60.237126204443896,60.237126204443896,1.0,True,7.656132651797398,0.8506814057552664,2.694080174200732e-05,1.0,8.471497082476235e-06,0.044422199978725985
2,dgp2_N50_T50_r00004_truth1-1-1,selected_rank,unit,1,24,50,"[1, 1, 1]","[1, 1, 1]",1.296285900049199,10,True,False,3.902739257006449e-05,True,6.682356018892947,0.7424840020992164,False,18.293321008117143,18.293321008117143,1.0,False,,,,,False,0.050375499995425344,valid,valid,18.293321008117143,18.293321008117143,1.0,True,28.531821007731228,28.531821007731228,1.0,True,49.699808175936134,49.699808175936134,1.0,True,7.656132651797398,0.8506814057552664,2.694080174200732e-05,1.0,8.471497082476235e-06,0.044422199978725985
3,dgp3_N50_T50_r00003_truth1-1-1,selected_rank,time,0,50,25,"[1, 1, 1]","[1, 1, 1]",1.8215187551341205,9,True,False,3.703532659447917e-05,True,8.63351329366609,0.9592792548517877,False,19.231393792453805,19.231393792453805,1.0,False,,,,,False,0.04517220001434907,valid,valid,19.231393792453805,19.231393792453805,1.0,True,36.80909444687665,36.80909444687665,1.0,True,67.78488024751161,67.78488024751161,1.0,True,8.192982004237207,0.9103313338041341,1.9025616467397595e-05,1.0,5.4791814752161796e-06,0.011739300010958686
3,dgp3_N50_T50_r00003_truth1-1-1,selected_rank,time,1,50,25,"[1, 1, 1]","[1, 1, 1]",1.807806931111897,23,True,False,4.801947284105424e-05,True,9.128836536447116,1.0143151707163462,True,18.642555396661653,18.642555396661653,1.0,False,,,,,False,0.1077649999933783,coefficient_bound_hit,coefficient_bound_hit,18.642555396661653,18.642555396661653,1.0,True,36.91923594140496,36.91923594140496,1.0,True,58.663895142177616,58.663895142177616,1.0,True,8.192982004237207,0.9103313338041341,1.9025616467397595e-05,1.0,5.4791814752161796e-06,0.011739300010958686
3,dgp3_N50_T50_r00003_truth1-1-1,selected_rank,unit,0,26,50,"[1, 1, 1]","[1, 1, 1]",1.9109377657445443,23,True,False,4.165711433061352e-05,True,10.12125503321765,1.124583892579739,True,19.596293234617328,19.596293234617328,1.0,False,,,,,False,0.11508379998849705,coefficient_bound_hit,coefficient_bound_hit,19.596293234617328,19.596293234617328,1.0,True,37.14131646176938,37.14131646176938,1.0,True,66.58694141985576,66.58694141985576,1.0,True,8.192982004237207,0.9103313338041341,1.9025616467397595e-05,1.0,5.4791814752161796e-06,0.011739300010958686
3,dgp3_N50_T50_r00003_truth1-1-1,selected_rank,unit,1,24,50,"[1, 1, 1]","[1, 1, 1]",1.6775450972236543,14,True,False,3.826949604722723e-05,True,9.053463928343605,1.0059404364826228,True,20.127145694797054,20.127145694797054,1.0,False,,,,,False,0.06959150001057424,coefficient_bound_hit,coefficient_bound_hit,20.127145694797054,20.127145694797054,1.0,True,36.8091686358091,36.8091686358091,1.0,True,66.34657652326628,66.34657652326628,1.0,True,8.192982004237207,0.9103313338041341,1.9025616467397595e-05,1.0,5.4791814752161796e-06,0.011739300010958686
3,dgp3_N50_T50_r00005_truth1-1-1,selected_rank,time,0,50,25,"[1, 1, 1]","[1, 1, 1]",1.6392502705865168,29,True,False,5.804374301351953e-05,True,11.690625935951996,1.2989584373279994,True,18.921795867507655,18.921795867507655,1.0,False,,,,,False,0.13766589999431744,coefficient_bound_hit,coefficient_bound_hit,18.921795867507655,18.921795867507655,1.0,True,41.09765573128434,41.09765573128434,1.0,True,72.91086744311545,72.91086744311545,1.0,True,8.695442698469321,0.9661602998299246,3.174016109851763e-05,1.0,4.917754539679977e-06,0.06014919999870472
3,dgp3_N50_T50_r00005_truth1-1-1,selected_rank,time,1,50,25,"[1, 1, 1]","[1, 1, 1]",1.7694251820949998,17,True,False,7.573728980604033e-05,True,9.35340585633722,1.0392673173708022,True,16.883244226829664,16.883244226829664,1.0,False,,,,,False,0.08183029998326674,coefficient_bound_hit,coefficient_bound_hit,16.883244226829664,16.883244226829664,1.0,True,35.326713802569245,35.326713802569245,1.0,True,76.88070451759833,76.88070451759833,1.0,True,8.695442698469321,0.9661602998299246,3.174016109851763e-05,1.0,4.917754539679977e-06,0.06014919999870472
3,dgp3_N50_T50_r00005_truth1-1-1,selected_rank,unit,0,26,50,"[1, 1, 1]","[1, 1, 1]",1.7899603643916921,21,True,False,5.285748143653212e-05,True,11.915941270194939,1.3239934744661044,True,17.527248562833737,17.527248562833737,1.0,False,,,,,False,0.10719059998518787,coefficient_bound_hit,coefficient_bound_hit,17.527248562833737,17.527248562833737,1.0,True,38.62994702581464,38.62994702581464,1.0,True,81.29271558260263,81.29271558260263,1.0,True,8.695442698469321,0.9661602998299246,3.174016109851763e-05,1.0,4.917754539679977e-06,0.06014919999870472
3,dgp3_N50_T50_r00005_truth1-1-1,selected_rank,unit,1,24,50,"[1, 1, 1]","[1, 1, 1]",1.6252291019707414,18,True,False,4.420431375180533e-05,True,8.247939775875382,0.9164377528750425,False,17.296095794306513,17.296095794306513,1.0,False,,,,,False,0.08832480001728982,valid,valid,17.296095794306513,17.296095794306513,1.0,True,36.413672513615914,36.413672513615914,1.0,True,69.81806239976794,69.81806239976794,1.0,True,8.695442698469321,0.9661602998299246,3.174016109851763e-05,1.0,4.917754539679977e-06,0.06014919999870472
4,dgp4_N50_T50_r00003_truth1-1-1,selected_rank,time,0,50,25,"[1, 1, 1]","[1, 1, 1]",1.6493221689449495,18,True,False,5.790721132717027e-05,True,7.6382320942621975,0.8486924549180219,False,19.38637944386767,19.38637944386767,1.0,False,,,,,False,0.08448019999195822,valid,valid,19.38637944386767,19.38637944386767,1.0,True,27.85451346552619,27.85451346552619,1.0,True,61.5462129457507,61.5462129457507,1.0,True,7.608103793577368,0.8453448659530409,3.2512946890110635e-05,1.0,8.785331098561073e-07,0.07477680000010878
4,dgp4_N50_T50_r00003_truth1-1-1,selected_rank,time,1,50,25,"[1, 1, 1]","[1, 1, 1]",1.460093303634795,17,True,False,5.574214419151072e-05,True,7.424812289890557,0.8249791433211731,False,17.280869776628265,17.280869776628265,1.0,False,,,,,False,0.0813147000153549,valid,valid,17.280869776628265,17.280869776628265,1.0,True,35.92818533924373,35.92818533924373,1.0,True,65.2476391990129,65.2476391990129,1.0,True,7.608103793577368,0.8453448659530409,3.2512946890110635e-05,1.0,8.785331098561073e-07,0.07477680000010878
4,dgp4_N50_T50_r00003_truth1-1-1,selected_rank,unit,0,26,50,"[1, 1, 1]","[1, 1, 1]",1.5648727201887087,23,True,False,4.6330394242912085e-05,True,9.06727450034903,1.0074749444832254,True,19.955001203075458,19.955001203075458,1.0,False,,,,,False,0.11173189998953603,coefficient_bound_hit,coefficient_bound_hit,19.955001203075458,19.955001203075458,1.0,True,32.59203205917481,32.59203205917481,1.0,True,67.3746109682822,67.3746109682822,1.0,True,7.608103793577368,0.8453448659530409,3.2512946890110635e-05,1.0,8.785331098561073e-07,0.07477680000010878
4,dgp4_N50_T50_r00003_truth1-1-1,selected_rank,unit,1,24,50,"[1, 1, 1]","[1, 1, 1]",1.5287624179383539,9,True,False,3.5662110496703304e-05,True,5.824601765615389,0.6471779739572655,False,19.031095039675655,19.031095039675655,1.0,False,,,,,False,0.045034000009763986,valid,valid,19.031095039675655,19.031095039675655,1.0,True,34.03307937231124,34.03307937231124,1.0,True,62.741616997725714,62.741616997725714,1.0,True,7.608103793577368,0.8453448659530409,3.2512946890110635e-05,1.0,8.785331098561073e-07,0.07477680000010878
