DGP,semantic_replication_id,method,split_type,split_index,effective_N,effective_T,requested_rank,realized_numerical_rank,objective,iterations,convergence,iteration_cap_hit,stationarity_residual,stationarity_pass,coefficient_envelope,coefficient_envelope_ratio,coefficient_bound_hit,sigma_1,sigma_r,sigma_r_over_sigma_1,numerical_rank_loss,best_objective,second_best_objective,objective_stability_gap,objective_stability_pass,objective_stability_assessed,runtime_seconds,primary_numerical_cause,exact_invalidity_reason,A_sigma_1,A_sigma_r,A_sigma_r_over_sigma_1,A_rank_supported,B_sigma_1,B_sigma_r,B_sigma_r_over_sigma_1,B_rank_supported,H_sigma_1,H_sigma_r,H_sigma_r_over_sigma_1,H_rank_supported,full_coefficient_envelope,full_coefficient_envelope_ratio,full_stationarity_residual,full_sigma_r_over_sigma_1,full_objective_stability_gap,full_runtime_seconds
3,dgp3_N100_T100_r00007_truth1-1-1,fixed_rank,time,0,100,50,"[1, 1, 1]","[1, 1, 1]",2.1996041492004026,5,True,False,1.694068643539161e-05,True,7.2180927459042294,0.8020103051004699,False,35.220392447437746,35.220392447437746,1.0,False,,,,,False,0.016529600019566715,valid,valid,35.220392447437746,35.220392447437746,1.0,True,61.702337945756646,61.702337945756646,1.0,True,130.061208489206,130.061208489206,1.0,True,6.937003260595743,0.7707781400661937,8.502721708623105e-06,1.0,2.3137107606839812e-07,0.03630949999205768
3,dgp3_N100_T100_r00007_truth1-1-1,fixed_rank,time,1,100,50,"[1, 1, 1]","[1, 1, 1]",2.3625588255567274,6,True,False,2.4111616975602078e-05,True,8.363879037619396,0.9293198930688218,False,35.41604030998082,35.41604030998082,1.0,False,,,,,False,0.02147869998589158,valid,valid,35.41604030998082,35.41604030998082,1.0,True,61.77024229025691,61.77024229025691,1.0,True,125.03632476949163,125.03632476949163,1.0,True,6.937003260595743,0.7707781400661937,8.502721708623105e-06,1.0,2.3137107606839812e-07,0.03630949999205768
3,dgp3_N100_T100_r00007_truth1-1-1,fixed_rank,unit,0,50,100,"[1, 1, 1]","[1, 1, 1]",2.186166141975273,6,True,False,1.3276441181775132e-05,True,7.323488827027101,0.813720980780789,False,36.221822882660305,36.221822882660305,1.0,False,,,,,False,0.02244329999666661,valid,valid,36.221822882660305,36.221822882660305,1.0,True,61.106485484828454,61.106485484828454,1.0,True,119.37062208055646,119.37062208055646,1.0,True,6.937003260595743,0.7707781400661937,8.502721708623105e-06,1.0,2.3137107606839812e-07,0.03630949999205768
3,dgp3_N100_T100_r00007_truth1-1-1,fixed_rank,unit,1,50,100,"[1, 1, 1]","[1, 1, 1]",2.3683546161709907,7,True,False,2.430571618411329e-05,True,9.150817668116574,1.0167575186796194,True,35.82450303632185,35.82450303632185,1.0,False,,,,,False,0.026058799994643778,coefficient_bound_hit,coefficient_bound_hit,35.82450303632185,35.82450303632185,1.0,True,63.176347958279045,63.176347958279045,1.0,True,133.52880022058437,133.52880022058437,1.0,True,6.937003260595743,0.7707781400661937,8.502721708623105e-06,1.0,2.3137107606839812e-07,0.03630949999205768
