dgp,N,T,target,mean_truth,mean_estimate,bias,rmse,mc_sd,mean_estimated_se,se_to_mc_sd,size_5pct,power_against_zero,coverage_95pct,mcse_size,mcse_coverage,successful_replications,requested_replications,failure_success,failure_calibration_failure,failure_nonfinite_input,failure_full_fit_not_converged,failure_first_order_residual_high,failure_coefficient_bound_active,failure_rank_at_cap,failure_rank_pilot_failure,failure_riesz_not_converged,failure_riesz_nearly_singular,failure_split_fit_not_converged,failure_split_rank_loss,failure_split_target_support_loss,failure_split_gram_nearly_singular,failure_spatial_variance_failure,failure_nonpositive_variance,failure_unexpected_exception,mean_A_G1_fixed_time_true,sd_A_G1_fixed_time_true,mean_A_G2_fixed_time_true,sd_A_G2_fixed_time_true,mean_A_G2_minus_G1_fixed_time_true,sd_A_G2_minus_G1_fixed_time_true,mean_A_G1_time_average_true,sd_A_G1_time_average_true,mean_A_G2_time_average_true,sd_A_G2_time_average_true,mean_A_G2_minus_G1_time_average_true,sd_A_G2_minus_G1_time_average_true,mean_B_G1_fixed_time_true,sd_B_G1_fixed_time_true,mean_B_G2_fixed_time_true,sd_B_G2_fixed_time_true,mean_B_G2_minus_G1_fixed_time_true,sd_B_G2_minus_G1_fixed_time_true,mean_B_G1_time_average_true,sd_B_G1_time_average_true,mean_B_G2_time_average_true,sd_B_G2_time_average_true,mean_B_G2_minus_G1_time_average_true,sd_B_G2_minus_G1_time_average_true,mean_A_G2_minus_G1_fixed_time_raw_true,sd_A_G2_minus_G1_fixed_time_raw_true,mean_A_G2_minus_G1_time_average_raw_true,sd_A_G2_minus_G1_time_average_raw_true
1,20,20,A_fixed_time_mean,0.5593815511671244,0.2569329010278013,-0.3024486501393231,0.3024486501393231,,0.09395973860563998,,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2,20,20,A_fixed_time_mean,0.5494066151231107,0.9268883654067817,0.3774817502836709,0.3774817502836709,,0.16381750115155164,,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2,20,20,A_full_mean,0.4863141120165859,0.5998175101956705,0.11350339817908461,0.11350339817908461,,0.2152855900276352,,0.0,1.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3,20,20,A_fixed_time_mean,0.5850074742593716,0.252017452733919,-0.3329900215254526,0.3329900215254526,,0.08164201910023841,,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3,20,20,A_full_mean,0.4979670418133565,0.4492074900564935,-0.04875955175686297,0.04875955175686297,,0.9279789942329986,,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
4,20,20,A_fixed_time_mean,0.32927279892977834,0.9327312790498972,0.6034584801201188,0.6034584801201188,,0.07125026002485076,,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29465488224714265,0.0,0.36389071561241404,0.0,0.0692358333652714,0.0,0.3569893926152165,0.0,0.44087212997826347,0.0,0.08388273736304697,0.0,0.44751647910349013,0.0,0.6804847702078826,0.0,0.23296829110439243,0.0,0.49566773448491924,0.0,0.7537026235908314,0.0,0.25803488910591216,0.0,0.07309609823394869,0.0,0.08855964480233086,0.0
4,20,20,A_full_mean,0.39893076129674,0.7251500814000185,0.3262193201032785,0.3262193201032785,,0.07964451055244746,,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29465488224714265,0.0,0.36389071561241404,0.0,0.0692358333652714,0.0,0.3569893926152165,0.0,0.44087212997826347,0.0,0.08388273736304697,0.0,0.44751647910349013,0.0,0.6804847702078826,0.0,0.23296829110439243,0.0,0.49566773448491924,0.0,0.7537026235908314,0.0,0.25803488910591216,0.0,0.07309609823394869,0.0,0.08855964480233086,0.0
