dgp,N,method,fit_role,fits_attempted,convergence_rate,unconstrained_inside_box_rate,constrained_fallback_rate,boundary_active_rate,constrained_solver_failure_rate,constrained_KKT_failure_rate,numerical_rank_loss_rate,median_iterations,p90_iterations,median_runtime_seconds,p90_runtime_seconds,maximum_runtime_seconds,median_max_abs_coefficient,p90_max_abs_coefficient
3,100,fixed_rank,unit_half_split,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.04404580000846181,0.06233965000137687,0.07588160000159405,6.981381348770223,8.326668766512963
3,100,selected_rank,candidate_post_refit,180,0.8722222222222222,0.7222222222222222,0.2777777777777778,0.25555555555555554,0.0,0.05,0.0,72.0,200.0,1.8869666999962647,60.21237711000719,231.29671159997815,7.429234398814475,10.0
3,100,selected_rank,cap_pilot,464,0.8448275862068966,0.7349137931034483,0.2650862068965517,0.2629310344827586,0.0,0.036637931034482756,0.0,78.5,200.0,2.4228962500055786,59.0961916200089,187.22269419999793,7.756454933607348,10.000000000000002
3,100,selected_rank,full_panel,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.001991900004213676,0.002223340020282194,0.0022812000242993236,0.0,0.0
3,100,selected_rank,time_half_split,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0015036999975563958,0.0015519500011578202,0.001564000005600974,0.0,0.0
3,100,selected_rank,unit_half_split,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0014254499837988988,0.001526299980469048,0.0015297999780159444,0.0,0.0
4,50,fixed_rank,full_panel,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,37.8,0.06134840002050623,0.0722401599981822,0.07799640001030639,6.882316856474247,8.214160915967797
4,50,fixed_rank,time_half_split,4,1.0,0.5,0.5,0.5,0.0,0.0,0.0,43.0,60.900000000000006,3.8687852500006557,8.176760060005472,8.389139300008537,8.842604084425085,10.0
4,50,fixed_rank,unit_half_split,4,1.0,0.25,0.75,0.75,0.0,0.0,0.0,46.0,51.8,5.757658349990379,8.952738139985012,9.256404199986719,10.0,10.0
4,50,selected_rank,candidate_post_refit,196,0.8724489795918368,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.0,0.09693877551020408,0.0,58.5,200.0,0.8473017000069376,49.133487900006,101.08974550000858,8.994858098175492,10.000000000000002
4,50,selected_rank,cap_pilot,379,0.9102902374670184,0.6174142480211082,0.38258575197889183,0.38258575197889183,0.0,0.07387862796833773,0.0,52.0,189.0,0.6148705999949016,43.03897471998934,104.99799799997709,8.853561229175273,10.000000000000002
4,50,selected_rank,full_panel,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0010028000106103718,0.0010359200066886842,0.0010442000057082623,0.0,0.0
4,50,selected_rank,time_half_split,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.000906300003407523,0.0009840000129770488,0.0009911000088322908,0.0,0.0
4,50,selected_rank,unit_half_split,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0009536999859847128,0.001138899999205023,0.0012546000070869923,0.0,0.0
4,100,fixed_rank,full_panel,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,15.2,0.05007700002170168,0.059764839988201854,0.061458999989554286,5.593320435533332,5.688518339618917
4,100,fixed_rank,time_half_split,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.5,15.0,0.033514750000904314,0.04531375000078697,0.046764800004893914,5.181850666715982,6.392810136505325
4,100,fixed_rank,unit_half_split,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.5,14.0,0.0369834000011906,0.042612999997800216,0.04384379999828525,5.346162886312241,6.332523653541518
4,100,selected_rank,candidate_post_refit,150,0.88,0.86,0.14,0.14,0.0,0.0,0.0,61.0,200.0,1.2390312499919673,13.45353605999844,55.276962499978254,5.7607456786772415,10.0
4,100,selected_rank,cap_pilot,413,0.9079903147699758,0.87409200968523,0.12590799031476999,0.12590799031476999,0.0,0.0,0.0,70.0,200.0,1.2418147000134923,11.148228160006692,82.26433820000966,5.691388795109427,10.0
4,100,selected_rank,full_panel,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.00199570000404492,0.0020060200127772986,0.0020086000149603933,0.0,0.0
