dgp,N,method,target,attempted,point_valid,inference_valid,retention_order_pass,primary_status_counts,headline_theorem_target,target_applicability
4,50,selected_rank,A_G1_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,A_G2_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,A_G2_minus_G1_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,A_G2_minus_G1_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,A_G2_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,A_entry,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,A_fixed_time_mean,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,A_full_mean,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,B_G1_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,B_G1_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,B_G2_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,B_G2_minus_G1_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,B_G2_minus_G1_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,B_G2_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,B_entry,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,B_fixed_time_mean,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,50,selected_rank,B_full_mean,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,fixed_rank,A_G1_fixed_time,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,A_G1_time_average,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,A_G2_fixed_time,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,A_G2_minus_G1_fixed_time,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,A_G2_minus_G1_time_average,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,A_G2_time_average,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,A_entry,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,A_fixed_time_mean,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,A_full_mean,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,B_G1_fixed_time,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,B_G1_time_average,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,B_G2_fixed_time,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,B_G2_minus_G1_fixed_time,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,B_G2_minus_G1_time_average,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,B_G2_time_average,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,B_entry,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,B_fixed_time_mean,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,fixed_rank,B_full_mean,3,3,3,True,"{""success"": 3}",True,theorem_covered
4,100,selected_rank,A_G1_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,A_G1_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,A_G2_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,A_G2_minus_G1_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,A_G2_minus_G1_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,A_G2_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,A_entry,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,A_fixed_time_mean,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,A_full_mean,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,B_G1_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,B_G1_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,B_G2_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,B_G2_minus_G1_fixed_time,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,B_G2_minus_G1_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,B_G2_time_average,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,B_entry,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,B_fixed_time_mean,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
4,100,selected_rank,B_full_mean,3,3,0,True,"{""target_unsupported_selected_rank"": 3}",True,theorem_covered
