dgp,N,method,target,attempted,target_support_rate,gram_min_eigenvalue_min,gram_max_eigenvalue_max,condition_number_max,riesz_residual_max,riesz_convergence_rate,target_rayleigh_min,invalid_variance_count,nonfinite_SE_count
3,100,fixed_rank,B_G2_fixed_time,3,1.0,0.16983639179879514,46.288400339067394,272.5470074394019,9.326881871120483e-09,1.0,0.9550975751841078,0,0
3,100,fixed_rank,B_G2_minus_G1_time_average,3,1.0,0.16983639179879514,46.288400339067394,272.5470074394019,9.770424931957207e-09,1.0,0.8358698777519737,0,0
3,100,fixed_rank,B_G2_time_average,3,1.0,0.16983639179879514,46.288400339067394,272.5470074394019,9.97316746856513e-09,1.0,0.7347654963948703,0,0
3,100,fixed_rank,B_entry,3,1.0,0.16983639179879514,46.288400339067394,272.5470074394019,9.586781237952596e-09,1.0,0.8669840721876839,0,0
3,100,fixed_rank,B_fixed_time_mean,3,1.0,0.16983639179879514,46.288400339067394,272.5470074394019,9.636384733157664e-09,1.0,0.956023401950531,0,0
3,100,fixed_rank,B_full_mean,3,1.0,0.16983639179879514,46.288400339067394,272.5470074394019,9.406217040031807e-09,1.0,0.6823266775625153,0,0
3,100,selected_rank,A_G1_fixed_time,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,A_G1_time_average,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,A_G2_fixed_time,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,A_G2_minus_G1_time_average,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,A_G2_time_average,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,A_entry,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,A_fixed_time_mean,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,A_full_mean,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,B_G1_fixed_time,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,B_G1_time_average,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,B_G2_fixed_time,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,B_G2_minus_G1_time_average,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,B_G2_time_average,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,B_entry,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,B_fixed_time_mean,3,0.0,,,,,0.0,,3,3
3,100,selected_rank,B_full_mean,3,0.0,,,,,0.0,,3,3
4,50,fixed_rank,A_G1_fixed_time,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.02063149207596e-09,1.0,4.021192568564322,0,0
4,50,fixed_rank,A_G1_time_average,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,8.58502177248819e-09,1.0,0.9813263453791721,0,0
4,50,fixed_rank,A_G2_fixed_time,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,8.409466645345779e-09,1.0,4.909159982611792,0,0
4,50,fixed_rank,A_G2_minus_G1_fixed_time,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.873029269236466e-09,1.0,2.669229990392713,0,0
4,50,fixed_rank,A_G2_minus_G1_time_average,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,8.549520674582945e-09,1.0,2.01632404323006,0,0
4,50,fixed_rank,A_G2_time_average,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.856263766943481e-09,1.0,0.7016290934790482,0,0
4,50,fixed_rank,A_entry,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,8.900977267456126e-09,1.0,2.7172807548168016,0,0
4,50,fixed_rank,A_fixed_time_mean,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,8.757938060003986e-09,1.0,4.708148050561991,0,0
4,50,fixed_rank,A_full_mean,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.237629183094383e-09,1.0,0.6167802765911005,0,0
4,50,fixed_rank,B_G1_fixed_time,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.707969145678326e-09,1.0,0.7540000818697015,0,0
4,50,fixed_rank,B_G1_time_average,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.851627310032184e-09,1.0,0.6113581165314959,0,0
4,50,fixed_rank,B_G2_fixed_time,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.594167101835198e-09,1.0,0.8011697857916964,0,0
4,50,fixed_rank,B_G2_minus_G1_fixed_time,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,8.8143108192375e-09,1.0,0.8038009971392707,0,0
4,50,fixed_rank,B_G2_minus_G1_time_average,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,8.613780546889892e-09,1.0,0.710343403979603,0,0
4,50,fixed_rank,B_G2_time_average,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.911043107407066e-09,1.0,0.6415755463548868,0,0
4,50,fixed_rank,B_entry,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.929429847127936e-09,1.0,0.9739212655696277,0,0
4,50,fixed_rank,B_fixed_time_mean,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.857457450316562e-09,1.0,0.7861544186882791,0,0
4,50,fixed_rank,B_full_mean,2,1.0,0.13570772127717962,55.895791825014484,411.8836518583105,9.121923372405001e-09,1.0,0.5806211809771628,0,0
4,50,selected_rank,A_G1_fixed_time,3,0.0,,,,,0.0,,3,3
