semantic_replication_id,dgp_realization_hash,dgp,N,T,replication,rank_vector,numerical_objective,Q_hat,log_Q_hat,d_r,kappa_NT,penalty_contribution,final_IC,ic_identity_error,valid,selected_rank,true_rank,sources,converged,stationarity_residual,max_envelope_ratio,objective_stability_pass,third_start_used
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[0, 2, 3]",1.4429454246576565,2.885890849315313,1.0598336388863918,487,845107.0199653977,164626.84748925947,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)""]",True,9.056946149495517e-05,1.0,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[0, 3, 3]",1.2968992861124198,2.5937985722248396,0.9531234314624321,582,845107.0199653977,196740.91424794457,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 3, 3)""]",True,9.883626096331246e-05,1.0000000000000002,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[1, 0, 2]",1.6163918299060398,3.2327836598120796,1.1733435802692538,295,845107.0199653977,99722.62835591692,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 1)""]",True,9.434357018810871e-05,1.0,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[1, 1, 1]",1.493787192336382,2.987574384672764,1.094461815582898,297,845107.0199653977,100398.71397188924,inf,,False,False,True,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 1)"", ""nuclear_path_10"", ""nuclear_path_11"", ""nuclear_path_9""]",True,1.110963871219495e-06,0.5723997299052669,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[1, 1, 3]",1.2240629614780039,2.4481259229560077,0.8953228024431499,489,845107.0199653977,165302.9331052318,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)"", ""nuclear_path_12"", ""nuclear_path_13"", ""nuclear_path_14""]",True,9.326785297296555e-05,1.0,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[1, 2, 1]",1.3482274677349022,2.6964549354698044,0.9919379234247518,394,845107.0199653977,133188.86634654668,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 1)""]",True,8.853166609794084e-07,0.8806589939796734,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[1, 2, 3]",1.0915894833649593,2.1831789667299186,0.7807820562184222,586,845107.0199653977,198093.0854798892,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 3)"", ""neighbor_of_(1, 3, 3)"", ""nuclear_path_15"", ""nuclear_path_16""]",True,6.764044258416259e-07,0.9809476047159847,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[1, 3, 2]",1.0872574763426646,2.174514952685329,0.776805629410543,586,845107.0199653977,198093.0854798892,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 3, 3)""]",True,9.839713754290483e-05,1.0,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[1, 3, 3]",0.9829178546743206,1.9658357093486412,0.675917452286372,681,845107.0199653977,230207.15223857432,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)"", ""nuclear_path_17"", ""nuclear_path_18"", ""nuclear_path_19"", ""nuclear_path_20"", ""nuclear_path_21""]",True,6.408770979180663e-05,1.0,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[2, 0, 0]",2.005973883914562,4.011947767829124,1.3892768510291797,196,845107.0199653977,66256.39036528717,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 0)""]",True,1.7186070457276144e-06,0.5491426125650329,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[2, 0, 1]",1.6365371046365258,3.2730742092730516,1.1857296684282352,295,845107.0199653977,99722.62835591692,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 1)""]",True,1.3622336062600044e-06,0.5575577920366277,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[2, 1, 1]",1.3552935547504934,2.710587109500987,0.9971652569996663,394,845107.0199653977,133188.86634654668,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 1)""]",True,1.0824811502402753e-06,0.6134005591032465,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[2, 2, 3]",0.9573113378615461,1.9146226757230922,0.6495205670425008,683,845107.0199653977,230883.23785454663,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)""]",False,7.796222053936921e-05,0.9147350044709196,False,True
dgp1_N50_T50_r2026080902_truth1-1-1,b5dc5ca235215eca475f62b571131784a0d83a1408376c0579ec9add2343c256,1,50,50,2026080902,"[2, 3, 3]",0.8565020954253417,1.7130041908506835,0.5382486658367622,778,845107.0199653977,262997.30461323174,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 3, 3)""]",True,8.244693600352676e-05,1.0000000000000002,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[0, 0, 0]",3.4052290859376817,6.810458171875363,1.918459397175124,0,845107.0199653977,0.0,1.918459397175124,0.0,True,True,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 0)"", ""nuclear_path_0"", ""nuclear_path_1""]",True,0.0,0.0,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 0, 0]",2.1675598034857058,4.3351196069714115,1.466749200848746,99,845107.0199653977,33466.23799062974,33467.704739830595,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(0, 0, 0)"", ""nuclear_path_2"", ""nuclear_path_3""]",True,2.5572147181816766e-07,0.15167961477695727,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[0, 0, 1]",2.5457996766180777,5.091599353236155,1.6275919959884755,99,845107.0199653977,33466.23799062974,33467.86558262573,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(0, 0, 0)""]",True,3.3463756988379275e-07,0.48215113655299807,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[0, 1, 0]",2.883579151904541,5.767158303809082,1.7521794641974175,99,845107.0199653977,33466.23799062974,33467.99017009394,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(0, 0, 0)""]",True,7.976214546643153e-07,0.33895107292741455,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 1, 0]",1.8633047303611683,3.7266094607223366,1.3154988285087355,198,845107.0199653977,66932.47598125949,66933.791480088,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 0)"", ""neighbor_of_(1, 1, 1)""]",True,7.384189404724492e-07,0.3766738353677267,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[0, 1, 1]",1.9957061953390032,3.9914123906780063,1.3841451508907703,198,845107.0199653977,66932.47598125949,66933.86012641038,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 1)""]",True,5.097869035467584e-07,0.5447580928400743,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 1, 1]",1.4369070271376876,2.873814054275375,1.0556400862858655,297,845107.0199653977,100398.71397188924,100399.76961197553,0.0,True,False,True,"[""baseline_local_completion"", ""nuclear_path_4"", ""nuclear_path_5"", ""nuclear_path_6"", ""nuclear_path_7""]",True,7.994050092495174e-07,0.3618498226656844,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[0, 1, 3]",1.5873478684304843,3.1746957368609685,1.1552117968426487,390,845107.0199653977,131836.69511460204,131837.85032639888,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 3)""]",True,8.86362032671941e-07,0.7240934029652454,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[0, 2, 3]",1.4092416070781153,2.8184832141562306,1.03619887292702,487,845107.0199653977,164626.84748925947,164627.8836881324,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)""]",True,8.469239023112158e-07,0.7014279314924389,True,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[0, 3, 3]",1.2536230667660062,2.5072461335320124,0.9191849928699302,582,845107.0199653977,196740.91424794457,196741.83343293745,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 3, 3)""]",True,8.454326842395126e-05,1.0,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 3, 2]",1.0349377503985653,2.0698755007971306,0.7274884609260732,586,845107.0199653977,198093.0854798892,198093.81296835013,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 3, 3)""]",True,8.952525555005773e-07,0.846560254887906,True,False
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 3, 3]",0.9163859501872579,1.8327719003745158,0.6058295205110926,681,845107.0199653977,230207.15223857432,230207.75806809482,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)"", ""nuclear_path_13"", ""nuclear_path_14"", ""nuclear_path_15"", ""nuclear_path_16"", ""nuclear_path_17"", ""nuclear_path_18"", ""nuclear_path_19"", ""nuclear_path_20"", ""nuclear_path_21"", ""rank_cap_pilot""]",True,7.758588346412117e-05,1.0,True,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 0, 1]",1.7303757009188379,3.4607514018376757,1.2414857336532192,198,845107.0199653977,66932.47598125949,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 0)"", ""neighbor_of_(1, 1, 1)""]",True,9.9172581545526e-07,0.3767585930603856,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 0, 3]",1.420617058750355,2.84123411750071,1.044238506200038,390,845107.0199653977,131836.69511460204,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 3)""]",True,8.791475897287145e-05,0.9999999999999998,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 1, 2]",1.296908048224591,2.593816096449182,0.9531301876405454,394,845107.0199653977,133188.86634654668,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 1)"", ""neighbor_of_(1, 1, 3)""]",True,1.1908555052309386e-06,0.49151894802221446,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 1, 3]",1.1663008234971202,2.3326016469942403,0.8469842313511474,489,845107.0199653977,165302.9331052318,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)"", ""nuclear_path_8""]",True,1.13068879501495e-06,0.685914209610901,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 2, 1]",1.2987122872058536,2.5974245744117073,0.9545204058070648,394,845107.0199653977,133188.86634654668,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 1)""]",True,9.971990790816441e-07,0.8469809586527226,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 2, 2]",1.1541870209459237,2.3083740418918475,0.8365433987264019,491,845107.0199653977,165979.01872120408,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)""]",True,9.786004844515324e-07,0.7556762787760797,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[1, 2, 3]",1.0233558584934777,2.0467117169869553,0.716234464805835,586,845107.0199653977,198093.0854798892,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 3)"", ""neighbor_of_(1, 3, 3)"", ""nuclear_path_10"", ""nuclear_path_11"", ""nuclear_path_12"", ""nuclear_path_9""]",True,9.551761159701874e-05,1.0,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[2, 0, 0]",2.005035668244924,4.010071336489848,1.3888090308085852,196,845107.0199653977,66256.39036528717,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 0)""]",True,1.818940571021225e-06,0.48556502470514556,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[2, 1, 1]",1.3095798806935688,2.6191597613871376,0.962853564576564,394,845107.0199653977,133188.86634654668,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 1)""]",True,1.8961385548528472e-06,0.4116180061282698,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[2, 1, 3]",1.0490592166621175,2.098118433324235,0.7410409589643561,586,845107.0199653977,198093.0854798892,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 3)""]",True,9.923301918880429e-05,1.0000000000000002,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[2, 2, 3]",0.9189556156705632,1.8379112313411263,0.608629726434832,683,845107.0199653977,230883.23785454663,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)""]",True,9.48928116501105e-05,1.0,False,True
dgp1_N50_T50_r2026080903_truth1-1-1,50abda1c80049d538df3a015d1baa6648833f4cc383f0ab443c68eb5f4fcc822,1,50,50,2026080903,"[2, 3, 3]",0.812746183842772,1.625492367685544,0.48581076538663115,778,845107.0199653977,262997.30461323174,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 3, 3)""]",True,9.283450941490868e-07,0.9419457051439194,False,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[0, 0, 0]",4.657423738973797,9.314847477947595,2.231609630108184,0,2833483.8838854465,0.0,2.231609630108184,0.0,True,True,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 0)"", ""nuclear_path_0"", ""nuclear_path_1""]",True,0.0,0.0,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 0, 0]",2.3526871208452085,4.705374241690417,1.548705311147306,199,2833483.8838854465,56386.32928932038,56387.87799463153,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(0, 0, 0)"", ""neighbor_of_(1, 0, 1)"", ""nuclear_path_2"", ""nuclear_path_3"", ""nuclear_path_4""]",True,8.366308435965053e-08,0.12412518457379282,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[0, 0, 1]",3.2337149324112753,6.467429864822551,1.8667787907707052,199,2833483.8838854465,56386.32928932038,56388.19606811115,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(0, 0, 0)"", ""neighbor_of_(1, 0, 1)""]",True,7.753864611221051e-08,0.972592750722348,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[0, 1, 0]",3.7573546878561728,7.5147093757123455,2.0168623498972345,199,2833483.8838854465,56386.32928932038,56388.34615167028,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(0, 0, 0)""]",True,2.0868362780456792e-07,0.4745831575698219,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 0, 1]",1.9355849645605434,3.871169929121087,1.3535567686224868,398,2833483.8838854465,112772.65857864077,112774.01213540939,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 0)"", ""neighbor_of_(1, 1, 1)"", ""nuclear_path_5""]",True,3.702757198016516e-07,0.4909373299522601,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 1, 0]",2.0167333812567465,4.033466762513493,1.3946262450023168,398,2833483.8838854465,112772.65857864077,112774.05320488577,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 0)"", ""neighbor_of_(1, 1, 1)""]",True,1.9252109536200802e-07,0.2943726002871464,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[0, 1, 1]",2.524812876238103,5.049625752476206,1.6193141321205504,398,2833483.8838854465,112772.65857864077,112774.2778927729,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 1)""]",True,1.278090260876291e-07,0.8627433918717526,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 0, 2]",1.817115165014819,3.634230330029638,1.2903973499218502,595,2833483.8838854465,168592.29109118407,168593.581488534,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 1)"", ""neighbor_of_(1, 1, 2)""]",True,3.5877425480432015e-07,0.552922216875926,True,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[0, 1, 2]",2.3017712146951177,4.603542429390235,1.5268261004710173,595,2833483.8838854465,168592.29109118407,168593.81791728456,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 2)""]",True,3.4639151717546496e-07,0.8625543384387562,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 1, 1]",1.6085902480342582,3.2171804960685164,1.1685053536361754,597,2833483.8838854465,169158.98786796114,169160.1563733148,0.0,True,False,True,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 1)"", ""neighbor_of_(1, 1, 2)"", ""nuclear_path_6"", ""nuclear_path_7"", ""nuclear_path_8"", ""nuclear_path_9""]",True,1.5438270368659656e-07,0.4711876645774799,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[0, 1, 3]",2.131471310773854,4.262942621547708,1.4499596780508561,790,2833483.8838854465,223845.22682695027,223846.67678662832,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 3)""]",True,4.2227598427480167e-07,0.8631900451062773,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 1, 2]",1.5155022632604542,3.0310045265209085,1.1088940914829668,794,2833483.8838854465,224978.62038050446,224979.72927459594,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 1)"", ""neighbor_of_(1, 1, 3)"", ""nuclear_path_10""]",True,3.808528511236745e-07,0.7152812401476893,True,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[0, 2, 3]",2.0171500666263604,4.034300133252721,1.3948328376698935,987,2833483.8838854465,279664.85933949356,279666.25417233125,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)""]",True,4.2672029749711375e-07,0.8482772229553148,True,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[0, 3, 3]",1.9086931091623025,3.817386218324605,1.3395659523814885,1182,2833483.8838854465,334917.79507525975,334919.1346412121,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 3, 3)""]",True,9.960922727092182e-05,1.0,True,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[2, 1, 3]",1.357744373431041,2.715488746862082,0.9989719544451714,1186,2833483.8838854465,336051.18862881395,336052.1876007684,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 3)"", ""neighbor_of_(2, 2, 3)""]",True,7.896883973401051e-05,1.0,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[2, 2, 3]",1.2944787216929405,2.588957443385881,0.9512552631626473,1383,2833483.8838854465,391870.82114135724,391871.7723966204,0.0,True,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)"", ""rank_cap_pilot""]",True,5.628242617887662e-05,1.0000000000000002,True,False
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 0, 3]",1.7210943164280492,3.4421886328560984,1.2361074995579238,790,2833483.8838854465,223845.22682695027,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 3)""]",True,9.09988716052914e-05,1.0000000000000002,False,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 1, 3]",1.431761404739612,2.863522809479224,1.052052618414331,989,2833483.8838854465,280231.55611627066,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 2)"", ""neighbor_of_(1, 2, 3)"", ""nuclear_path_11"", ""nuclear_path_12"", ""nuclear_path_13"", ""nuclear_path_14"", ""nuclear_path_15"", ""nuclear_path_16"", ""nuclear_path_17"", ""nuclear_path_18""]",True,4.902372608959629e-05,1.0,False,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 2, 1]",1.5371965701032393,3.0743931402064786,1.1231075290034782,794,2833483.8838854465,224978.62038050446,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 1)""]",True,6.120510915897875e-05,1.0000000000000002,False,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 2, 2]",1.4491656122493446,2.898331224498689,1.0641351315353496,991,2833483.8838854465,280798.25289304776,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 2)"", ""neighbor_of_(1, 2, 3)""]",True,4.645131279785799e-07,0.8302315958045622,False,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 2, 3]",1.3623840578815984,2.724768115763197,1.0023833293616393,1186,2833483.8838854465,336051.18862881395,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 1, 3)"", ""neighbor_of_(1, 3, 3)"", ""neighbor_of_(2, 2, 3)"", ""nuclear_path_19""]",True,4.37614582694349e-05,1.0,False,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 3, 2]",1.3790827433263109,2.7581654866526217,1.0145657799831556,1186,2833483.8838854465,336051.18862881395,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 3, 3)""]",True,4.157718150308667e-07,0.8811849645625964,False,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[1, 3, 3]",1.300110127753179,2.600220255506358,0.9555961550957288,1381,2833483.8838854465,391304.12436458014,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 2, 3)"", ""nuclear_path_20"", ""nuclear_path_21""]",True,4.7875370478875556e-05,1.0,False,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[2, 0, 0]",2.2510594403490574,4.502118880698115,1.5045481483327299,396,2833483.8838854465,112205.96180186367,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 0)""]",True,1.059507815206488e-06,0.5315527355270239,False,True
dgp2_N100_T100_r2026080901_truth1-1-1,89b436ff088e3db170c71557a6747ec0b46816dddf63465885f49ccb83212b2c,2,100,100,2026080901,"[2, 0, 1]",1.8483052888142673,3.6966105776285345,1.3074163397103105,595,2833483.8838854465,168592.29109118407,inf,,False,False,False,"[""baseline_local_completion"", ""neighbor_of_(1, 0, 1)""]",True,1.0208864817894752e-06,0.577964862496313,False,True
