dgp,N,method,target,true_value_mean,mean_estimate,bias,RMSE,MC_SD,mean_SE,coverage,mean_interval_length,point_retained,inference_retained,attempted
1,50,selected_rank,B_G2_fixed_time,0.5998675156520208,0.0,-0.5998675156520208,0.6088604335358407,0.0,,,,3,0,3
1,50,selected_rank,B_G2_minus_G1_fixed_time,0.017314687533556854,0.0,-0.017314687533556854,0.022466473621102247,0.0,,,,3,0,3
1,50,selected_rank,B_G2_minus_G1_time_average,0.02024465218802154,0.0,-0.02024465218802154,0.027707704497299455,0.0,,,,3,0,3
1,50,selected_rank,B_G2_time_average,0.5859461760028433,0.0,-0.5859461760028433,0.5862254869873085,0.0,,,,3,0,3
1,50,selected_rank,B_entry,0.7247980596358566,0.0,-0.7247980596358566,0.7442334275546054,0.0,,,,3,0,3
1,50,selected_rank,B_fixed_time_mean,0.5912101718852423,0.0,-0.5912101718852423,0.6015044800965952,0.0,,,,3,0,3
1,50,selected_rank,B_full_mean,0.5758238499088324,0.0,-0.5758238499088324,0.5758963315591397,0.0,,,,3,0,3
1,100,fixed_rank,A_G1_fixed_time,0.6195923600670161,0.6016826298462107,-0.01790973022080548,0.04390494194501612,0.009772839551368328,0.0629100453805085,1.0,0.24660284642315414,3,3,3
1,100,fixed_rank,A_G1_time_average,0.49520640963169926,0.47958074056294847,-0.015625669068750774,0.025157652906955742,0.029029089481169112,0.012475096791846945,0.6666666666666666,0.04890148083134236,3,3,3
1,100,fixed_rank,A_G2_fixed_time,0.6096699973731831,0.5880406879445595,-0.02162930942862355,0.03815354021716695,0.006726667153728005,0.0613925922814594,1.0,0.24065453957842428,3,3,3
1,100,fixed_rank,A_G2_minus_G1_fixed_time,-0.009922362693832934,-0.01364194190165099,-0.0037195792078180572,0.01513556086221746,0.013675397996701224,0.015776751815383745,1.0,0.06184373070235812,3,3,3
1,100,fixed_rank,A_G2_minus_G1_time_average,-0.007441221549378949,-0.01595688621115944,-0.008515664661780492,0.02085185120836344,0.022366523064725894,0.015724655473871127,1.0,0.06163951679617605,3,3,3
1,100,fixed_rank,A_G2_time_average,0.48776518808232033,0.46362385435178877,-0.02414133373053155,0.024382522375666786,0.006905997436312391,0.012680271118339201,0.3333333333333333,0.049705749412296545,3,3,3
1,100,fixed_rank,A_entry,0.6269725558729259,0.6713356901778941,0.04436313430496811,0.07610838621274846,0.1557489127737625,0.1081567682447856,1.0,0.4239667408880503,3,3,3
1,100,fixed_rank,A_fixed_time_mean,0.6146311787200996,0.5948616588953851,-0.019769519824714643,0.04042767589777624,0.004860462360194885,0.061655976747925334,1.0,0.2416869877151453,3,3,3
1,100,fixed_rank,A_full_mean,0.49148579885700977,0.47160229745736854,-0.019883501399641235,0.022472372457963727,0.017892039566433156,0.009818023937477978,0.6666666666666666,0.03848594663361793,3,3,3
1,100,fixed_rank,B_G1_fixed_time,0.703168611368289,0.7013690003300197,-0.0017996110382692738,0.10419640746524993,0.28130689683525467,0.1545421772347282,1.0,0.6057942029449462,3,3,3
1,100,fixed_rank,B_G1_time_average,0.6206530587275364,0.6445864669785676,0.023933408251031185,0.033185635959635584,0.07772511655957565,0.031076313869003044,1.0,0.12181691191101711,3,3,3
1,100,fixed_rank,B_G2_fixed_time,0.6573165301967402,0.6138659158655498,-0.04345061433119035,0.11016072975808638,0.2164646153177892,0.13729937442257265,1.0,0.5382036579362445,3,3,3
1,100,fixed_rank,B_G2_minus_G1_fixed_time,-0.0458520811715488,-0.08750308446446997,-0.04165100329292117,0.04175543446296689,0.06600064000937284,0.03909679382336725,1.0,0.15325661560957568,3,3,3
1,100,fixed_rank,B_G2_minus_G1_time_average,-0.033762004742878285,-0.0807087259987838,-0.046946721255905516,0.05097069680253197,0.07652533585492298,0.04264038140900506,1.0,0.1671472236974024,3,3,3
1,100,fixed_rank,B_G2_time_average,0.586891053984658,0.5638777409797837,-0.02301331300487434,0.03655029934642793,0.038677203134495276,0.030825269935332703,0.6666666666666666,0.12083283777395483,3,3,3
1,100,fixed_rank,B_entry,0.6199025869662281,0.6616332071192507,0.041730620153022535,0.12496062155068847,0.2657889964576014,0.27761942107580784,1.0,1.0882481334348866,3,3,3
1,100,fixed_rank,B_fixed_time_mean,0.6802425707825145,0.6576174580977848,-0.022625112684729703,0.10516776967280185,0.2488096236592706,0.14486358756034254,1.0,0.567854828579072,3,3,3
1,100,fixed_rank,B_full_mean,0.6037720563560972,0.6042321039791757,0.0004600476230786077,0.023855867727785054,0.048005501104833335,0.022439334644881393,1.0,0.08796057548201884,3,3,3
1,100,selected_rank,A_G1_fixed_time,0.6195923600670161,0.0,-0.6195923600670161,0.6208248303329723,0.0,,,,3,0,3
1,100,selected_rank,A_G1_time_average,0.49520640963169926,0.0,-0.49520640963169926,0.49526765409599605,0.0,,,,3,0,3
1,100,selected_rank,A_G2_fixed_time,0.6096699973731831,0.0,-0.6096699973731831,0.6102301419490783,0.0,,,,3,0,3
1,100,selected_rank,A_G2_minus_G1_fixed_time,-0.009922362693832934,0.0,0.009922362693832934,0.01653790819674015,0.0,,,,3,0,3
1,100,selected_rank,A_G2_minus_G1_time_average,-0.007441221549378949,0.0,0.007441221549378949,0.012667155114405299,0.0,,,,3,0,3
1,100,selected_rank,A_G2_time_average,0.48776518808232033,0.0,-0.48776518808232033,0.48779567235272864,0.0,,,,3,0,3
1,100,selected_rank,A_entry,0.6269725558729259,0.0,-0.6269725558729259,0.6315274394909327,0.0,,,,3,0,3
