dgp,N,method,target,true_value_mean,mean_estimate,bias,RMSE,MC_SD,mean_SE,coverage,mean_interval_length,point_retained,inference_retained,attempted
3,50,selected_rank,B_G2_minus_G1_fixed_time,-0.05768010305634854,0.0,0.05768010305634854,0.06796973831286955,0.0,,,,3,0,3
3,50,selected_rank,B_G2_minus_G1_time_average,-0.05562230985645459,0.0,0.05562230985645459,0.06573383728353872,0.0,,,,3,0,3
3,50,selected_rank,B_G2_time_average,0.5036033771947267,0.0,-0.5036033771947267,0.5046871320470346,0.0,,,,3,0,3
3,50,selected_rank,B_entry,0.6866666405747267,0.0,-0.6866666405747267,0.709235835786037,0.0,,,,3,0,3
3,50,selected_rank,B_fixed_time_mean,0.5682053317379361,0.0,-0.5682053317379361,0.5705167232421604,0.0,,,,3,0,3
3,50,selected_rank,B_full_mean,0.531414532122954,0.0,-0.531414532122954,0.5322743131656398,0.0,,,,3,0,3
3,100,fixed_rank,A_G1_fixed_time,0.43505743585436035,0.36535221697799,-0.06970521887637032,0.12359612009474205,0.12871773003076473,0.10324988473732978,0.6666666666666666,0.40473211098615636,3,3,3
3,100,fixed_rank,A_G1_time_average,0.493823943685312,0.4704141150883386,-0.0234098285969734,0.025655337868644594,0.034151684347422814,0.01468603987350432,0.3333333333333333,0.05756821845517527,3,3,3
3,100,fixed_rank,A_G2_fixed_time,0.4396095376880531,0.373383838090513,-0.0662256995975401,0.13318494241061202,0.1370527383244897,0.10476578912179864,1.0,0.410674346981287,3,3,3
3,100,fixed_rank,A_G2_minus_G1_fixed_time,0.004552101833692775,0.00803162111252302,0.003479519278830244,0.015426982912146347,0.01652235030339972,0.011694732276919756,1.0,0.04584250814320164,3,3,3
3,100,fixed_rank,A_G2_minus_G1_time_average,0.004373859962464575,0.00765078740571333,0.0032769274432487565,0.010241785113531795,0.017071911670027792,0.018049807342826355,1.0,0.07075394463965252,3,3,3
3,100,fixed_rank,A_G2_time_average,0.49819780364777655,0.47806490249405176,-0.020132901153724774,0.021712159274334314,0.019095853051870938,0.014661866354172005,0.6666666666666666,0.057473460000633435,3,3,3
3,100,fixed_rank,A_entry,0.42826458199637557,0.30805080739009677,-0.12021377460627876,0.18808472053692352,0.2085528632135135,0.10103167014397368,0.6666666666666666,0.39603686956023815,3,3,3
3,100,fixed_rank,A_fixed_time_mean,0.4373334867712067,0.36936802753425146,-0.0679654592369552,0.12824826292489522,0.13269365673750153,0.10382394204425151,1.0,0.4069823742794137,3,3,3
3,100,fixed_rank,A_full_mean,0.49601087366654434,0.4742395087911952,-0.02177136487534918,0.02320740334841984,0.026317903255294012,0.011572334761029547,0.6666666666666666,0.04536271869731769,3,3,3
3,100,fixed_rank,B_G1_fixed_time,0.5202961494664207,0.5611273710570327,0.04083122159061209,0.13915626863810637,0.12204570039473059,0.17510469114792704,1.0,0.6863977763478933,3,3,3
3,100,fixed_rank,B_G1_time_average,0.6194092605722917,0.6130317231710276,-0.006377537401264122,0.04047341139953783,0.05895599348383741,0.035491259304244786,1.0,0.13912318000458376,3,3,3
3,100,fixed_rank,B_G2_fixed_time,0.5246295969984943,0.5978845817135674,0.07325498471507318,0.19605890515619137,0.15008410709754652,0.18311049485447717,1.0,0.7177799502121642,3,3,3
3,100,fixed_rank,B_G2_minus_G1_fixed_time,0.004333447532073649,0.03675721065653471,0.032423763124461054,0.059714141377617075,0.07009520536265454,0.0369112865004943,0.6666666666666666,0.14468958432801662,3,3,3
3,100,fixed_rank,B_G2_minus_G1_time_average,0.009294305951367487,0.0377596129425156,0.028465306991148107,0.05831467012697398,0.08879006787911604,0.047865741854524226,1.0,0.18763026025631788,3,3,3
3,100,fixed_rank,B_G2_time_average,0.628703566523659,0.6507913361135435,0.02208776958988438,0.03984233394413346,0.054766224531694864,0.03412204337275824,1.0,0.13375595217903957,3,3,3
3,100,fixed_rank,B_entry,0.5898033819111007,0.742017922319724,0.15221454040862334,0.33717930234182913,0.044436637115287114,0.32009109343433256,1.0,1.2547340298066745,3,3,3
3,100,fixed_rank,B_fixed_time_mean,0.5224628732324574,0.5795059763853,0.0570431031528427,0.1673628872422023,0.1322189912242031,0.17837834799316035,1.0,0.6992302753766939,3,3,3
3,100,fixed_rank,B_full_mean,0.6240564135479755,0.6319115296422854,0.007855116094309925,0.027615287690183003,0.03559010002889279,0.02528288208640243,1.0,0.09910707662944333,3,3,3
3,100,selected_rank,A_G1_fixed_time,0.43505743585436035,0.0,-0.43505743585436035,0.43555542841037437,0.0,,,,3,0,3
3,100,selected_rank,A_G1_time_average,0.493823943685312,0.0,-0.493823943685312,0.49421365900901854,0.0,,,,3,0,3
3,100,selected_rank,A_G2_fixed_time,0.4396095376880531,0.0,-0.4396095376880531,0.4405066223069799,0.0,,,,3,0,3
3,100,selected_rank,A_G2_minus_G1_fixed_time,0.004552101833692775,0.0,-0.004552101833692775,0.012176161187526062,0.0,,,,3,0,3
3,100,selected_rank,A_G2_minus_G1_time_average,0.004373859962464575,0.0,-0.004373859962464575,0.012770910440625822,0.0,,,,3,0,3
3,100,selected_rank,A_G2_time_average,0.49819780364777655,0.0,-0.49819780364777655,0.4982595137554944,0.0,,,,3,0,3
3,100,selected_rank,A_entry,0.42826458199637557,0.0,-0.42826458199637557,0.42931200531551733,0.0,,,,3,0,3
3,100,selected_rank,A_fixed_time_mean,0.4373334867712067,0.0,-0.4373334867712067,0.4379957112024139,0.0,,,,3,0,3
3,100,selected_rank,A_full_mean,0.49601087366654434,0.0,-0.49601087366654434,0.4961996250110448,0.0,,,,3,0,3
3,100,selected_rank,B_G1_fixed_time,0.5202961494664207,0.0,-0.5202961494664207,0.5275004424700499,0.0,,,,3,0,3
3,100,selected_rank,B_G1_time_average,0.6194092605722917,0.0,-0.6194092605722917,0.6208994483420468,0.0,,,,3,0,3
3,100,selected_rank,B_G2_fixed_time,0.5246295969984943,0.0,-0.5246295969984943,0.5285040204059558,0.0,,,,3,0,3
3,100,selected_rank,B_G2_minus_G1_fixed_time,0.004333447532073649,0.0,-0.004333447532073649,0.05058740082965813,0.0,,,,3,0,3
3,100,selected_rank,B_G2_minus_G1_time_average,0.009294305951367487,0.0,-0.009294305951367487,0.06609927686064668,0.0,,,,3,0,3
3,100,selected_rank,B_G2_time_average,0.628703566523659,0.0,-0.628703566523659,0.6304536363628234,0.0,,,,3,0,3
3,100,selected_rank,B_entry,0.5898033819111007,0.0,-0.5898033819111007,0.6516895584574393,0.0,,,,3,0,3
3,100,selected_rank,B_fixed_time_mean,0.5224628732324574,0.0,-0.5224628732324574,0.5273962807178332,0.0,,,,3,0,3
3,100,selected_rank,B_full_mean,0.6240564135479755,0.0,-0.6240564135479755,0.62482131659932,0.0,,,,3,0,3
4,50,fixed_rank,A_G1_fixed_time,0.4654261417836151,0.40897130352878935,-0.05645483825482575,0.06286832969377502,0.09897671497068948,0.053418084782814776,1.0,0.20939504459484815,2,2,3
4,50,fixed_rank,A_G1_time_average,0.4199571320777955,0.3851026997019228,-0.034854432375872685,0.048067112158941966,0.0734091496619948,,,,2,0,3
4,50,fixed_rank,A_G2_fixed_time,0.5717873066601671,0.5843372685874176,0.012549961927250497,0.08159110480175495,0.17427263286035988,0.06762768834712082,1.0,0.2650956670361118,2,2,3
4,50,fixed_rank,A_G2_minus_G1_fixed_time,0.106361164876552,0.1753659650586283,0.0690048001820763,0.08698305049268677,0.07529591788967044,0.03239671218235261,0.5,0.12699277818984228,2,2,3
4,50,fixed_rank,A_G2_minus_G1_time_average,0.0963644989802399,0.1383751567310331,0.0420106577507932,0.0666798537773892,0.06728036230404928,,,,2,0,3
4,50,fixed_rank,A_G2_time_average,0.5163216310580354,0.5234778564329559,0.007156225374920389,0.08518256246904399,0.1406895119660442,,,,2,0,3
4,50,fixed_rank,A_entry,0.47882838645766657,0.4021850886016334,-0.07664329785603322,0.0766602271951205,0.12495687567109164,0.10986520901481783,1.0,0.4306637056460165,2,2,3
4,50,fixed_rank,A_fixed_time_mean,0.5186067242218911,0.49665428605810347,-0.02195243816378764,0.05842306789594979,0.13662467391552469,0.058704144787358664,1.0,0.23011601905289547,2,2,3
4,50,fixed_rank,A_full_mean,0.4681393815679154,0.4542902780674395,-0.013849103500475912,0.060594615149392225,0.10704933081401972,,,,2,0,3
4,50,fixed_rank,B_G1_fixed_time,0.4049968856225205,0.4804328743374093,0.07543598871488877,0.10134886469739336,0.09035016371097843,0.12092139264805786,1.0,0.47400314910123975,2,2,3
4,50,fixed_rank,B_G1_time_average,0.4574121871981486,0.4660279188811095,0.008615731682960925,0.031851085244081666,0.07778282493786033,,,,2,0,3
4,50,fixed_rank,B_G2_fixed_time,0.626999319216829,0.7470974285829903,0.12009810936616117,0.23104353969998626,0.26075651556304924,0.17532363342325888,1.0,0.6872560142965806,2,2,3
4,50,fixed_rank,B_G2_minus_G1_fixed_time,0.2220024335943086,0.266664554245581,0.0446621206512724,0.1371682577358069,0.17040635185207084,0.08579930301843365,1.0,0.33632708762953745,2,2,3
4,50,fixed_rank,B_G2_minus_G1_time_average,0.2510867046242462,0.3358663579846183,0.08477965336037208,0.16008683784090055,0.16181284925887165,,,,2,0,3
4,50,fixed_rank,B_G2_time_average,0.7084988918223949,0.8018942768657276,0.09339538504333256,0.1406244472843747,0.08403002432101132,,,,2,0,3
4,50,fixed_rank,B_entry,0.3708299943602174,0.302909990282491,-0.06792000407772641,0.27132485499662623,0.47233876559021587,0.20602109292346588,1.0,0.8075878443711457,2,2,3
4,50,fixed_rank,B_fixed_time_mean,0.5159981024196748,0.6137651514601998,0.09776704904052497,0.16468931985318797,0.17555333963701375,0.14430975642475588,1.0,0.5656838504205384,2,2,3
4,50,fixed_rank,B_full_mean,0.5829555395102717,0.6339610978734189,0.051005558363147185,0.06314993658077696,0.0031235996915748836,,,,2,0,3
4,50,selected_rank,A_G1_fixed_time,0.42876959910958606,0.0,-0.42876959910958606,0.4332723809220726,0.0,,,,3,0,3
4,50,selected_rank,A_G1_time_average,0.42163565261161584,0.0,-0.42163565261161584,0.4219218957958221,0.0,,,,3,0,3
4,50,selected_rank,A_G2_fixed_time,0.5254262118760815,0.0,-0.5254262118760815,0.5306427896171506,0.0,,,,3,0,3
4,50,selected_rank,A_G2_minus_G1_fixed_time,0.09665661276649545,0.0,-0.09665661276649545,0.09762638936226936,0.0,,,,3,0,3
4,50,selected_rank,A_G2_minus_G1_time_average,0.09502935007956999,0.0,-0.09502935007956999,0.09511015474225978,0.0,,,,3,0,3
4,50,selected_rank,A_G2_time_average,0.5166650026911858,0.0,-0.5166650026911858,0.5168027558357722,0.0,,,,3,0,3
4,50,selected_rank,A_entry,0.4446153431586608,0.0,-0.4446153431586608,0.45281402982885316,0.0,,,,3,0,3
4,50,selected_rank,A_fixed_time_mean,0.4770979054928339,0.0,-0.4770979054928339,0.48194463908865953,0.0,,,,3,0,3
4,50,selected_rank,A_full_mean,0.4691503276514008,0.0,-0.4691503276514008,0.4693507237790525,0.0,,,,3,0,3
4,50,selected_rank,B_G1_fixed_time,0.4591380536045501,0.0,-0.4591380536045501,0.46548887238939624,0.0,,,,3,0,3
4,50,selected_rank,B_G1_time_average,0.44520801816078626,0.0,-0.44520801816078626,0.4459853423302967,0.0,,,,3,0,3
4,50,selected_rank,B_G2_fixed_time,0.7411602964824796,0.0,-0.7411602964824796,0.7586149255132439,0.0,,,,3,0,3
4,50,selected_rank,B_G2_minus_G1_fixed_time,0.28202224287792954,0.0,-0.28202224287792954,0.2946145003651789,0.0,,,,3,0,3
4,50,selected_rank,B_G2_minus_G1_time_average,0.2667809984310288,0.0,-0.2667809984310288,0.268271016268874,0.0,,,,3,0,3
4,50,selected_rank,B_G2_time_average,0.7119890165918151,0.0,-0.7119890165918151,0.7129837524995265,0.0,,,,3,0,3
4,50,selected_rank,B_entry,0.5624528039076253,0.0,-0.5624528039076253,0.6270419602812121,0.0,,,,3,0,3
4,50,selected_rank,B_fixed_time_mean,0.600149175043515,0.0,-0.600149175043515,0.6118732072975186,0.0,,,,3,0,3
4,50,selected_rank,B_full_mean,0.5785985173763007,0.0,-0.5785985173763007,0.5793375906226054,0.0,,,,3,0,3
4,100,fixed_rank,A_G1_fixed_time,0.43448108948541725,0.423641933962738,-0.010839155522679259,0.07442482592706105,0.13760249788424259,0.07262766590038888,1.0,0.28469521889194005,3,3,3
4,100,fixed_rank,A_G1_time_average,0.44947415599072765,0.4421907128132212,-0.00728344317750651,0.015763285695440114,0.023882792458613526,0.015205664788701922,1.0,0.059605110693689234,3,3,3
4,100,fixed_rank,A_G2_fixed_time,0.5360308222055222,0.5107878276721325,-0.025242994533389757,0.08936806858544402,0.17291334958317559,0.08695098523941802,1.0,0.34084159897906635,3,3,3
4,100,fixed_rank,A_G2_minus_G1_fixed_time,0.10154973272010498,0.08714589370939448,-0.014403839010710498,0.018879824404015165,0.035418758160586566,0.0201907504482662,1.0,0.0791462873988754,3,3,3
4,100,fixed_rank,A_G2_minus_G1_time_average,0.10403972816524325,0.08766089662049463,-0.016378831544748628,0.016776181757508616,0.006971543439046789,0.01759373942838329,1.0,0.06896619126602714,3,3,3
4,100,fixed_rank,A_G2_time_average,0.553513884155971,0.5298516094337158,-0.02366227472225524,0.025836914956143136,0.029663734372013504,0.01326283144841424,0.6666666666666666,0.051989343943834226,3,3,3
4,100,fixed_rank,A_entry,0.4243327463121121,0.4620956913248051,0.037762945012692915,0.05032867994055897,0.0981711353003991,0.11239925209203454,1.0,0.440596971979252,3,3,3
4,100,fixed_rank,A_fixed_time_mean,0.4852559558454697,0.46721488081743523,-0.0180410750280345,0.08169296944108083,0.155251778851705,0.0794465662080348,1.0,0.3114248169262502,3,3,3
4,100,fixed_rank,A_full_mean,0.5014940200733493,0.48602116112346844,-0.015472858949880855,0.01968892090982327,0.02670228177097712,0.011235119670314148,0.6666666666666666,0.04404085983162651,3,3,3
4,100,fixed_rank,B_G1_fixed_time,0.399072109206894,0.14770060756021847,-0.25137150164667554,0.26166689276309124,0.2434868946837631,0.11855223000929681,0.3333333333333333,0.46471620221026066,3,3,3
4,100,fixed_rank,B_G1_time_average,0.45301014371363507,0.433795018624604,-0.019215125089031098,0.034554042794931975,0.012162251594001045,0.03035844565694525,1.0,0.11900292022845821,3,3,3
4,100,fixed_rank,B_G2_fixed_time,0.5975347552808917,0.23279102389211107,-0.3647437313887807,0.39387352393814,0.3913585272231278,0.1939061375210421,0.6666666666666666,0.7600980918450267,3,3,3
4,100,fixed_rank,B_G2_minus_G1_fixed_time,0.1984626460739977,0.08509041633189258,-0.11337222974210513,0.1365596924005705,0.14832694728147516,0.07761755428113871,0.6666666666666666,0.3042552219182291,3,3,3
4,100,fixed_rank,B_G2_minus_G1_time_average,0.23223019710021775,0.2899537522500332,0.05772355514981545,0.05893995755132377,0.03085892929563839,0.04219614618559816,1.0,0.16540585362031915,3,3,3
4,100,fixed_rank,B_G2_time_average,0.6852403408138527,0.7237487708746375,0.03850843006078464,0.049299165079782124,0.03299134104498728,0.03147258392429666,0.6666666666666666,0.12337026198407147,3,3,3
4,100,fixed_rank,B_entry,0.25422110879523435,-0.014093160718923699,-0.26831426951415804,0.2747852923271229,0.0738560439270391,0.11109059941208543,0.3333333333333333,0.43546714773730794,3,3,3
4,100,fixed_rank,B_fixed_time_mean,0.4983034322438929,0.19024581572616472,-0.30805761651772817,0.327323724188662,0.3173695976838967,0.15596519908562143,0.6666666666666666,0.6113723460988748,3,3,3
4,100,fixed_rank,B_full_mean,0.569125242263744,0.5787718947496204,0.00964665248587652,0.030719946720019483,0.019496309768080075,0.022606520721889237,0.6666666666666666,0.08861593286132267,3,3,3
4,100,selected_rank,A_G1_fixed_time,0.43448108948541725,0.0,-0.43448108948541725,0.4389343143597176,0.0,,,,3,0,3
4,100,selected_rank,A_G1_time_average,0.44947415599072765,0.0,-0.44947415599072765,0.4495180940769435,0.0,,,,3,0,3
4,100,selected_rank,A_G2_fixed_time,0.5360308222055222,0.0,-0.5360308222055222,0.5425831211410457,0.0,,,,3,0,3
4,100,selected_rank,A_G2_minus_G1_fixed_time,0.10154973272010498,0.0,-0.10154973272010498,0.10389196971828678,0.0,,,,3,0,3
4,100,selected_rank,A_G2_minus_G1_time_average,0.10403972816524325,0.0,-0.10403972816524325,0.10442314839142149,0.0,,,,3,0,3
4,100,selected_rank,A_G2_time_average,0.553513884155971,0.0,-0.553513884155971,0.553688157801757,0.0,,,,3,0,3
4,100,selected_rank,A_entry,0.4243327463121121,0.0,-0.4243327463121121,0.4323520726789825,0.0,,,,3,0,3
4,100,selected_rank,A_fixed_time_mean,0.4852559558454697,0.0,-0.4852559558454697,0.49074586344849674,0.0,,,,3,0,3
4,100,selected_rank,A_full_mean,0.5014940200733493,0.0,-0.5014940200733493,0.5015899700116035,0.0,,,,3,0,3
4,100,selected_rank,B_G1_fixed_time,0.399072109206894,0.0,-0.399072109206894,0.4185560015617578,0.0,,,,3,0,3
4,100,selected_rank,B_G1_time_average,0.45301014371363507,0.0,-0.45301014371363507,0.4534675248618464,0.0,,,,3,0,3
4,100,selected_rank,B_G2_fixed_time,0.5975347552808917,0.0,-0.5975347552808917,0.6215269330041809,0.0,,,,3,0,3
4,100,selected_rank,B_G2_minus_G1_fixed_time,0.1984626460739977,0.0,-0.1984626460739977,0.20355079293177467,0.0,,,,3,0,3
4,100,selected_rank,B_G2_minus_G1_time_average,0.23223019710021775,0.0,-0.23223019710021775,0.23275641421601678,0.0,,,,3,0,3
4,100,selected_rank,B_G2_time_average,0.6852403408138527,0.0,-0.6852403408138527,0.6853214714015031,0.0,,,,3,0,3
4,100,selected_rank,B_entry,0.25422110879523435,0.0,-0.25422110879523435,0.25422531765383183,0.0,,,,3,0,3
4,100,selected_rank,B_fixed_time_mean,0.4983034322438929,0.0,-0.4983034322438929,0.5199848037401539,0.0,,,,3,0,3
4,100,selected_rank,B_full_mean,0.569125242263744,0.0,-0.569125242263744,0.569302442067879,0.0,,,,3,0,3
