total_wall_seconds,summed_task_wall_seconds,median_task_seconds,p95_task_seconds,max_task_seconds,summed_pilot_seconds,summed_final_refit_seconds,pilot_share_of_summed_task_time,final_refit_share_of_summed_task_time,cpu_utilization_percent_of_logical_capacity,worker_utilization_percent,peak_worker_rss_bytes,serialization_seconds,output_write_seconds,idle_tail_seconds,process_spawn_setup_seconds,maximum_pending_count,requested_n_jobs,effective_n_jobs,native_threads_per_worker
1582.0120934000006,12331.47736020005,54.050870250001026,181.21134746500027,299.09446970000863,11031.64385849984,0.0,0.8945922322417398,0.0,37.39353921300434,97.43507501969931,132042752,0.40546100004576147,0.7622006998717552,50.322008899995126,26.862284899994847,15,8,8,1
