N,T,dgp,c_a,c_H,c_xi,pre_scaling_max_abs_a,final_max_abs_a,mean_a,mean_b,min_a,max_a,min_b,max_b,mu_lambda_a_1,mu_lambda_a_2,mu_lambda_b_1,mu_lambda_b_2,A_G1_fixed_time_true,A_G2_fixed_time_true,A_G2_minus_G1_fixed_time_true,A_G1_time_average_true,A_G2_time_average_true,A_G2_minus_G1_time_average_true,B_G1_fixed_time_true,B_G2_fixed_time_true,B_G2_minus_G1_fixed_time_true,B_G1_time_average_true,B_G2_time_average_true,B_G2_minus_G1_time_average_true,A_G2_minus_G1_fixed_time_raw_true,A_G2_minus_G1_time_average_raw_true
12,12,4,0.9718934045511923,0.6144135360307581,1.3688248702363803,0.8745815086506518,0.7851064794682097,0.5121698898663909,0.7220856433308798,0.2661489481968828,0.7851064794682097,0.13879678872775508,1.5721494291037077,0.8999999999999999,1.1,0.8,1.2,0.40918364079323616,0.4756976449282246,0.06651400413498842,0.47367153904567655,0.5506682406871053,0.07699670164142874,0.4996730703984234,1.009332613071372,0.5096595426729487,0.4782046276514022,0.9659666590103575,0.4877620313589553,0.06843755068561624,0.07922340174433534
