dgp,N,T,replication,target,record_type,true_rank_vector,status,failure_detail,config_hash,git_commit,replication_failure_status,any_near_singularity
1,100,100,92,A_G1_time_average,,,missing_target_record,,,,,False
1,100,100,92,A_G2_time_average,,,missing_target_record,,,,,False
1,100,100,92,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,92,B_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,92,B_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,92,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,92,B_G1_time_average,,,missing_target_record,,,,,False
1,100,100,92,B_G2_time_average,,,missing_target_record,,,,,False
1,100,100,92,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,93,A_entry,,,missing_target_record,,,,,False
1,100,100,93,B_entry,,,missing_target_record,,,,,False
1,100,100,93,A_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,93,B_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,93,A_full_mean,,,missing_target_record,,,,,False
1,100,100,93,B_full_mean,,,missing_target_record,,,,,False
1,100,100,93,A_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,93,A_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,93,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,93,A_G1_time_average,,,missing_target_record,,,,,False
1,100,100,93,A_G2_time_average,,,missing_target_record,,,,,False
1,100,100,93,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,93,B_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,93,B_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,93,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,93,B_G1_time_average,,,missing_target_record,,,,,False
1,100,100,93,B_G2_time_average,,,missing_target_record,,,,,False
1,100,100,93,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,94,A_entry,,,missing_target_record,,,,,False
1,100,100,94,B_entry,,,missing_target_record,,,,,False
1,100,100,94,A_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,94,B_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,94,A_full_mean,,,missing_target_record,,,,,False
1,100,100,94,B_full_mean,,,missing_target_record,,,,,False
1,100,100,94,A_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,94,A_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,94,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,94,A_G1_time_average,,,missing_target_record,,,,,False
1,100,100,94,A_G2_time_average,,,missing_target_record,,,,,False
1,100,100,94,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,94,B_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,94,B_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,94,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,94,B_G1_time_average,,,missing_target_record,,,,,False
1,100,100,94,B_G2_time_average,,,missing_target_record,,,,,False
1,100,100,94,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,95,A_entry,,,missing_target_record,,,,,False
1,100,100,95,B_entry,,,missing_target_record,,,,,False
1,100,100,95,A_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,95,B_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,95,A_full_mean,,,missing_target_record,,,,,False
1,100,100,95,B_full_mean,,,missing_target_record,,,,,False
1,100,100,95,A_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,95,A_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,95,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,95,A_G1_time_average,,,missing_target_record,,,,,False
1,100,100,95,A_G2_time_average,,,missing_target_record,,,,,False
1,100,100,95,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,95,B_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,95,B_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,95,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,95,B_G1_time_average,,,missing_target_record,,,,,False
1,100,100,95,B_G2_time_average,,,missing_target_record,,,,,False
1,100,100,95,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,96,A_entry,,,missing_target_record,,,,,False
1,100,100,96,B_entry,,,missing_target_record,,,,,False
1,100,100,96,A_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,96,B_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,96,A_full_mean,,,missing_target_record,,,,,False
1,100,100,96,B_full_mean,,,missing_target_record,,,,,False
1,100,100,96,A_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,96,A_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,96,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,96,A_G1_time_average,,,missing_target_record,,,,,False
1,100,100,96,A_G2_time_average,,,missing_target_record,,,,,False
1,100,100,96,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,96,B_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,96,B_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,96,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,96,B_G1_time_average,,,missing_target_record,,,,,False
1,100,100,96,B_G2_time_average,,,missing_target_record,,,,,False
1,100,100,96,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,97,A_entry,,,missing_target_record,,,,,False
1,100,100,97,B_entry,,,missing_target_record,,,,,False
1,100,100,97,A_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,97,B_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,97,A_full_mean,,,missing_target_record,,,,,False
1,100,100,97,B_full_mean,,,missing_target_record,,,,,False
1,100,100,97,A_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,97,A_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,97,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,97,A_G1_time_average,,,missing_target_record,,,,,False
1,100,100,97,A_G2_time_average,,,missing_target_record,,,,,False
1,100,100,97,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,97,B_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,97,B_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,97,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,97,B_G1_time_average,,,missing_target_record,,,,,False
1,100,100,97,B_G2_time_average,,,missing_target_record,,,,,False
1,100,100,97,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,98,A_entry,,,missing_target_record,,,,,False
1,100,100,98,B_entry,,,missing_target_record,,,,,False
1,100,100,98,A_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,98,B_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,98,A_full_mean,,,missing_target_record,,,,,False
1,100,100,98,B_full_mean,,,missing_target_record,,,,,False
1,100,100,98,A_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,98,A_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,98,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,98,A_G1_time_average,,,missing_target_record,,,,,False
1,100,100,98,A_G2_time_average,,,missing_target_record,,,,,False
1,100,100,98,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,98,B_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,98,B_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,98,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,98,B_G1_time_average,,,missing_target_record,,,,,False
1,100,100,98,B_G2_time_average,,,missing_target_record,,,,,False
1,100,100,98,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,99,A_entry,,,missing_target_record,,,,,False
1,100,100,99,B_entry,,,missing_target_record,,,,,False
1,100,100,99,A_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,99,B_fixed_time_mean,,,missing_target_record,,,,,False
1,100,100,99,A_full_mean,,,missing_target_record,,,,,False
1,100,100,99,B_full_mean,,,missing_target_record,,,,,False
1,100,100,99,A_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,99,A_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,99,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,99,A_G1_time_average,,,missing_target_record,,,,,False
1,100,100,99,A_G2_time_average,,,missing_target_record,,,,,False
1,100,100,99,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
1,100,100,99,B_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,99,B_G2_fixed_time,,,missing_target_record,,,,,False
1,100,100,99,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
1,100,100,99,B_G1_time_average,,,missing_target_record,,,,,False
1,100,100,99,B_G2_time_average,,,missing_target_record,,,,,False
1,100,100,99,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,0,A_entry,,,missing_target_record,,,,,False
2,50,50,0,B_entry,,,missing_target_record,,,,,False
2,50,50,0,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,0,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,0,A_full_mean,,,missing_target_record,,,,,False
2,50,50,0,B_full_mean,,,missing_target_record,,,,,False
2,50,50,0,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,0,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,0,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,0,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,0,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,0,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,0,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,0,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,0,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,0,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,0,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,0,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,1,A_entry,,,missing_target_record,,,,,False
2,50,50,1,B_entry,,,missing_target_record,,,,,False
2,50,50,1,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,1,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,1,A_full_mean,,,missing_target_record,,,,,False
2,50,50,1,B_full_mean,,,missing_target_record,,,,,False
2,50,50,1,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,1,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,1,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,1,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,1,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,1,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,1,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,1,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,1,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,1,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,1,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,1,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,2,A_entry,,,missing_target_record,,,,,False
2,50,50,2,B_entry,,,missing_target_record,,,,,False
2,50,50,2,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,2,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,2,A_full_mean,,,missing_target_record,,,,,False
2,50,50,2,B_full_mean,,,missing_target_record,,,,,False
2,50,50,2,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,2,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,2,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,2,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,2,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,2,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,2,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,2,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,2,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,2,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,2,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,2,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,3,A_entry,,,missing_target_record,,,,,False
2,50,50,3,B_entry,,,missing_target_record,,,,,False
2,50,50,3,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,3,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,3,A_full_mean,,,missing_target_record,,,,,False
2,50,50,3,B_full_mean,,,missing_target_record,,,,,False
2,50,50,3,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,3,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,3,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,3,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,3,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,3,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,3,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,3,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,3,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,3,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,3,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,3,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,4,A_entry,,,missing_target_record,,,,,False
2,50,50,4,B_entry,,,missing_target_record,,,,,False
2,50,50,4,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,4,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,4,A_full_mean,,,missing_target_record,,,,,False
2,50,50,4,B_full_mean,,,missing_target_record,,,,,False
2,50,50,4,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,4,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,4,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,4,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,4,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,4,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,4,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,4,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,4,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,4,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,4,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,4,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,5,A_entry,,,missing_target_record,,,,,False
2,50,50,5,B_entry,,,missing_target_record,,,,,False
2,50,50,5,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,5,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,5,A_full_mean,,,missing_target_record,,,,,False
2,50,50,5,B_full_mean,,,missing_target_record,,,,,False
2,50,50,5,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,5,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,5,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,5,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,5,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,5,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,5,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,5,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,5,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,5,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,5,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,5,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,6,A_entry,,,missing_target_record,,,,,False
2,50,50,6,B_entry,,,missing_target_record,,,,,False
2,50,50,6,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,6,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,6,A_full_mean,,,missing_target_record,,,,,False
2,50,50,6,B_full_mean,,,missing_target_record,,,,,False
2,50,50,6,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,6,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,6,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,6,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,6,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,6,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,6,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,6,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,6,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,6,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,6,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,6,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,7,A_entry,,,missing_target_record,,,,,False
2,50,50,7,B_entry,,,missing_target_record,,,,,False
2,50,50,7,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,7,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,7,A_full_mean,,,missing_target_record,,,,,False
2,50,50,7,B_full_mean,,,missing_target_record,,,,,False
2,50,50,7,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,7,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,7,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,7,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,7,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,7,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,7,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,7,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,7,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,7,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,7,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,7,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,8,A_entry,,,missing_target_record,,,,,False
2,50,50,8,B_entry,,,missing_target_record,,,,,False
2,50,50,8,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,8,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,8,A_full_mean,,,missing_target_record,,,,,False
2,50,50,8,B_full_mean,,,missing_target_record,,,,,False
2,50,50,8,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,8,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,8,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,8,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,8,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,8,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,8,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,8,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,8,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,8,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,8,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,8,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,9,A_entry,,,missing_target_record,,,,,False
2,50,50,9,B_entry,,,missing_target_record,,,,,False
2,50,50,9,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,9,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,9,A_full_mean,,,missing_target_record,,,,,False
2,50,50,9,B_full_mean,,,missing_target_record,,,,,False
2,50,50,9,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,9,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,9,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,9,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,9,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,9,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,9,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,9,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,9,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,9,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,9,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,9,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,10,A_entry,,,missing_target_record,,,,,False
2,50,50,10,B_entry,,,missing_target_record,,,,,False
2,50,50,10,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,10,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,10,A_full_mean,,,missing_target_record,,,,,False
2,50,50,10,B_full_mean,,,missing_target_record,,,,,False
2,50,50,10,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,10,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,10,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,10,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,10,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,10,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,10,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,10,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,10,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,10,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,10,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,10,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,11,A_entry,,,missing_target_record,,,,,False
2,50,50,11,B_entry,,,missing_target_record,,,,,False
2,50,50,11,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,11,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,11,A_full_mean,,,missing_target_record,,,,,False
2,50,50,11,B_full_mean,,,missing_target_record,,,,,False
2,50,50,11,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,11,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,11,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,11,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,11,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,11,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,11,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,11,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,11,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,11,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,11,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,11,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,12,A_entry,,,missing_target_record,,,,,False
2,50,50,12,B_entry,,,missing_target_record,,,,,False
2,50,50,12,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,12,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,12,A_full_mean,,,missing_target_record,,,,,False
2,50,50,12,B_full_mean,,,missing_target_record,,,,,False
2,50,50,12,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,12,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,12,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,12,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,12,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,12,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,12,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,12,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,12,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,12,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,12,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,12,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,13,A_entry,,,missing_target_record,,,,,False
2,50,50,13,B_entry,,,missing_target_record,,,,,False
2,50,50,13,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,13,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,13,A_full_mean,,,missing_target_record,,,,,False
2,50,50,13,B_full_mean,,,missing_target_record,,,,,False
2,50,50,13,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,13,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,13,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,13,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,13,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,13,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,13,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,13,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,13,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,13,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,13,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,13,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,14,A_entry,,,missing_target_record,,,,,False
2,50,50,14,B_entry,,,missing_target_record,,,,,False
2,50,50,14,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,14,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,14,A_full_mean,,,missing_target_record,,,,,False
2,50,50,14,B_full_mean,,,missing_target_record,,,,,False
2,50,50,14,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,14,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,14,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,14,A_G1_time_average,,,missing_target_record,,,,,False
2,50,50,14,A_G2_time_average,,,missing_target_record,,,,,False
2,50,50,14,A_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,14,B_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,14,B_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,14,B_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,14,B_G1_time_average,,,missing_target_record,,,,,False
2,50,50,14,B_G2_time_average,,,missing_target_record,,,,,False
2,50,50,14,B_G2_minus_G1_time_average,,,missing_target_record,,,,,False
2,50,50,15,A_entry,,,missing_target_record,,,,,False
2,50,50,15,B_entry,,,missing_target_record,,,,,False
2,50,50,15,A_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,15,B_fixed_time_mean,,,missing_target_record,,,,,False
2,50,50,15,A_full_mean,,,missing_target_record,,,,,False
2,50,50,15,B_full_mean,,,missing_target_record,,,,,False
2,50,50,15,A_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,15,A_G2_fixed_time,,,missing_target_record,,,,,False
2,50,50,15,A_G2_minus_G1_fixed_time,,,missing_target_record,,,,,False
2,50,50,15,A_G1_time_average,,,missing_target_record,,,,,False
