semantic_replication_id,dgp,replication,configured_start_count,true_coefficient_envelope,initial_envelope,final_envelope,final_envelope_ratio,objective_initial,objective_final,stationarity_residual,numerical_rank,convergence,iterations,runtime_seconds,objective_stability_gap,envelope_history,diagnosis,diagnostic_replay
dgp4_N50_T50_r00001_truth1-1-1,4,1,1,5.565309094747006,0.08857432462787423,14.439280083326073,1.604364453702897,6.156634584586092,1.7963158921550342,5.384305441016942e-05,"[1, 1, 1]",True,23.0,0.04118460000609048,,"[0.08857432462787423, 3.7415405220561655, 3.487026153394477, 4.179403141377833, 4.391514187462795, 5.527706706228972, 7.193007705001738, 8.472012687594248, 9.347778631731053, 9.925496182796602, 10.35930305051572, 10.765596621722606, 11.19425562350457, 11.643872308645818, 12.091930088206748, 12.516238135272213, 12.902462734786507, 13.243919437871398, 13.539296667982454, 13.790570034669205, 14.00152331066486, 14.176772556601685, 14.321141764703404, 14.439280083326073]","the sole configured deterministic start converged and passed stationarity but moved outside B; no saved or authorized alternative start establishes an interior comparable solution, so the original coefficient-bound failure stands",True
