diagnostic_label,c_kappa,N,eligible_saved_replications,Exact,Under_only,Over_only,Mixed,modal_selected_rank,modal_count,selected_rank_distribution
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.900828017394564e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.9067489189272055e-06,50,12,2,1,8,1,"(1,1,2)",5,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 2, ""(1,1,2)"": 5, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.9067489189272055e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.917655436835778e-06,50,12,2,1,8,1,"(1,1,2)",5,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 2, ""(1,1,2)"": 5, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.917655436835778e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.928592402601471e-06,50,12,2,1,8,1,"(1,1,2)",5,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 2, ""(1,1,2)"": 5, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.928592402601471e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.937943539001907e-06,50,12,2,1,8,1,"(1,1,2)",5,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 2, ""(1,1,2)"": 5, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.937943539001907e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.947316933693105e-06,50,12,2,1,8,1,"(1,1,2)",5,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 2, ""(1,1,2)"": 5, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.947316933693105e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.951883643827957e-06,50,12,2,1,8,1,"(1,1,2)",5,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 2, ""(1,1,2)"": 5, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.951883643827957e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.956455637258223e-06,50,12,3,1,7,1,"(1,1,2)",4,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 3, ""(1,1,2)"": 4, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.956455637258223e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.960788512433133e-06,50,12,3,1,7,1,"(1,1,2)",4,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 3, ""(1,1,2)"": 4, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.960788512433133e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.9651261327155335e-06,50,12,3,1,7,1,"(1,1,2)",4,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 3, ""(1,1,2)"": 4, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.9651261327155335e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.987603203930268e-06,50,12,3,1,7,1,"(1,1,2)",4,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 3, ""(1,1,2)"": 4, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.987603203930268e-06,100,12,0,12,0,0,"(1,0,1)",8,"{""(1,0,0)"": 4, ""(1,0,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.010207690695853e-06,50,12,3,1,7,1,"(1,1,2)",4,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 3, ""(1,1,2)"": 4, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.010207690695853e-06,100,12,0,12,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.031054201605951e-06,50,12,3,1,7,1,"(1,1,2)",4,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 3, ""(1,1,2)"": 4, ""(1,1,3)"": 1, ""(1,2,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.031054201605951e-06,100,12,0,12,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.0520090802243174e-06,50,12,4,1,6,1,"(1,1,1)",4,"{""(1,0,1)"": 1, ""(1,0,2)"": 1, ""(1,1,1)"": 4, ""(1,1,2)"": 4, ""(1,1,3)"": 1, ""(2,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.0520090802243174e-06,100,12,0,12,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.093055052321883e-06,50,12,4,1,5,2,"(1,1,1)",4,"{""(1,0,1)"": 1, ""(1,0,2)"": 2, ""(1,1,1)"": 4, ""(1,1,2)"": 4, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.093055052321883e-06,100,12,0,12,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.134516811203753e-06,50,12,4,1,5,2,"(1,1,1)",4,"{""(1,0,1)"": 1, ""(1,0,2)"": 2, ""(1,1,1)"": 4, ""(1,1,2)"": 4, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.134516811203753e-06,100,12,0,12,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.1448790407475685e-06,50,12,5,1,4,2,"(1,1,1)",5,"{""(1,0,1)"": 1, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.1448790407475685e-06,100,12,0,12,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.15526724087175e-06,50,12,5,1,4,2,"(1,1,1)",5,"{""(1,0,1)"": 1, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.15526724087175e-06,100,12,0,12,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.2231610025453e-06,50,12,5,2,3,2,"(1,1,1)",5,"{""(1,0,1)"": 2, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.2231610025453e-06,100,12,0,12,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.2921640942828325e-06,50,12,5,2,3,2,"(1,1,1)",5,"{""(1,0,1)"": 2, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.2921640942828325e-06,100,12,0,12,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.292410365050161e-06,50,12,5,2,3,2,"(1,1,1)",5,"{""(1,0,1)"": 2, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.292410365050161e-06,100,12,0,12,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.292656649947725e-06,50,12,5,2,3,2,"(1,1,1)",5,"{""(1,0,1)"": 2, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.292656649947725e-06,100,12,0,12,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.299583258729427e-06,50,12,5,2,3,2,"(1,1,1)",5,"{""(1,0,1)"": 2, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.299583258729427e-06,100,12,0,12,0,0,"(1,0,0)",9,"{""(1,0,0)"": 9, ""(1,0,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.306521044251579e-06,50,12,5,2,3,2,"(1,1,1)",5,"{""(1,0,1)"": 2, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.306521044251579e-06,100,12,0,12,0,0,"(1,0,0)",9,"{""(1,0,0)"": 9, ""(1,0,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.308415264549869e-06,50,12,5,2,3,2,"(1,1,1)",5,"{""(1,0,1)"": 2, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.308415264549869e-06,100,12,0,12,0,0,"(1,0,0)",9,"{""(1,0,0)"": 9, ""(1,0,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.310310318019644e-06,50,12,5,2,3,2,"(1,1,1)",5,"{""(1,0,1)"": 2, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.310310318019644e-06,100,12,0,12,0,0,"(1,0,0)",9,"{""(1,0,0)"": 9, ""(1,0,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.43614673642858e-06,50,12,5,3,2,2,"(1,1,1)",5,"{""(1,0,1)"": 3, ""(1,0,2)"": 2, ""(1,1,1)"": 5, ""(1,1,2)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.43614673642858e-06,100,12,0,12,0,0,"(1,0,0)",10,"{""(1,0,0)"": 10, ""(1,0,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.565656858823929e-06,50,12,6,3,1,2,"(1,1,1)",6,"{""(1,0,1)"": 3, ""(1,0,2)"": 2, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.565656858823929e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.5980247089021e-06,50,12,6,3,1,2,"(1,1,1)",6,"{""(1,0,1)"": 3, ""(1,0,2)"": 2, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.5980247089021e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.630622028200382e-06,50,12,6,3,1,2,"(1,1,1)",6,"{""(1,0,1)"": 3, ""(1,0,2)"": 2, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.630622028200382e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.644769287959613e-06,50,12,6,4,1,1,"(1,1,1)",6,"{""(1,0,0)"": 1, ""(1,0,1)"": 3, ""(1,0,2)"": 1, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.644769287959613e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.6589597697649265e-06,50,12,6,4,1,1,"(1,1,1)",6,"{""(1,0,0)"": 1, ""(1,0,1)"": 3, ""(1,0,2)"": 1, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.6589597697649265e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.680826067792194e-06,50,12,6,4,1,1,"(1,1,1)",6,"{""(1,0,0)"": 1, ""(1,0,1)"": 3, ""(1,0,2)"": 1, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.680826067792194e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.702794992803391e-06,50,12,6,4,1,1,"(1,1,1)",6,"{""(1,0,0)"": 1, ""(1,0,1)"": 3, ""(1,0,2)"": 1, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.702794992803391e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.80419654179521e-06,50,12,6,4,1,1,"(1,1,1)",6,"{""(1,0,0)"": 1, ""(1,0,1)"": 3, ""(1,0,2)"": 1, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.80419654179521e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.907784508471337e-06,50,12,6,4,1,1,"(1,1,1)",6,"{""(1,0,0)"": 1, ""(1,0,1)"": 3, ""(1,0,2)"": 1, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.907784508471337e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.918811496595365e-06,50,12,6,4,1,1,"(1,1,1)",6,"{""(1,0,0)"": 1, ""(1,0,1)"": 3, ""(1,0,2)"": 1, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.918811496595365e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.929863260555999e-06,50,12,6,4,1,1,"(1,1,1)",6,"{""(1,0,0)"": 1, ""(1,0,1)"": 3, ""(1,0,2)"": 1, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.929863260555999e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.961191184771337e-06,50,12,6,4,1,1,"(1,1,1)",6,"{""(1,0,0)"": 1, ""(1,0,1)"": 3, ""(1,0,2)"": 1, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.961191184771337e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.992718189322938e-06,50,12,6,5,1,0,"(1,1,1)",6,"{""(1,0,0)"": 2, ""(1,0,1)"": 3, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,4.992718189322938e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.012001063704401e-06,50,12,6,5,1,0,"(1,1,1)",6,"{""(1,0,0)"": 2, ""(1,0,1)"": 3, ""(1,1,1)"": 6, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.012001063704401e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.031358412396312e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.031358412396312e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.043206937841731e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.043206937841731e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.05508336580248e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.05508336580248e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.142138495731627e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.142138495731627e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.2306928285618086e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.2306928285618086e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.3073735529792395e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.3073735529792395e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.385178398749214e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.385178398749214e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.419402694365772e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.419402694365772e-06,100,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.453844494830585e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.453844494830585e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.462229326608288e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.462229326608288e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.470627049366658e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.470627049366658e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.487419826994127e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.487419826994127e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.504264152164118e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.504264152164118e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.677586426281587e-06,50,12,5,6,1,0,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,1,1)"": 5, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.677586426281587e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.856366398262891e-06,50,12,5,6,0,1,"(1,1,1)",5,"{""(1,0,0)"": 2, ""(1,0,1)"": 4, ""(1,0,2)"": 1, ""(1,1,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.856366398262891e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.944053091884333e-06,50,12,5,7,0,0,"(1,1,1)",5,"{""(1,0,0)"": 3, ""(1,0,1)"": 4, ""(1,1,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,5.944053091884333e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.033052708180923e-06,50,12,5,7,0,0,"(1,1,1)",5,"{""(1,0,0)"": 4, ""(1,0,1)"": 3, ""(1,1,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.033052708180923e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.037741190931211e-06,50,12,5,7,0,0,"(1,1,1)",5,"{""(1,0,0)"": 4, ""(1,0,1)"": 3, ""(1,1,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.037741190931211e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.04243331725492e-06,50,12,4,8,0,0,"(1,0,0)",5,"{""(1,0,0)"": 5, ""(1,0,1)"": 3, ""(1,1,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.04243331725492e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.068901372933901e-06,50,12,4,8,0,0,"(1,0,0)",5,"{""(1,0,0)"": 5, ""(1,0,1)"": 3, ""(1,1,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.068901372933901e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.0954853683236985e-06,50,12,4,8,0,0,"(1,0,0)",5,"{""(1,0,0)"": 5, ""(1,0,1)"": 3, ""(1,1,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.0954853683236985e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
