semantic_replication_id,dgp,N,T,replication,reference_rank,competitor_rank,Q_hat_true,Q_hat_competitor,log_Q_hat_true,log_Q_hat_competitor,d_true,d_competitor,P_true,P_competitor,c_break_even,positive_finite_break_even,especially_requested_comparison
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(1,0,0)",3.195552467273645,5.195771610368238,1.1617599890857981,1.64784514294782,597,199,169158.98786796117,56386.32928932039,4.310310318019644e-06,True,True
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(0,0,1)",3.195552467273645,5.922135709252407,1.1617599890857981,1.7786971455351013,597,199,169158.98786796117,56386.32928932039,5.470627049366658e-06,True,True
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(0,1,0)",3.195552467273645,7.934356026949223,1.1617599890857981,2.0712021946610015,597,199,169158.98786796117,56386.32928932039,8.06438561471896e-06,True,True
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(1,0,1)",3.195552467273645,3.8240189268674176,1.1617599890857981,1.3413019446715237,597,398,169158.98786796117,112772.65857864078,3.1841398056697223e-06,True,True
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(0,1,1)",3.195552467273645,4.346114643906498,1.1617599890857981,1.4692822606640628,597,398,169158.98786796117,112772.65857864078,5.453844494830585e-06,True,True
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(1,1,0)",3.195552467273645,4.506235184335997,1.1617599890857981,1.5054620342423326,597,398,169158.98786796117,112772.65857864078,6.0954853683236985e-06,True,True
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(1,0,2)",3.195552467273645,3.5286671103160128,1.1617599890857981,1.2609202104948687,597,595,169158.98786796117,168592.29109118407,0.00017497932840383052,True,False
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(1,0,3)",3.195552467273645,3.3310878546374942,1.1617599890857981,1.203298933717378,597,790,169158.98786796117,223845.2268269503,-7.595867886019963e-07,False,False
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(0,1,3)",3.195552467273645,3.686339931587722,1.1617599890857981,1.3046340773469371,597,790,169158.98786796117,223845.2268269503,-2.612615001157506e-06,False,False
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(1,1,2)",3.195552467273645,3.001855400423501,1.1617599890857981,1.0992305643041653,597,794,169158.98786796117,224978.62038050446,1.1202048807394377e-06,True,False
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(2,1,1)",3.195552467273645,3.0380588986418626,1.1617599890857981,1.111218791293702,597,794,169158.98786796117,224978.62038050446,9.054376662321994e-07,True,False
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(1,2,1)",3.195552467273645,3.045822465246723,1.1617599890857981,1.1137709682197707,597,794,169158.98786796117,224978.62038050446,8.597158151344643e-07,True,False
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(1,1,3)",3.195552467273645,2.822224467103286,1.1617599890857981,1.0375253921182535,597,989,169158.98786796117,280231.55611627066,1.1184993642157499e-06,True,False
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(2,1,3)",3.195552467273645,2.678688094329425,1.1617599890857981,0.9853271576289242,597,1186,169158.98786796117,336051.18862881395,1.0571664263070765e-06,True,False
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(2,2,3)",3.195552467273645,2.540805777023911,1.1617599890857981,0.9324812657708305,597,1383,169158.98786796117,391870.82114135724,1.0294860400772249e-06,True,False
dgp2_N100_T100_r2026080903_truth1-1-1,2,100,100,2026080903,"(1,1,1)","(2,3,3)",3.195552467273645,2.4165536240799024,1.1617599890857981,0.8823424028616321,597,1578,169158.98786796117,447123.7568771235,1.0052266235760108e-06,True,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(0,0,0)",2.638037514441411,9.331346197710067,0.9700352749830193,2.2333792914508916,297,0,100398.71397188924,0.0,1.25832689134006e-05,True,True
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(1,0,0)",2.638037514441411,4.170920492031501,0.9700352749830193,1.4281367529452558,297,99,100398.71397188924,33466.23799062975,6.844233255176467e-06,True,True
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(0,0,1)",2.638037514441411,5.9973472770890845,0.9700352749830193,1.791317250978824,297,99,100398.71397188924,33466.23799062975,1.2270306214665603e-05,True,True
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(0,1,0)",2.638037514441411,6.704198216550512,0.9700352749830193,1.902733929650582,297,99,100398.71397188924,33466.23799062975,1.3934919349595107e-05,True,True
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(1,1,0)",2.638037514441411,3.345042407407725,0.9700352749830193,1.2074793713496716,297,198,100398.71397188924,66932.4759812595,7.0950339991347265e-06,True,True
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(0,1,1)",2.638037514441411,4.055022247645176,0.9700352749830193,1.3999561740246254,297,198,100398.71397188924,66932.4759812595,1.2846406553433942e-05,True,True
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(1,0,2)",2.638037514441411,2.954375806224282,0.9700352749830193,1.0832873954569813,297,295,100398.71397188924,99722.62835591692,0.00016751150712042211,True,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(0,1,2)",2.638037514441411,3.3817864191124687,0.9700352749830193,1.2184040962386975,297,295,100398.71397188924,99722.62835591692,0.00036736297206750135,True,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(0,1,3)",2.638037514441411,2.8851234035775186,0.9700352749830193,1.0595676732489188,297,390,100398.71397188924,131836.69511460204,-2.847905463759485e-06,False,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(1,1,2)",2.638037514441411,2.271241710324066,0.9700352749830193,0.8203266908917829,297,394,100398.71397188924,133188.86634654668,4.565656858823929e-06,True,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(1,2,1)",2.638037514441411,2.370201602485782,0.9700352749830193,0.8629750158692664,297,394,100398.71397188924,133188.86634654668,3.26501255286928e-06,True,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(0,2,3)",2.638037514441411,2.5522336533043575,0.9700352749830193,0.936968918228907,297,487,100398.71397188924,164626.84748925947,5.148266801987891e-07,True,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(1,1,3)",2.638037514441411,2.0418122099536897,0.9700352749830193,0.7138377517298483,297,489,100398.71397188924,165302.9331052318,3.947316933693105e-06,True,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(2,1,2)",2.638037514441411,2.0441225223625725,0.9700352749830193,0.7149686129924239,297,491,100398.71397188924,165979.0187212041,3.8893790287435375e-06,True,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(2,1,3)",2.638037514441411,1.8080712244752437,0.9700352749830193,0.5922606552622246,297,586,100398.71397188924,198093.0854798892,3.86690260543679e-06,True,False
dgp2_N50_T50_r2026080901_truth1-1-1,2,50,50,2026080901,"(1,1,1)","(1,3,3)",2.638037514441411,1.588684474303631,0.9700352749830193,0.4629062991170185,297,681,100398.71397188924,230207.15223857432,3.9067489189272055e-06,True,False
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(0,0,0)",2.756171442992391,12.086248589526784,1.0138425583981898,2.4920683261149645,297,0,100398.71397188924,0.0,1.4723552814936105e-05,True,True
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(1,0,0)",2.756171442992391,4.575914239632762,1.0138425583981898,1.5208065125628814,297,99,100398.71397188924,33466.23799062975,7.574259680855628e-06,True,True
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(0,0,1)",2.756171442992391,6.178055573881324,1.0138425583981898,1.8210035899045107,297,99,100398.71397188924,33466.23799062975,1.2059333226105647e-05,True,True
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(0,1,0)",2.756171442992391,9.270355949616825,1.0138425583981898,2.2268217768574963,297,99,100398.71397188924,33466.23799062975,1.8122431610014395e-05,True,True
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(1,0,1)",2.756171442992391,3.555917274601814,1.0138425583981898,1.2686130537707676,297,198,100398.71397188924,66932.4759812595,7.612761716566746e-06,True,True
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(1,1,0)",2.756171442992391,3.7130545547276603,1.0138425583981898,1.3118548679842996,297,198,100398.71397188924,66932.4759812595,8.904864349245069e-06,True,True
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(0,1,1)",2.756171442992391,4.555954812134263,1.0138425583981898,1.516435127215789,297,198,100398.71397188924,66932.4759812595,1.5017898604507643e-05,True,True
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(0,1,3)",2.756171442992391,3.2097534633873592,1.0138425583981898,1.1661941315093818,297,390,100398.71397188924,131836.69511460204,-4.846099131480219e-06,False,False
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(1,1,2)",2.756171442992391,2.420828350486375,1.0138425583981898,0.8841097751889203,297,394,100398.71397188924,133188.86634654668,3.956455637258223e-06,True,False
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(0,2,3)",2.756171442992391,2.8834514498894253,1.0138425583981898,1.0589879967161935,297,487,100398.71397188924,164626.84748925947,-7.028919547505498e-07,False,False
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(1,1,3)",2.756171442992391,2.1429849281741626,1.0138425583981898,0.7621996834168538,297,489,100398.71397188924,165302.9331052318,3.877142015441985e-06,True,False
dgp2_N50_T50_r2026080903_truth1-1-1,2,50,50,2026080903,"(1,1,1)","(1,2,3)",2.756171442992391,1.9124309272631523,1.0138425583981898,0.6483751696026274,297,586,100398.71397188924,198093.0854798892,3.7409257376269125e-06,True,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(0,0,0)",4.4284564784810545,13.726087302481972,1.4880510986209379,2.619298204839374,597,0,169158.98786796117,0.0,6.687478569577651e-06,True,True
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(1,0,0)",4.4284564784810545,6.47032343012659,1.4880510986209379,1.867226096463791,597,199,169158.98786796117,56386.32928932039,3.3622954590401855e-06,True,True
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(0,0,1)",4.4284564784810545,9.18970115202049,1.4880510986209379,2.2180834170162673,597,199,169158.98786796117,56386.32928932039,6.473486814946811e-06,True,True
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(0,1,0)",4.4284564784810545,10.750261366103235,1.4880510986209379,2.374930067403995,597,199,169158.98786796117,56386.32928932039,7.864308423345377e-06,True,True
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(1,0,1)",4.4284564784810545,5.077667367363205,1.4880510986209379,1.624851976482218,597,398,169158.98786796117,112772.65857864078,2.4261355471350097e-06,True,True
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(1,1,0)",4.4284564784810545,5.758936016829181,1.4880510986209379,1.7507527383445993,597,398,169158.98786796117,112772.65857864078,4.6589597697649265e-06,True,True
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(0,1,1)",4.4284564784810545,6.439624489596069,1.4880510986209379,1.862470229347289,597,398,169158.98786796117,112772.65857864078,6.640246588941664e-06,True,True
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(1,0,2)",4.4284564784810545,4.791362869071302,1.4880510986209379,1.5668148947680676,597,595,169158.98786796117,168592.29109118407,0.00013898754920589835,True,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(0,1,2)",4.4284564784810545,5.884198251964991,1.4880510986209379,1.7722704955714776,597,595,169158.98786796117,168592.29109118407,0.0005015369922640971,True,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(1,0,3)",4.4284564784810545,4.522669931396543,1.4880510986209379,1.509102512240672,597,790,169158.98786796117,223845.2268269503,-3.849490113138201e-07,False,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(0,1,3)",4.4284564784810545,5.421345745387809,1.4880510986209379,1.6903440771390474,597,790,169158.98786796117,223845.2268269503,-3.6991569061791808e-06,False,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(1,1,2)",4.4284564784810545,4.173587701887428,1.4880510986209379,1.4287760260779026,597,794,169158.98786796117,224978.62038050446,1.0619036685652767e-06,True,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(1,2,1)",4.4284564784810545,4.230602923506023,1.4880510986209379,1.4423445180088301,597,794,169158.98786796117,224978.62038050446,8.188262543978047e-07,True,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(1,1,3)",4.4284564784810545,3.920889283901628,1.4880510986209379,1.3663184862121251,597,989,169158.98786796117,280231.55611627066,1.0959736893512e-06,True,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(2,1,2)",4.4284564784810545,3.977384148811814,1.4880510986209379,1.3806243541712513,597,991,169158.98786796117,280798.25289304776,9.622666758469485e-07,True,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(2,1,3)",4.4284564784810545,3.731976721220667,1.4880510986209379,1.3169380453506023,597,1186,169158.98786796117,336051.18862881395,1.0252908913073235e-06,True,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(3,1,3)",4.4284564784810545,3.551721342497172,1.4880510986209379,1.267432371178949,597,1381,169158.98786796117,391304.1243645802,9.931287757242733e-07,True,False
dgp3_N100_T100_r2026080901_truth1-1-1,3,100,100,2026080901,"(1,1,1)","(1,3,3)",4.4284564784810545,3.5663197828214317,1.4880510986209379,1.2715341909170976,597,1381,169158.98786796117,391304.1243645802,9.746641817978112e-07,True,False
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(0,0,0)",4.364231250017784,13.204419946213358,1.4734420569467608,2.5805516179545496,597,0,169158.98786796117,0.0,6.5447870962195325e-06,True,True
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(1,0,0)",4.364231250017784,6.294502655961972,1.4734420569467608,1.839676658173722,597,199,169158.98786796117,56386.32928932039,3.2475478173778406e-06,True,True
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(0,0,1)",4.364231250017784,8.118720427252413,1.4734420569467608,2.0941725589054165,597,199,169158.98786796117,56386.32928932039,5.504264152164118e-06,True,True
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(0,1,0)",4.364231250017784,10.721680126006529,1.4734420569467608,2.37226787153433,597,199,169158.98786796117,56386.32928932039,7.970245854945263e-06,True,True
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(1,0,1)",4.364231250017784,5.098462034882633,1.4734420569467608,1.6289389324636618,597,398,169158.98786796117,112772.65857864078,2.757705235945413e-06,True,True
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(1,1,0)",4.364231250017784,5.563742373725204,1.4734420569467608,1.7162709706393182,597,398,169158.98786796117,112772.65857864078,4.306521044251579e-06,True,True
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(0,1,1)",4.364231250017784,5.783234387673077,1.4734420569467608,1.7549631088187034,597,398,169158.98786796117,112772.65857864078,4.992718189322938e-06,True,True
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(1,0,3)",4.364231250017784,4.518154241523978,1.4734420569467608,1.5081035567999475,597,790,169158.98786796117,223845.2268269503,-6.338248984206135e-07,False,False
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(1,1,2)",4.364231250017784,4.112421264618483,1.4734420569467608,1.4140119705266911,597,794,169158.98786796117,224978.62038050446,1.0646807179663003e-06,True,False
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(1,2,1)",4.364231250017784,4.1792744365608,1.4734420569467608,1.4301376516998097,597,794,169158.98786796117,224978.62038050446,7.757916578404583e-07,True,False
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(1,1,3)",4.364231250017784,3.8744357536692506,1.4734420569467608,1.3544000402465377,597,989,169158.98786796117,280231.55611627066,1.0717499250948927e-06,True,False
dgp3_N100_T100_r2026080902_truth1-1-1,3,100,100,2026080902,"(1,1,1)","(1,2,3)",4.364231250017784,3.7132761684596187,1.4734420569467608,1.3119145512223036,597,1186,169158.98786796117,336051.18862881395,9.678553280983876e-07,True,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(0,0,0)",4.4331131129706955,12.638132501678955,1.4891020715598076,2.53671863268299,597,0,169158.98786796117,0.0,6.193088374002986e-06,True,True
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,0,0)",4.4331131129706955,6.327202522072399,1.4891020715598076,1.8448581988309691,597,199,169158.98786796117,56386.32928932039,3.154631022758756e-06,True,True
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(0,0,1)",4.4331131129706955,8.753603680705876,1.4891020715598076,2.169465464806439,597,199,169158.98786796117,56386.32928932039,6.033052708180923e-06,True,True
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(0,1,0)",4.4331131129706955,9.539390358676565,1.4891020715598076,2.2554295797156003,597,199,169158.98786796117,56386.32928932039,6.795330692868277e-06,True,True
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,0,1)",4.4331131129706955,5.047499718908218,1.4891020715598076,1.6188930155155459,597,398,169158.98786796117,112772.65857864078,2.3018158052065432e-06,True,True
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,1,0)",4.4331131129706955,5.646983165488759,1.4891020715598076,1.731121449543837,597,398,169158.98786796117,112772.65857864078,4.2921640942828325e-06,True,True
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(0,1,1)",4.4331131129706955,6.33540476116437,1.4891020715598076,1.8461537045756675,597,398,169158.98786796117,112772.65857864078,6.332237574533617e-06,True,True
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,0,3)",4.4331131129706955,4.45586106786882,1.4891020715598076,1.4942203234739317,597,790,169158.98786796117,223845.2268269503,-9.359305030946664e-08,False,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(0,1,3)",4.4331131129706955,5.37299552073784,1.4891020715598076,1.6813855780850377,597,790,169158.98786796117,223845.2268269503,-3.5161223405659597e-06,False,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,1,2)",4.4331131129706955,4.149774052202726,1.4891020715598076,1.4230538875080554,597,794,169158.98786796117,224978.62038050446,1.1832429035950818e-06,True,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,2,1)",4.4331131129706955,4.218073488908056,1.4891020715598076,1.4393785045951974,597,794,169158.98786796117,224978.62038050446,8.907899376341589e-07,True,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(0,2,3)",4.4331131129706955,5.078400152438227,1.4891020715598076,1.6249962813669316,597,987,169158.98786796117,279664.85933949356,-1.22974651027599e-06,False,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,1,3)",4.4331131129706955,3.9016888389499216,1.4891020715598076,1.361409495030917,597,989,169158.98786796117,280231.55611627066,1.149631979729018e-06,True,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,2,2)",4.4331131129706955,3.9504690514925294,1.4891020715598076,1.3738343190764368,597,991,169158.98786796117,280798.25289304776,1.032501893106057e-06,True,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,2,3)",4.4331131129706955,3.7096603912113584,1.4891020715598076,1.3109403336723697,597,1186,169158.98786796117,336051.18862881395,1.0675258464757957e-06,True,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,3,2)",4.4331131129706955,3.7604228687102266,1.4891020715598076,1.324531416160587,597,1186,169158.98786796117,336051.18862881395,9.860895515126024e-07,True,False
dgp3_N100_T100_r2026080903_truth1-1-1,3,100,100,2026080903,"(1,1,1)","(1,3,3)",4.4331131129706955,3.527616064261264,1.4891020715598076,1.2606223068998688,597,1381,169158.98786796117,391304.1243645802,1.0285157184317478e-06,True,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(0,0,0)",3.5373512466849855,11.017443121045234,1.2633782116781416,2.3994797551198377,597,0,169158.98786796117,0.0,6.7161760528414376e-06,True,True
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(1,0,0)",3.5373512466849855,5.106502011037457,1.2633782116781416,1.6305146318550827,597,199,169158.98786796117,56386.32928932039,3.2555446045543263e-06,True,True
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(0,0,1)",3.5373512466849855,7.074606176029518,1.2633782116781416,1.956511777814555,597,199,169158.98786796117,56386.32928932039,6.146290908385958e-06,True,True
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(0,1,0)",3.5373512466849855,8.679608991458824,1.2633782116781416,2.1609764805906533,597,199,169158.98786796117,56386.32928932039,7.95936071939442e-06,True,True
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(1,0,1)",3.5373512466849855,4.075259135054839,1.2633782116781416,1.4049343360954776,597,398,169158.98786796117,112772.65857864078,2.510468870761318e-06,True,True
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(1,1,0)",3.5373512466849855,4.5927638561993955,1.2633782116781416,1.524481990174629,597,398,169158.98786796117,112772.65857864078,4.630622028200382e-06,True,True
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(0,1,1)",3.5373512466849855,4.921420536933046,1.2633782116781416,1.5935972158495042,597,398,169158.98786796117,112772.65857864078,5.856366398262891e-06,True,True
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(1,0,3)",3.5373512466849855,3.6289754162453907,1.2633782116781416,1.2889503539576133,597,790,169158.98786796117,223845.2268269503,-4.67615670162452e-07,False,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(0,1,3)",3.5373512466849855,4.25324859013228,1.2633782116781416,1.4476830650999588,597,790,169158.98786796117,223845.2268269503,-3.370223605247987e-06,False,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(1,1,2)",3.5373512466849855,3.326374296614737,1.2633782116781416,1.2018829110038356,597,794,169158.98786796117,224978.62038050446,1.1016787088393548e-06,True,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(1,2,1)",3.5373512466849855,3.381346018217593,1.2633782116781416,1.2182738604642012,597,794,169158.98786796117,224978.62038050446,8.08037408770202e-07,True,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(2,1,1)",3.5373512466849855,3.389012418936894,1.2633782116781416,1.2205385571023826,597,794,169158.98786796117,224978.62038050446,7.674657221387556e-07,True,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(1,1,3)",3.5373512466849855,3.14312928792968,1.2633782116781416,1.1452188921681543,597,989,169158.98786796117,280231.55611627066,1.0638028936706935e-06,True,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(2,1,2)",3.5373512466849855,3.17367758580672,1.2633782116781416,1.1548910371736034,597,991,169158.98786796117,280798.25289304776,9.717653952680526e-07,True,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(1,2,3)",3.5373512466849855,2.9927725893542028,1.2633782116781416,1.0962002451466526,597,1186,169158.98786796117,336051.18862881395,1.0017122775620034e-06,True,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(2,1,3)",3.5373512466849855,2.9965225844111423,1.2633782116781416,1.097452477817833,597,1186,169158.98786796117,336051.18862881395,9.942090349570675e-07,True,False
dgp4_N100_T100_r2026080901_truth1-1-1,4,100,100,2026080901,"(1,1,1)","(2,2,3)",3.5373512466849855,2.847887496268756,1.2633782116781416,1.0465774900548543,597,1383,169158.98786796117,391870.82114135724,9.734584751819068e-07,True,False
dgp4_N100_T100_r2026080902_truth1-1-1,4,100,100,2026080902,"(1,1,1)","(0,0,0)",3.7022758197778036,10.901631848804573,1.3089477169884893,2.3889124889290416,597,0,169158.98786796117,0.0,6.384318004926408e-06,True,True
dgp4_N100_T100_r2026080902_truth1-1-1,4,100,100,2026080902,"(1,1,1)","(1,0,0)",3.7022758197778036,5.479183715006011,1.3089477169884893,1.7009561327490197,597,199,169158.98786796117,56386.32928932039,3.476094478052653e-06,True,True
dgp4_N100_T100_r2026080902_truth1-1-1,4,100,100,2026080902,"(1,1,1)","(0,0,1)",3.7022758197778036,7.945872225555387,1.3089477169884893,2.072652576915192,597,199,169158.98786796117,56386.32928932039,6.772074628303111e-06,True,True
dgp4_N100_T100_r2026080902_truth1-1-1,4,100,100,2026080902,"(1,1,1)","(0,1,0)",3.7022758197778036,8.224736438642614,1.3089477169884893,2.107146252203989,597,199,169158.98786796117,56386.32928932039,7.077943761154524e-06,True,True
dgp4_N100_T100_r2026080902_truth1-1-1,4,100,100,2026080902,"(1,1,1)","(1,0,1)",3.7022758197778036,4.275387727073841,1.3089477169884893,1.4528747946675964,597,398,169158.98786796117,112772.65857864078,2.5525172412024158e-06,True,True
