N,T,dgp,c_a,c_H,c_xi,pre_scaling_max_abs_a,final_max_abs_a,mean_a,mean_b,min_a,max_a,min_b,max_b,mu_lambda_a_1,mu_lambda_a_2,mu_lambda_b_1,mu_lambda_b_2,A_G1_fixed_time_true,A_G2_fixed_time_true,A_G2_minus_G1_fixed_time_true,A_G1_time_average_true,A_G2_time_average_true,A_G2_minus_G1_time_average_true,B_G1_fixed_time_true,B_G2_fixed_time_true,B_G2_minus_G1_fixed_time_true,B_G1_time_average_true,B_G2_time_average_true,B_G2_minus_G1_time_average_true,A_G2_minus_G1_fixed_time_raw_true,A_G2_minus_G1_time_average_raw_true
20,20,4,1.0,0.6626811719204001,1.408488350045884,0.8344179122574656,0.8167207564539212,0.5017730038638121,0.5197307342182411,0.26393090615335774,0.8167207564539212,0.0804086921534847,1.2146352185972273,0.8999999999999999,1.1,0.8,1.2,0.38683665096958886,0.4935570685496785,0.10672041758008965,0.4409485984693685,0.5625974092582555,0.12164881078888701,0.4847380758533969,0.6657525098652857,0.18101443401188877,0.4379579966913802,0.601503471745102,0.1635454750537218,0.10672041758008965,0.12164881078888701
