N,T,dgp,c_a,c_H,c_xi,pre_scaling_max_abs_a,final_max_abs_a,mean_a,mean_b,min_a,max_a,min_b,max_b,mu_lambda_a_1,mu_lambda_a_2,mu_lambda_b_1,mu_lambda_b_2,A_G1_fixed_time_true,A_G2_fixed_time_true,A_G2_minus_G1_fixed_time_true,A_G1_time_average_true,A_G2_time_average_true,A_G2_minus_G1_time_average_true,B_G1_fixed_time_true,B_G2_fixed_time_true,B_G2_minus_G1_fixed_time_true,B_G1_time_average_true,B_G2_time_average_true,B_G2_minus_G1_time_average_true,A_G2_minus_G1_fixed_time_raw_true,A_G2_minus_G1_time_average_raw_true
8,8,4,1.0,0.4919551966686119,1.4341491620317257,0.8225151225114998,0.8225151225114998,0.5950639601399008,0.7115776801438791,0.42195082143411206,0.8225151225114998,0.2574927801124516,1.1929635235814438,0.8999999999999999,1.1,0.8,1.2,0.5885632214154477,0.6841734546872227,0.09561023327177498,0.5503617015275211,0.6397662187522806,0.0894045172247595,0.6994037057673925,1.0458145717459786,0.34641086597858606,0.570335611134098,0.8528197491536598,0.28248413801956174,0.09561023327177498,0.0894045172247595
