C_Theta_max,current_B,c_B,current_B_minus_c_B,B9_verified,proposed_common_B,proposed_c_B,proposed_interior_margin,status
8.410761115894578,9.0,1.0,8.0,False,10.0,1.0,1.5892388841054217,CANDIDATE_NOT_ACTIVATED
