semantic_replication_id,dgp,N,T,true_rank,replication,finite_start_count,box_feasible_start_count,constrained_fallback_start_count,boundary_active_start_count,any_boundary_active,selected_best_pilot_boundary_active,maximum_constraint_violation,maximum_coefficient_envelope_ratio,maximum_absolute_coefficient,B,literal_box_rejection
dgp4_N200_T200_r00001_truth1-0-2,4,200,200,"(1,0,2)",1,3,3,0,0,False,False,0.0,0.6452225673303297,6.452225673303297,10.0,False
dgp4_N200_T200_r00001_truth1-1-1,4,200,200,"(1,1,1)",1,3,3,1,1,True,True,0.0,1.0,10.0,10.0,False
dgp4_N200_T200_r00001_truth2-1-1,4,200,200,"(2,1,1)",1,3,3,0,0,False,False,0.0,0.3399563055260347,3.3995630552603466,10.0,False
dgp4_N200_T200_r00002_truth1-0-2,4,200,200,"(1,0,2)",2,3,3,0,0,False,False,0.0,0.5886101415545383,5.886101415545383,10.0,False
dgp4_N200_T200_r00002_truth1-1-1,4,200,200,"(1,1,1)",2,3,3,0,0,False,False,0.0,0.8466823568193685,8.466823568193686,10.0,False
dgp4_N200_T200_r00002_truth2-1-1,4,200,200,"(2,1,1)",2,3,3,0,0,False,False,0.0,0.33023026576087183,3.302302657608718,10.0,False
dgp4_N50_T50_r00000_truth1-0-2,4,50,50,"(1,0,2)",0,3,3,3,3,True,True,1.7763568394002505e-15,1.0000000000000002,10.000000000000002,10.0,False
dgp4_N50_T50_r00000_truth1-1-1,4,50,50,"(1,1,1)",0,3,3,3,3,True,True,1.7763568394002505e-15,1.0000000000000002,10.000000000000002,10.0,False
dgp4_N50_T50_r00000_truth2-1-1,4,50,50,"(2,1,1)",0,3,3,3,3,True,True,1.7763568394002505e-15,1.0000000000000002,10.000000000000002,10.0,False
dgp4_N50_T50_r00001_truth1-0-2,4,50,50,"(1,0,2)",1,3,3,3,3,True,True,3.552713678800501e-15,1.0000000000000004,10.000000000000004,10.0,False
dgp4_N50_T50_r00001_truth1-1-1,4,50,50,"(1,1,1)",1,3,3,3,3,True,True,3.552713678800501e-15,1.0000000000000004,10.000000000000004,10.0,False
dgp4_N50_T50_r00001_truth2-1-1,4,50,50,"(2,1,1)",1,3,3,3,3,True,True,1.7763568394002505e-15,1.0000000000000002,10.000000000000002,10.0,False
dgp4_N50_T50_r00002_truth1-0-2,4,50,50,"(1,0,2)",2,3,3,3,3,True,True,1.7763568394002505e-15,1.0000000000000002,10.000000000000002,10.0,False
dgp4_N50_T50_r00002_truth1-1-1,4,50,50,"(1,1,1)",2,3,3,3,3,True,True,1.7763568394002505e-15,1.0000000000000002,10.000000000000002,10.0,False
dgp4_N50_T50_r00002_truth2-1-1,4,50,50,"(2,1,1)",2,3,3,3,3,True,True,0.0,1.0,10.0,10.0,False
