record_type,run_id,semantic_replication_id,dgp,N,T,replication,method,fit_type,target,requested_rank,numerical_rank,initialization_route,start_number,objective_initial,objective_final,relative_objective_change,iterations,convergence_flag,iteration_cap_hit,stationarity_residual,stationarity_pass,coefficient_envelope,max_abs_coefficient,coefficient_envelope_ratio,coefficient_bound_hit,unconstrained_max_abs,unconstrained_inside_box,unconstrained_outside_box,constrained_fallback_used,boundary_active,max_constraint_violation,constrained_KKT_residual,constrained_iterations,constrained_runtime,constrained_runtime_seconds,constrained_solver_status,constrained_objective,sigma_1,sigma_r,sigma_r_over_sigma_1,best_start_objective,second_start_objective,objective_stability_gap,objective_stability_pass,runtime_seconds,exception_type,exception_message,nuclear_path_index,lambda,thresholded_rank,candidate_source,IC,IC_valid,diagnostic_context,initial_coefficient_envelope,final_coefficient_envelope,coefficient_envelope_history,dgp_realization_hash
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00000_truth1-0-2,1,100,100,0,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_1,1,0.3230681214784114,0.2868712502707119,0.03619687120769949,200,False,True,0.00019620931515476592,False,10.000000000000004,10.000000000000004,1.0000000000000004,False,13.070034532422026,False,True,True,True,3.552713678800501e-15,0.00019620931515476592,379147,316.4282056999946,316.4282056999946,constrained_optimality_failure,0.2868712502707119,38.448693084889825,19.62067635473528,0.5103080177891957,,,,,316.42820320000465,,,,,,,,,revision10_spectral_pilot:start_1,13.070034532422026,10.000000000000004,"[9.999999, 10.000000000000004]",9766e2d04bba4ea73295d9307840acdf518eb9ba84af88a66687a0a835c8322e
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00000_truth1-0-2,1,100,100,0,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_2,2,0.9438107259436667,0.2881256321451856,0.6556850937984811,200,False,True,1.5833020578931536e-05,False,9.191905163893189,9.191905163893189,0.9191905163893189,False,9.191905163893189,True,False,False,False,0.0,,0,0.0,0.0,not_needed_interior_fast_path,,32.54485216865528,18.951989663249446,0.5823344830400722,,,,,9.76500379999925,,,,,,,,,revision10_spectral_pilot:start_2,0.1131187961956937,9.191905163893189,"[0.1131187961956937, 3.4524399869641877, 3.1069589221947593, 3.2953532099129434, 3.383571255447363, 3.397983588070693, 3.3612643414382197, 3.488346136412971, 3.7255342586131843, 3.890999798532004, 3.995159617747964, 4.049272867976118, 4.063697425014416, 4.047192701789405, 4.00725423453295, 4.190194653954488, 4.416468450420032, 4.639942983653496, 4.856386258906932, 5.060421764121342, 5.246928673784038, 5.412056336829583, 5.5536156024847205, 5.670989494551875, 5.764824122822961, 5.8366632556229225, 6.070259968724178, 6.35551271174842, 6.604362044011002, 6.816350686402749, 6.992683461310245, 7.135942011844046, 7.249696654919197, 7.3380604141504335, 7.405267284719029, 7.455342244437018, 7.491891280480203, 7.518003590511467, 7.536238205856509, 7.548663060967718, 7.5569196413828745, 7.562294619470957, 7.565787615746942, 7.568169954615369, 7.570032916522927, 7.57182597744936, 7.573886421183908, 7.576461962950958, 7.579727946769126, 7.5838004634057965, 7.588746484188237, 7.59459186729352, 7.601327886020132, 7.608916756299332, 7.617296500382309, 7.6263853706696345, 7.636085967930712, 7.646289118700329, 7.6568775253981105, 7.667729168151789, 7.678720417844577, 7.689728813576406, 7.700635462003758, 7.711327027925992, 7.7216973018635935, 7.764105108301623, 7.854023064494445, 7.94451643170962, 8.035415114994818, 8.126548810897091, 8.217748445046519, 8.30884747213121, 8.399683028398965, 8.490096930699359, 8.579936520078986, 8.66905535190321, 8.757313738222908, 8.84457915145947, 8.930726501288692, 9.01563829874887, 9.099204723006071, 9.181323606852773, 9.261900356917058, 9.340847823778814, 9.418086135822081, 9.493542508826659, 9.56715104115651, 9.638852502097288, 9.708594118582093, 9.77632936337618, 9.84201774589692, 9.9056246053344, 9.967120904682702, 10.026483023731585, 10.083692549001064, 10.138736058986277, 10.191604903841997, 10.242294979674226, 10.290806498792472, 10.337143758480424, 10.381314911927651, 10.423331745803178, 10.463209469436357, 10.500966520616306, 10.536624392576547, 10.570207485779322, 10.601742986678829, 10.631260773786982, 10.658793349193907, 10.684375791343532, 10.708045722508196, 10.729843282225955, 10.74981109616326, 10.767994228628934, 10.784440106458483, 10.799198402333474, 10.812320866862386, 10.82386110092679, 10.833874262805574, 10.842416708280446, 10.849545566073598, 10.85531825530284, 10.859791955857226, 10.863023046391483, 10.865066527727192, 10.865975451594835, 10.865800375685213, 10.864588865813479, 10.862385064634081, 10.859229343863108, 10.855158053531328, 10.850203377624696, 10.844393300840746, 10.837751686382656, 10.83029846002108, 10.822049891341816, 10.813018959401811, 10.8032157871139, 10.792648126694191, 10.781321877485745, 10.769241617409556, 10.756411130111928, 10.742833911456657, 10.728513641188915, 10.713454608194581, 10.697662080603676, 10.681142614864378, 10.663904300679727, 10.645956941227746, 10.627312170279312, 10.607983509626576, 10.58798637161448, 10.567338012529163, 10.546057443172021, 10.524165303178268, 10.501683705582474, 10.478636057855287, 10.455046865189919, 10.430941521272636, 10.406346091171669, 10.381287090373178, 10.355791263413309, 10.329885365027918, 10.303595946282565, 10.276949147763283, 10.249970501602645, 10.222684743881581, 10.195115638776121, 10.16728581569081, 10.13921662053141, 10.110927982189521, 10.082438295238223, 10.053764319746225, 10.024921099005436, 9.995921895818968, 9.966778147814704, 9.937499442029925, 9.908093508761157, 9.878566234396107, 9.848921692652588, 9.819162193353094, 9.789288347576443, 9.75929914776209, 9.729192061110448, 9.698963134431667, 9.66860710845632, 9.63811753953505, 9.607486926625766, 9.576706841492369, 9.545768060116572, 9.51466069344642, 9.483374315765795, 9.45189808915882, 9.420220882753704, 9.388331385651355, 9.356218212671044, 9.323870002263778, 9.291275506156966, 9.258423670487655, 9.225303708356929, 9.191905163893189]",9766e2d04bba4ea73295d9307840acdf518eb9ba84af88a66687a0a835c8322e
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00000_truth1-0-2,1,100,100,0,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_3,3,0.9429935530215043,0.28661667979775196,0.6563768732237524,200,False,True,1.3267732894029379e-05,False,9.153915132325512,9.153915132325512,0.9153915132325512,False,9.153915132325512,True,False,False,False,0.0,,0,0.0,0.0,not_needed_interior_fast_path,,34.235483173262494,19.939305106673267,0.5824163487269146,,,,,9.802808100008406,,,,,,,,,revision10_spectral_pilot:start_3,0.15541930421816513,9.153915132325512,"[0.15541930421816513, 2.8447180834230674, 3.287600389549698, 3.4415988958154933, 3.5738586299436457, 3.630166563584212, 3.8444378068436156, 4.073066469252156, 4.215341247214332, 4.299553266432699, 4.351566958810186, 4.38839133776611, 4.420156257088386, 4.4522656978249495, 4.486848548275887, 4.5241488995404975, 4.563637407384505, 4.604624172292084, 4.646473657182506, 4.68863171476623, 4.730614710809516, 4.772019238740248, 4.812552264851242, 4.85206170602966, 4.890549262888113, 4.928153756030592, 4.965096069255343, 5.001576734829971, 5.037623154162589, 5.072909743156363, 5.106623946762939, 5.137487517958341, 5.163998220990434, 5.184823022468048, 5.199159828887544, 5.2069041427923635, 5.208582197103919, 5.205127437871064, 5.197614681005012, 5.1870402393490975, 5.174191571947566, 5.159611326115284, 5.14363221156005, 5.1264453159112, 5.10816824059812, 5.088893896324034, 5.0687151249330515, 5.047728863016283, 5.026026644102599, 5.136581287238058, 5.262394218729569, 5.385796394885483, 5.50654450849405, 5.624227003181891, 5.7382348756391455, 5.8477628069678245, 5.951838034200098, 6.049370673965224, 6.139217615741932, 6.2202519671938825, 6.291430722745915, 6.351854486455362, 6.400814582393697, 6.510846407493681, 6.619151998199273, 6.718879976324683, 6.810562063716385, 6.894818863316649, 6.972337050427169, 7.0438474197864, 7.110104218297939, 7.171866614380817, 7.229883231278887, 7.284880247104496, 7.337552799872607, 7.388558707349388, 7.438513160530294, 7.487983190884228, 7.537481227397255, 7.58745772655735, 7.638293472011159, 7.6902925634444586, 7.74367727323089, 7.798585828203936, 7.855073814383234, 7.913119398984156, 7.972632038663947, 8.033463909194678, 8.095423024008479, 8.15828693020012, 8.22181595822638, 8.285765205497507, 8.349894695562082, 8.413977421180833, 8.477805213251159, 8.541192556860203, 8.603978594077546, 8.66602761478923, 8.727228352953738, 8.787492389927719, 8.846751932463377, 8.90495719175581, 8.962073549256653, 9.018078659077316, 9.072959606940337, 9.126710221060307, 9.179328609393401, 9.230814978713136, 9.281169772836204, 9.330392149704558, 9.378478800277145, 9.425423097062195, 9.471214547482917, 9.515838517796945, 9.55927618731577, 9.601504690156412, 9.642497402315614, 9.68222433487861, 9.720652598922198, 9.757746913412817, 9.793470133467483, 9.827783782195919, 9.86064857457978, 9.89202492621549, 9.921873443120758, 9.95015539116727, 9.976833145109746, 10.001870617759897, 10.025233669760091, 10.046890499825802, 10.066812014435165, 10.084972174926062, 10.10134831898041, 10.115921452664534, 10.128676508664261, 10.13960256616411, 10.148693028008468, 10.15594575133466, 10.161363128747016, 10.164952118235343, 10.16672422134602, 10.166695410490743, 10.16488600763219, 10.161320517830573, 10.156027422197186, 10.149038935631387, 10.140390735287008, 10.130121666014276, 10.11827342907103, 10.104890260212644, 10.090018602903285, 10.073706781874424, 10.056004681647003, 10.036963433968259, 10.016635117433657, 9.995072471903441, 9.972328629701602, 9.94845686502468, 9.923510362495286, 9.897542005375985, 9.870604183613269, 9.842748621602345, 9.814026225348114, 9.784486948532702, 9.754179676883368, 9.72315213015069, 9.691450780952827, 9.659120789707574, 9.626205954852422, 9.592748677542046, 9.558789940003194, 9.52436929671978, 9.489524877610378, 9.45429340234688, 9.41871020494362, 9.382809267721811, 9.346623263725222, 9.310183606629067, 9.273520507146547, 9.236663034900932, 9.19963918469194, 9.162475946050963, 9.125199374951032, 9.087834666514954, 9.050406227555632, 9.01293774778433, 8.97545226854141, 8.937972247939387, 8.908989455694138, 8.88818191592771, 8.915403779028892, 8.942023866654642, 8.968035432960166, 8.993433254663323, 9.01821364289335, 9.042374445602686, 9.065915040087742, 9.088836315327836, 9.111140644030437, 9.132831844460943, 9.153915132325512]",9766e2d04bba4ea73295d9307840acdf518eb9ba84af88a66687a0a835c8322e
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00001_truth1-0-2,1,100,100,1,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_1,1,0.32405518938069156,0.29044720399054225,0.03360798539014931,200,False,True,0.00030306799015046657,False,10.000000000000002,10.000000000000002,1.0000000000000002,False,12.682897889465542,False,True,True,True,1.7763568394002505e-15,0.00030306799015046657,542218,417.33033080000314,417.33033080000314,constrained_optimality_failure,0.29044720399054225,38.42309271344935,18.61877625834973,0.48457255633231583,,,,,417.3303285000002,,,,,,,,,revision10_spectral_pilot:start_1,12.682897889465542,10.000000000000002,"[9.999999, 10.000000000000002]",7b69bf41702fcc0ca385c96cf5dba31a9b71a65e15c3e5031a2a556343b83cf0
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00001_truth1-0-2,1,100,100,1,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_2,2,0.32120745121145516,0.2894992922000816,0.03170815901137358,188,True,False,9.685958326165553e-05,True,10.000000000000002,10.000000000000002,1.0000000000000002,False,12.575988917272742,False,True,True,True,1.7763568394002505e-15,9.685958326165553e-05,512344,405.672911200003,405.672911200003,success,0.2894992922000816,33.71275530345617,18.594922946488992,0.5515693623707664,,,,,405.6729093000031,,,,,,,,,revision10_spectral_pilot:start_2,12.575988917272742,10.000000000000002,"[9.999999, 10.000000000000002]",7b69bf41702fcc0ca385c96cf5dba31a9b71a65e15c3e5031a2a556343b83cf0
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00001_truth1-0-2,1,100,100,1,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_3,3,0.2986722571271931,0.29057621029732805,0.008096046829865033,200,False,True,0.0003763726702850866,False,9.999999999999998,9.999999999999998,0.9999999999999998,False,11.04869770485182,False,True,True,True,0.0,0.0003763726702850866,674439,518.4939859000006,518.4939859000006,constrained_optimality_failure,0.29057621029732805,32.145324791764594,19.14915704071449,0.5957058192680127,,,,,518.4939837999991,,,,,,,,,revision10_spectral_pilot:start_3,11.04869770485182,9.999999999999998,"[9.999999, 9.999999999999998]",7b69bf41702fcc0ca385c96cf5dba31a9b71a65e15c3e5031a2a556343b83cf0
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00002_truth1-0-2,1,100,100,2,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_1,1,1.0283630127667542,0.2973927467655878,0.7108095652278771,200,False,True,2.291028257924529e-05,False,8.979636478581911,8.979636478581911,0.8979636478581912,False,8.979636478581911,True,False,False,False,0.0,,0,0.0,0.0,not_needed_interior_fast_path,,35.20887269667649,17.64421448072392,0.5011297758019225,,,,,1.79915720000281,,,,,,,,,revision10_spectral_pilot:start_1,0.1253023088516346,8.979636478581911,"[0.1253023088516346, 3.669253668488155, 3.7947133730235594, 3.6608988330199916, 4.211621900267865, 4.2688148904916225, 4.1429295713285725, 4.158249186970292, 4.54105989143904, 4.799422151138848, 4.971388433418064, 5.084721393004526, 5.159996117056019, 5.212607581149885, 5.25312770394881, 5.288230858717043, 5.32241779623163, 5.358327794440165, 5.39597739636753, 5.432589294861742, 5.463169659261854, 5.4818707333144125, 5.4842119018768685, 5.469267789503311, 5.440364616583661, 5.403857094450702, 5.395263600684478, 5.564319556823802, 5.694806435508347, 5.788209512359129, 5.847418593162281, 5.8761254989705245, 5.878365772152413, 5.858175323931264, 5.819338843269449, 5.797609326869683, 5.896263119237149, 5.9888715992527715, 6.075540765633994, 6.156314058744956, 6.231166771410357, 6.300015613723804, 6.36274114027834, 6.4192179242561815, 6.469345832624258, 6.513075495960897, 6.58177398588804, 6.666631598020392, 6.745794804478494, 6.81834458943972, 6.883414372776785, 6.940201564482723, 6.987974979741036, 7.026079335776445, 7.053939825065785, 7.07107020003028, 7.07708675898638, 7.071728508614552, 7.054881283590733, 7.026601447126955, 6.987133646519013, 6.93691752884668, 6.876580606440141, 6.806918223630222, 6.876121418613918, 7.007510850528841, 7.131885344535157, 7.2479241708577495, 7.354435781264204, 7.450420078024111, 7.535136809370875, 7.608169829536787, 7.669474441623805, 7.719396340017447, 7.758655332272218, 7.788293593712474, 7.809594868907678, 7.823986087512089, 7.832935150454117, 7.837857852917861, 7.840043629159766, 7.8406052371644135, 7.840452977556511, 7.84029055149578, 7.8406276367218934, 7.841803620612054, 7.8440172978547205, 7.847358271377555, 7.851836921011836, 7.857410890781469, 7.864006977634269, 7.871538044139529, 7.879915125086105, 7.889055266813312, 7.898885847627893, 7.909346201977757, 7.9203873400795, 7.9319704522349, 7.944064746594272, 7.956645019240721, 7.969689216900997, 7.983176137447121, 7.997083326289723, 8.011385167154321, 8.026051130013203, 8.041044122553172, 8.056318890238382, 8.071820420543073, 8.087482327258831, 8.103225219935608, 8.11895510106634, 8.134561878952168, 8.14991813553014, 8.164878341822499, 8.17927876187336, 8.192938318208093, 8.20566069408355, 8.217237905488302, 8.227455477847728, 8.236099206371316, 8.242963276351736, 8.247859297630322, 8.250625605900305, 8.251136047292782, 8.24930742990506, 8.245104916940587, 8.23854484623835, 8.229694759131917, 8.218670755596808, 8.205632600071986, 8.190777225031733, 8.174331378104156, 8.156544123015042, 8.137679755441857, 8.118011476314551, 8.097815932162481, 8.077368535950152, 8.056939358449561, 8.036789344389868, 8.01716665278775, 7.9983030232386705, 7.980410195949089, 7.963676528070429, 7.948264024427665, 7.934306021629178, 7.921905730254529, 7.911135762845726, 7.902038676320401, 7.894628458422186, 7.888892807198368, 7.8847960011557126, 7.904574155179636, 7.960325232424435, 8.013969123264804, 8.065517524081319, 8.114985270345079, 8.162392246344528, 8.207764545569706, 8.251135012683504, 8.292543294892994, 8.332035520565727, 8.369663709214795, 8.405485001691158, 8.439560784035999, 8.471955763897455, 8.502737045255799, 8.531973235704312, 8.55973361077982, 8.58608735177431, 8.611102866950814, 8.634847200955113, 8.657385533265709, 8.678780763571803, 8.699093179841167, 8.718380203389133, 8.736696204361742, 8.754092380589057, 8.770616692667652, 8.786313848311305, 8.801225329407748, 8.815389455780966, 8.828841480336358, 8.841613711021742, 8.853735655839737, 8.865234187963646, 8.876133728821305, 8.886456447793725, 8.896222477909635, 8.905450147579968, 8.914156228983206, 8.92235620415146, 8.930064550075075, 8.937295044189039, 8.944061091353067, 8.950376072802586, 8.956253716417542, 8.961708485903594, 8.966755983963244, 8.971413361115033, 8.975699717383215, 8.979636478581911]",7774159d2fedc01d9f59081b6e3660a2eb1b2d6624c0a6a7b122695d67b9eabe
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00002_truth1-0-2,1,100,100,2,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_2,2,0.6544297865650582,0.2974726095891963,0.35695717697586193,200,False,True,0.0003905491453065717,False,8.19887633152548,8.19887633152548,0.819887633152548,False,33.165334493818364,False,True,True,False,0.0,0.0003905491453065717,647075,471.8773402999941,471.8773402999941,constrained_optimality_failure,0.2974726095891963,33.700007551592726,17.29476704111803,0.5131977200491946,,,,,471.87733790000493,,,,,,,,,revision10_spectral_pilot:start_2,33.165334493818364,8.19887633152548,"[9.999999, 8.19887633152548]",7774159d2fedc01d9f59081b6e3660a2eb1b2d6624c0a6a7b122695d67b9eabe
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00002_truth1-0-2,1,100,100,2,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_3,3,1.0293244917409148,0.2971622226276178,0.7113036510721492,200,False,True,2.510077043623086e-05,False,9.60615756652752,9.60615756652752,0.960615756652752,False,9.60615756652752,True,False,False,False,0.0,,0,0.0,0.0,not_needed_interior_fast_path,,38.78231023694632,19.663484737989364,0.5070220061118681,,,,,9.666337100003147,,,,,,,,,revision10_spectral_pilot:start_3,0.12077436287569301,9.60615756652752,"[0.12077436287569301, 4.064254826394797, 4.010404307440954, 3.6791806997727234, 3.496821269835029, 3.5312101921365024, 3.9381990129347475, 4.561616888013581, 5.230902558368751, 5.682640617138718, 5.946337467150065, 6.070323605014526, 6.102170340331845, 6.079808822345143, 6.029471808310459, 5.966906831321771, 5.899707566369545, 5.829895856531039, 5.7567310038471575, 5.679457083759276, 5.598940712071205, 5.563533456221918, 5.53026656211655, 5.6992360680909036, 5.882538145102331, 6.041260371944866, 6.176408531246771, 6.289758657649921, 6.3837715876692345, 6.461571644680394, 6.526949893970931, 6.584333625646949, 6.6386660599457405, 6.695850939854798, 6.8214800879246305, 6.948252629449723, 7.075199890702566, 7.200822468728606, 7.323249400386561, 7.440482415709203, 7.550662908189352, 7.6522958763188855, 7.821629139915155, 8.009000105200967, 8.198544763345181, 8.38726810074379, 8.572613150979238, 8.752480052553773, 8.925205832140684, 9.08952450298818, 9.244520213999198, 9.389580205496634, 9.524350283511886, 9.648693430765867, 9.762651481158802, 9.866409821438085, 9.96026532009103, 10.04459782722097, 10.119845553147083, 10.186484454872303, 10.245011521555606, 10.295931629918801, 10.339747486005642, 10.376952096858126, 10.40802321667493, 10.433419266417864, 10.453576310069012, 10.468905764357602, 10.479792607329806, 10.486593926573983, 10.489637707495243, 10.489221806604855, 10.48561308712656, 10.479046717660907, 10.469725652193949, 10.457820323523963, 10.443468593298034, 10.426776010396178, 10.407816434750755, 10.386633084864119, 10.363240063410549, 10.3376244059503, 10.309748683225603, 10.279554168779127, 10.246964562383736, 10.211890237976228, 10.17423296441838, 10.133891030085309, 10.090764688999073, 10.044761837163943, 9.995803822164815, 9.94383128525713, 9.888809930543939, 9.830736107303924, 9.769642076085484, 9.705600804853827, 9.63873010855394, 9.612305539699454, 9.585257385940112, 9.553438664526293, 9.51716308980475, 9.476784293570912, 9.432690209420041, 9.385297229488527, 9.335044134608676, 9.282385742836684, 9.227786192878776, 9.171711795543999, 9.114623455760443, 9.056968781928159, 8.999174133803647, 8.941636979458526, 8.884719001437515, 8.828740389685606, 8.773975681285492, 8.720651371144642, 8.668945352869597, 8.618988087498755, 8.570865266010692, 8.524621645023913, 8.584043106085991, 8.67242007175445, 8.752747382123236, 8.825387172770643, 8.890734559007736, 8.949206542909987, 9.00123249269082, 9.047246122156741, 9.08767886113347, 9.122954487065934, 9.153484878922256, 9.179666753554134, 9.201879249162728, 9.22048222855943, 9.23581518510189, 9.248196645519098, 9.257923975597087, 9.265273506366126, 9.270500909656052, 9.27384176242713, 9.275512248989115, 9.294497566511469, 9.318340354507775, 9.340939020232005, 9.362319070016255, 9.382504724484427, 9.401518841918152, 9.41938287086974, 9.4361168285363, 9.451739301673369, 9.466267467040078, 9.479717128532846, 9.492102768278771, 9.503437609031675, 9.513733685258025, 9.52300192032795, 9.531252207256964, 9.53849349049389, 9.54473384633016, 9.549980559634195, 9.5542401947952, 9.557518659000193, 9.559821256270807, 9.56115273104226, 9.561517300475005, 9.56091867513468, 9.559360068147479, 9.556844193419915, 9.553373253990202, 9.548948922037304, 9.543572312502585, 9.537243952664578, 9.529963750346456, 9.521730963718259, 9.512544175885303, 9.502401277627843, 9.491299461776899, 9.479235232782193, 9.466204435047283, 9.45220230357712, 9.437223540395403, 9.421262420033237, 9.404312927145915, 9.386368928951141, 9.367424384654557, 9.347473593286587, 9.32651148033681, 9.304533922158399, 9.281538105215688, 9.290751093783188, 9.32126867831297, 9.351419339972734, 9.381205693443574, 9.410629055752276, 9.439689230713109, 9.468384280550309, 9.496710274987615, 9.524661004252215, 9.552227637737321, 9.579398304586709, 9.60615756652752]",7774159d2fedc01d9f59081b6e3660a2eb1b2d6624c0a6a7b122695d67b9eabe
fit_diagnostic,beb5729f4f89ab13,dgp1_N100_T100_r00000_truth1-1-1,1,100,100,0,selected_rank,coefficient_fit,,"[4, 4, 4]","[4, 4, 4]",revision10_spectral_pilot:start_1,1,2.062122509883477,0.8868499829995964,0.5699334162984773,200,False,True,0.00011539973659550785,False,10.0,10.0,1.0,False,26.08235518027809,False,True,True,True,0.0,0.00011539973659550785,805827,634.7592428999997,634.7592428999997,constrained_optimality_failure,0.8868499829995964,53.102622345086374,17.346263734861143,0.3266555015331782,,,,,634.7592399999994,,,,,,,,,revision10_spectral_pilot:start_1,26.08235518027809,10.0,"[9.999999, 10.0]",eb07f996364de1bfaa59a3df551ab1ae0e5f65c9dfd730a69fc9a024a46be45b
