dgp,N,T,target,true_rank_vector,mean_truth,mean_estimate,bias,rmse,mc_sd,mean_estimated_se,se_to_mc_sd,size_5pct,coverage_95pct,power_against_zero,mcse_size,mcse_coverage,successful_replications,requested_replications,plugin_mean_estimate,plugin_bias,plugin_rmse,plugin_mean_se,corrected_mean_estimate,corrected_bias,corrected_rmse,corrected_mean_se,mean_rank_runtime_seconds,mean_inference_runtime_seconds,mean_replication_runtime_seconds,mean_best_neighbor_target_change,spatial_c,failure_success,failure_calibration_failure,failure_nonfinite_input,failure_full_fit_not_converged,failure_first_order_residual_high,failure_coefficient_bound_active,failure_rank_at_cap,failure_rank_pilot_failure,failure_rank_selection_failure,failure_riesz_not_converged,failure_riesz_nearly_singular,failure_split_fit_not_converged,failure_split_rank_loss,failure_split_target_support_loss,failure_split_gram_nearly_singular,failure_spatial_variance_failure,failure_nonpositive_variance,failure_unexpected_exception,mean_A_G1_fixed_time_true,sd_A_G1_fixed_time_true,mean_A_G2_fixed_time_true,sd_A_G2_fixed_time_true,mean_A_G2_minus_G1_fixed_time_true,sd_A_G2_minus_G1_fixed_time_true,mean_A_G1_time_average_true,sd_A_G1_time_average_true,mean_A_G2_time_average_true,sd_A_G2_time_average_true,mean_A_G2_minus_G1_time_average_true,sd_A_G2_minus_G1_time_average_true,mean_B_G1_fixed_time_true,sd_B_G1_fixed_time_true,mean_B_G2_fixed_time_true,sd_B_G2_fixed_time_true,mean_B_G2_minus_G1_fixed_time_true,sd_B_G2_minus_G1_fixed_time_true,mean_B_G1_time_average_true,sd_B_G1_time_average_true,mean_B_G2_time_average_true,sd_B_G2_time_average_true,mean_B_G2_minus_G1_time_average_true,sd_B_G2_minus_G1_time_average_true,mean_A_G2_minus_G1_fixed_time_raw_true,sd_A_G2_minus_G1_fixed_time_raw_true,mean_A_G2_minus_G1_time_average_raw_true,sd_A_G2_minus_G1_time_average_raw_true
2,20,20,A_fixed_time_mean,"[1, 1, 1]",0.5136576332341928,0.6757890413019203,0.16213140806772755,0.33511939431099225,0.4355370466357709,0.10692438033458358,0.2455000812456761,0.5,0.5,1.0,0.3535533905932738,0.3535533905932738,2,2,0.6757890413019203,0.16213140806772755,0.33511939431099225,0.10692438033458358,0.6757890413019203,0.16213140806772755,0.33511939431099225,0.10692438033458358,14.770165599999018,0.02167974999611033,14.831412650000857,0.024431729852218975,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,20,A_full_mean,"[1, 1, 1]",0.5120708669230412,0.6568653151928967,0.14479444826985555,0.15009148957722063,0.06088932556504741,0.04785266804925189,0.7858958463603181,0.5,0.5,1.0,0.3535533905932738,0.3535533905932738,2,2,0.6806788919324183,0.16860802500937716,0.17064144128978154,0.03295813259551075,0.6568653151928967,0.14479444826985555,0.15009148957722063,0.04785266804925189,14.770165599999018,0.1024275999989186,14.963184650001494,-0.020611837421383672,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
