dgp,N,T,target,true_rank_vector,mean_truth,mean_estimate,bias,rmse,mc_sd,mean_estimated_se,se_to_mc_sd,size_5pct,coverage_95pct,power_against_zero,mcse_size,mcse_coverage,successful_replications,requested_replications,plugin_mean_estimate,plugin_bias,plugin_rmse,plugin_mean_se,corrected_mean_estimate,corrected_bias,corrected_rmse,corrected_mean_se,mean_rank_runtime_seconds,mean_inference_runtime_seconds,mean_replication_runtime_seconds,mean_best_neighbor_target_change,spatial_c,failure_success,failure_calibration_failure,failure_nonfinite_input,failure_full_fit_not_converged,failure_first_order_residual_high,failure_coefficient_bound_active,failure_rank_at_cap,failure_rank_pilot_failure,failure_rank_selection_failure,failure_riesz_not_converged,failure_riesz_nearly_singular,failure_split_fit_not_converged,failure_split_rank_loss,failure_split_target_support_loss,failure_split_gram_nearly_singular,failure_spatial_variance_failure,failure_nonpositive_variance,failure_unexpected_exception,mean_A_G1_fixed_time_true,sd_A_G1_fixed_time_true,mean_A_G2_fixed_time_true,sd_A_G2_fixed_time_true,mean_A_G2_minus_G1_fixed_time_true,sd_A_G2_minus_G1_fixed_time_true,mean_A_G1_time_average_true,sd_A_G1_time_average_true,mean_A_G2_time_average_true,sd_A_G2_time_average_true,mean_A_G2_minus_G1_time_average_true,sd_A_G2_minus_G1_time_average_true,mean_B_G1_fixed_time_true,sd_B_G1_fixed_time_true,mean_B_G2_fixed_time_true,sd_B_G2_fixed_time_true,mean_B_G2_minus_G1_fixed_time_true,sd_B_G2_minus_G1_fixed_time_true,mean_B_G1_time_average_true,sd_B_G1_time_average_true,mean_B_G2_time_average_true,sd_B_G2_time_average_true,mean_B_G2_minus_G1_time_average_true,sd_B_G2_minus_G1_time_average_true,mean_A_G2_minus_G1_fixed_time_raw_true,sd_A_G2_minus_G1_fixed_time_raw_true,mean_A_G2_minus_G1_time_average_raw_true,sd_A_G2_minus_G1_time_average_raw_true
1,20,20,A_fixed_time_mean,"[1, 1, 1]",0.454329468897311,0.24629854139613838,-0.20803092750117264,0.22760464429788652,0.2249522239747405,0.15088737251801457,0.6707529707950673,0.0,1.0,0.5,0.0,0.0,2,2,0.24629854139613838,-0.20803092750117264,0.22760464429788652,0.15088737251801457,0.24629854139613838,-0.20803092750117264,0.22760464429788652,0.15088737251801457,12.712836800001241,0.04858379999859608,12.801108600004227,0.22443190532473684,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,20,A_full_mean,"[1, 1, 1]",0.5061032406090676,0.5480669003279625,0.04196365971889482,0.04361025760485784,0.06692603783749192,0.0496863386412404,0.7424066962082454,0.0,1.0,1.0,0.0,0.0,2,2,0.5336514389531181,0.027548198344050423,0.030730189449573606,0.02954105892154915,0.5480669003279625,0.04196365971889482,0.04361025760485784,0.0496863386412404,12.712836800001241,0.2863984999967215,13.119093950001115,0.15938563836289998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
