dgp,N,T,target,true_rank_vector,mean_truth,mean_estimate,bias,rmse,mc_sd,mean_estimated_se,se_to_mc_sd,size_5pct,coverage_95pct,power_against_zero,mcse_size,mcse_coverage,successful_replications,requested_replications,plugin_mean_estimate,plugin_bias,plugin_rmse,plugin_mean_se,corrected_mean_estimate,corrected_bias,corrected_rmse,corrected_mean_se,mean_rank_runtime_seconds,mean_inference_runtime_seconds,mean_replication_runtime_seconds,mean_best_neighbor_target_change,spatial_c,failure_success,failure_calibration_failure,failure_nonfinite_input,failure_full_fit_not_converged,failure_first_order_residual_high,failure_coefficient_bound_active,failure_rank_at_cap,failure_rank_pilot_failure,failure_rank_selection_failure,failure_riesz_not_converged,failure_riesz_nearly_singular,failure_split_fit_not_converged,failure_split_rank_loss,failure_split_target_support_loss,failure_split_gram_nearly_singular,failure_spatial_variance_failure,failure_nonpositive_variance,failure_unexpected_exception,mean_A_G1_fixed_time_true,sd_A_G1_fixed_time_true,mean_A_G2_fixed_time_true,sd_A_G2_fixed_time_true,mean_A_G2_minus_G1_fixed_time_true,sd_A_G2_minus_G1_fixed_time_true,mean_A_G1_time_average_true,sd_A_G1_time_average_true,mean_A_G2_time_average_true,sd_A_G2_time_average_true,mean_A_G2_minus_G1_time_average_true,sd_A_G2_minus_G1_time_average_true,mean_B_G1_fixed_time_true,sd_B_G1_fixed_time_true,mean_B_G2_fixed_time_true,sd_B_G2_fixed_time_true,mean_B_G2_minus_G1_fixed_time_true,sd_B_G2_minus_G1_fixed_time_true,mean_B_G1_time_average_true,sd_B_G1_time_average_true,mean_B_G2_time_average_true,sd_B_G2_time_average_true,mean_B_G2_minus_G1_time_average_true,sd_B_G2_minus_G1_time_average_true,mean_A_G2_minus_G1_fixed_time_raw_true,sd_A_G2_minus_G1_fixed_time_raw_true,mean_A_G2_minus_G1_time_average_raw_true,sd_A_G2_minus_G1_time_average_raw_true
3,20,20,A_fixed_time_mean,"[1, 1, 1]",0.678718274169298,0.6110959020089894,-0.06762237216030853,0.06762237216030853,,0.05457330303105324,,0.0,1.0,1.0,0.0,0.0,1,2,0.6110959020089894,-0.06762237216030853,0.06762237216030853,0.05457330303105324,0.6110959020089894,-0.06762237216030853,0.06762237216030853,0.05457330303105324,14.603090699994937,0.022502300002088305,14.671907199997804,-0.006320845289097599,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3,20,20,A_full_mean,"[1, 1, 1]",0.588315522749563,0.741978182038876,0.153662659289313,0.153662659289313,,0.04322508776989998,,1.0,0.0,1.0,0.0,0.0,1,2,0.751917902099979,0.163602379350416,0.163602379350416,0.03720502195007156,0.741978182038876,0.153662659289313,0.153662659289313,0.04322508776989998,14.603090699994937,0.10062649999599671,14.807154499998433,-0.3200295602982669,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
